project,type,country,unit,status,capacity,start_year,owner,lat,lng,url,aacc
Puerto De Barcelona power station,oil_gas,Spain,MWh,operating,313056.0,2003.0,Naturgy Energy Group SA,41.3366,2.1594,https://www.gem.wiki/Puerto_De_Barcelona_power_station,
Puerto De Barcelona power station,oil_gas,Spain,MWh,operating,310608.0,2003.0,Naturgy Energy Group SA,41.3366,2.1594,https://www.gem.wiki/Puerto_De_Barcelona_power_station,
Puertollano power station,oil_gas,Spain,MWh,operating,50400.0,2000.0,Repsol SA,38.6707,-4.052,https://www.gem.wiki/Puertollano_power_station,Castilla_la_Mancha
Punta Grande power station,oil_gas,Spain,MWh,operating,27360.0,1988.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,16560.0,1998.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,17280.0,1987.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,23040.0,1989.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,17280.0,1992.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,25920.0,2002.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Punta Grande power station,oil_gas,Spain,MWh,operating,41040.0,2015.0,Endesa SA,28.97001,-13.54123,https://www.gem.wiki/Punta_Grande_power_station,Canarias
Refineria La Rabida power station,oil_gas,Spain,MWh,operating,59760.0,2010.0,Compañía Española de Petróleos SA,37.18568,-6.90083,https://www.gem.wiki/Refineria_La_Rabida_power_station,Andalucía
Refineria La Rabida power station,oil_gas,Spain,MWh,operating,36000.0,1990.0,Compañía Española de Petróleos SA,37.18568,-6.90083,https://www.gem.wiki/Refineria_La_Rabida_power_station,Andalucía
Repsol Cartagena Refinery power station,oil_gas,Spain,MWh,operating,30240.0,,Repsol SA,37.57512,-0.92928,https://www.gem.wiki/Repsol_Cartagena_Refinery_power_station,Murcia
Repsol Cartagena Refinery power station,oil_gas,Spain,MWh,operating,32400.0,2011.0,Repsol SA,37.57512,-0.92928,https://www.gem.wiki/Repsol_Cartagena_Refinery_power_station,Murcia
Rossello Mill power station,oil_gas,Spain,MWh,operating,16560.0,1998.0,Enel Green Power SpA,41.6942,0.59499,https://www.gem.wiki/Rossello_Mill_power_station,Cataluña
SAICA Mill Zaragoza power station,oil_gas,Spain,MWh,operating,36000.0,,Sociedad Anónima Industrias Celulosa Aragonesa,41.67343124,-0.8704411488,https://www.gem.wiki/SAICA_Mill_Zaragoza_power_station,Aragón
SAICA Mill Zaragoza power station,oil_gas,Spain,MWh,operating,29520.0,,Sociedad Anónima Industrias Celulosa Aragonesa,41.67343124,-0.8704411488,https://www.gem.wiki/SAICA_Mill_Zaragoza_power_station,Aragón
Sabón 3 power station,oil_gas,Spain,MWh,operating,281520.0,2008.0,Naturgy Energy Group SA,43.329,-8.503,https://www.gem.wiki/Sabón_3_power_station,Galicia
Sagunto power station,oil_gas,Spain,MWh,operating,294984.0,2007.0,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station,Valencia
Sagunto power station,oil_gas,Spain,MWh,operating,296496.0,2007.0,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station,Valencia
Sagunto power station,oil_gas,Spain,MWh,operating,295632.0,2007.0,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station,Valencia
San Roque 1 power station,oil_gas,Spain,MWh,operating,280800.0,2002.0,Endesa SA,36.19564,-5.41363,https://www.gem.wiki/San_Roque_1_power_station,Andalucía
San Roque 2 power station,oil_gas,Spain,MWh,operating,289440.0,2002.0,Endesa SA,36.19564,-5.41363,https://www.gem.wiki/San_Roque_2_power_station,Andalucía
San Roque Refinery power station,oil_gas,Spain,MWh,operating,25920.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station,Andalucía
San Roque Refinery power station,oil_gas,Spain,MWh,operating,32400.0,2011.0,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station,Andalucía
San Roque Refinery power station,oil_gas,Spain,MWh,operating,29520.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station,Andalucía
San Roque Refinery power station,oil_gas,Spain,MWh,operating,53280.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station,Andalucía
Sant Joan Mill power station,oil_gas,Spain,MWh,operating,18000.0,2011.0,Torraspapel SA,42.21502,2.51511,https://www.gem.wiki/Sant_Joan_Mill_power_station,Cataluña
Santurce power station,oil_gas,Spain,MWh,operating,285120.0,2005.0,Iberdrola SA,43.34,-3.0539,https://www.gem.wiki/Santurce_power_station,País_Vasco
Smurfit Mengíbar power station,oil_gas,Spain,MWh,operating,18550.8,2009.0,Smurfit Kappa España SA,37.98124,-3.79338,https://www.gem.wiki/Smurfit_Mengíbar_power_station,Andalucía
Solvay Torrelavega power station,oil_gas,Spain,MWh,operating,28800.0,2001.0,Solvay SA,43.37658,-4.04467,https://www.gem.wiki/Solvay_Torrelavega_power_station,Cantabria
Son Reus power station,oil_gas,Spain,MWh,operating,167760.0,2001.0,Endesa SA,39.64832,2.68081,https://www.gem.wiki/Son_Reus_power_station,Baleares
Son Reus power station,oil_gas,Spain,MWh,operating,162720.0,2002.0,Endesa SA,39.64832,2.68081,https://www.gem.wiki/Son_Reus_power_station,Baleares
Soto de Ribera power station,oil_gas,Spain,MWh,operating,306720.0,2008.0,Energias de Portugal SA,43.3161,-5.8777,https://www.gem.wiki/Soto_de_Ribera_power_station,Asturias
Soto de Ribera power station,oil_gas,Spain,MWh,operating,308160.0,2011.0,Energias de Portugal SA,43.3161,-5.8777,https://www.gem.wiki/Soto_de_Ribera_power_station,Asturias
Tarragona Refinery power station,oil_gas,Spain,MWh,operating,61200.0,2000.0,Repsol SA,41.1765,1.224,https://www.gem.wiki/Tarragona_Refinery_power_station,Cataluña
Tarragona power Station,oil_gas,Spain,MWh,operating,300240.0,2004.0,Tarragona Power SL,41.11024,1.18055,https://www.gem.wiki/Tarragona_power_station,Cataluña
Torrelavega power station,oil_gas,Spain,MWh,retired,29880.0,2001.0,Sniace SA,43.35900352,-4.054891265,https://www.gem.wiki/Torrelavega_power_station,Cantabria
Torrelavega power station,oil_gas,Spain,MWh,retired,29880.0,2001.0,Sniace SA,43.35900352,-4.054891265,https://www.gem.wiki/Torrelavega_power_station,Cantabria
Tortosa Energia power station,oil_gas,Spain,MWh,operating,28800.0,2011.0,Tortosa Energia SA,40.77019,0.53888,https://www.gem.wiki/Tortosa_Energia_power_station,Cataluña
Vila Ibiza power station,oil_gas,Spain,MWh,operating,18000.0,2012.0,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station,Baleares
Vila Ibiza power station,oil_gas,Spain,MWh,operating,18000.0,2013.0,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station,Baleares
Vila Ibiza power station,oil_gas,Spain,MWh,operating,18000.0,2013.0,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station,Baleares
Zaragoza Mill power station,oil_gas,Spain,MWh,operating,30960.0,2011.0,Torraspapel SA,41.6936172,-0.8255305467,https://www.gem.wiki/Zaragoza_Mill_power_station,Aragón
Álabe Villarrubia power station,oil_gas,Spain,MWh,operating,17983.44,1996.0,FMC Foret SA,39.98555,-3.36898,https://www.gem.wiki/Álabe_Villarrubia_power_station,Castilla_la_Mancha
Abarloar solar farm,solar,Spain,MWh,pre-construction,63000.0,,,39.6111,-2.7904,https://gem.wiki/Abarloar_solar_farm,Castilla_la_Mancha
Abedul 2 New Energy solar farm,solar,Spain,MWh,pre-construction,38160.0,,Progressum Energy Developments,41.6142,-0.7043,https://gem.wiki/Abedul_2_New_Energy_solar_farm,Aragón
Abertura solar farm,solar,Spain,MWh,operating,16560.0,2008.0,LongSol,39.226,-5.7786,https://gem.wiki/Abertura_solar_farm,Extremadura
Abeto solar farm,solar,Spain,MWh,pre-construction,44352.0,,,40.4325,-3.6799,https://gem.wiki/Abeto_solar_farm,Madrid
Acampo de Orús solar farm,solar,Spain,MWh,pre-construction,186407.99999999997,,,41.3473,-0.7809,https://gem.wiki/Acampo_de_Orús_solar_farm,Aragón
Acequia solar farm,solar,Spain,MWh,pre-construction,36000.0,,,39.6111,-2.7904,https://gem.wiki/Acequia_solar_farm,Castilla_la_Mancha
Adolfo Suárez Madrid-Barajas Airport solar farm,solar,Spain,MWh,pre-construction,86400.0,2026.0,Aeropuertos Españoles y Navegación Aérea (AENA),40.4984,-3.5676,https://gem.wiki/Adolfo_Suárez_Madrid-Barajas_Airport_solar_farm,Madrid
Aeropuerto Sevilla solar farm,solar,Spain,MWh,pre-construction,36000.0,,Matrix Renewables,37.4201,-5.8933,https://gem.wiki/Aeropuerto_Sevilla_solar_farm,Andalucía
Agenor solar farm,solar,Spain,MWh,operating,36000.0,2022.0,NextEnergy Solar Fund,36.5207,-6.2794,https://gem.wiki/Agenor_solar_farm,Andalucía
Agripa solar farm,solar,Spain,MWh,operating,32615.999999999996,2022.0,Endesa,39.2774,-6.2734,https://gem.wiki/Agripa_solar_farm,Extremadura
Aguzadera solar farm,solar,Spain,MWh,pre-construction,265248.0,,,37.6087,-4.6016,https://gem.wiki/Aguzadera_solar_farm,Andalucía
Alarcos solar farm,solar,Spain,MWh,operating,36000.0,2020.0,RWE AG,38.936,-3.9897,https://gem.wiki/Alarcos_solar_farm,Castilla_la_Mancha
Alaudae solar farm,solar,Spain,MWh,operating,32615.999999999996,2022.0,Endesa,39.2774,-6.2734,https://gem.wiki/Alaudae_solar_farm,Extremadura
Albacete solar farm,solar,Spain,MWh,pre-construction,108432.0,,,39.6111,-2.7904,https://gem.wiki/Albacete_solar_farm,Castilla_la_Mancha
Albares solar farm,solar,Spain,MWh,pre-construction,72000.0,,Capital Energy,40.3068,-3.0381,https://gem.wiki/Albares_solar_farm,Castilla_la_Mancha
Albeniz solar farm,solar,Spain,MWh,operating,36000.0,2022.0,Aquila European Renewables Income Fund (AERIF),36.8476,-2.4499,https://gem.wiki/Albeniz_solar_farm,Andalucía
Alcal 1 solar farm,solar,Spain,MWh,pre-construction,41040.0,,,39.6111,-2.7904,https://gem.wiki/Alcal_1_solar_farm,Castilla_la_Mancha
Alcala de los Gazules solar farm,solar,Spain,MWh,announced,54000.0,,Euder Energy SL,36.4634,-5.7266,https://gem.wiki/Alcala_de_los_Gazules_solar_farm,Andalucía
Alcala de los Gazules solar farm,solar,Spain,MWh,announced,54000.0,,Euder Energy SL,36.4634,-5.7266,https://gem.wiki/Alcala_de_los_Gazules_solar_farm,Andalucía
Alcalá De Guadaira Solar Park,solar,Spain,MWh,operating,107280.0,2020.0,Amazon,37.3563,-5.8171,https://gem.wiki/Alcalá_De_Guadaira_Solar_Park,Andalucía
Alcarria solar farm,solar,Spain,MWh,construction,28800.0,,Iberdrola SA,39.6196,-2.7904,https://gem.wiki/Alcarria_solar_farm,Castilla_la_Mancha
Alcazar solar farm,solar,Spain,MWh,operating,32328.0,2019.0,Galp [75.01%]; Actividades de Construccion y Servicios [24.99%],39.3882,-3.2117,https://gem.wiki/Alcazar_solar_farm,Castilla_la_Mancha
Alcazar solar farm,solar,Spain,MWh,operating,32328.0,2019.0,Galp [75.01%]; Actividades de Construccion y Servicios [24.99%],39.3882,-3.2117,https://gem.wiki/Alcazar_solar_farm,Castilla_la_Mancha
Alconchel solar farm,solar,Spain,MWh,construction,14400.0,2023.0,CL Grupo Industrial; Senergy Group,39.6196,-2.7904,https://gem.wiki/Alconchel_solar_farm,Castilla_la_Mancha
Alcores Calaspasol solar farm,solar,Spain,MWh,operating,28728.0,,,37.4706,-5.647,https://gem.wiki/Alcores_Calaspasol_solar_farm,Andalucía
Alcores solar farm,solar,Spain,MWh,operating,28800.0,2019.0,X-Elio,37.3943,-5.9984,https://gem.wiki/Alcores_solar_farm,Andalucía
Alcántara solar farm,solar,Spain,MWh,pre-construction,72000.0,,,38.791,-5.6362,https://gem.wiki/Alcántara_solar_farm,Extremadura
Aldea de San Miguel solar farm,solar,Spain,MWh,pre-construction,49680.0,,BayWa r.e.,41.6737,-4.7669,https://gem.wiki/Aldea_de_San_Miguel_solar_farm,Castilla_León
Aldehuela solar farm,solar,Spain,MWh,pre-construction,93600.0,,,40.3051,-3.7307,https://gem.wiki/Aldehuela_solar_farm,Madrid
Alfacuarta solar farm,solar,Spain,MWh,pre-construction,72000.0,,,41.77,-4.2093,https://gem.wiki/Alfacuarta_solar_farm,Castilla_León
Alfajarín solar farm,solar,Spain,MWh,pre-construction,64800.0,,Enel Green Power,41.614,-0.7038,https://gem.wiki/Alfajarín_solar_farm,Aragón
Alfamén solar farm,solar,Spain,MWh,pre-construction,144000.0,,,41.3473,-0.7809,https://gem.wiki/Alfamén_solar_farm,Aragón
Algibicos solar farm,solar,Spain,MWh,operating,35280.0,2020.0,Elektrizitätswerke Des Kantons Zürich (EKZ),37.8628,-1.0829,https://gem.wiki/Algibicos_solar_farm,Murcia
Algiedi solar farm,solar,Spain,MWh,operating,14832.000000000002,2022.0,Solaria Energía y Medio Ambiente SA,41.9829,-4.4281,https://gem.wiki/Algiedi_solar_farm,Castilla_León
Alhendín solar farm,solar,Spain,MWh,pre-construction,40320.0,2024.0,BayWa r.e.,37.1774,-3.5937,https://gem.wiki/Alhendín_solar_farm,Andalucía
Aliaga solar farm,solar,Spain,MWh,pre-construction,57600.0,,,37.6087,-4.6016,https://gem.wiki/Aliaga_solar_farm,Andalucía
Aliaga solar farm,solar,Spain,MWh,pre-construction,57600.0,,,37.6087,-4.6016,https://gem.wiki/Aliaga_solar_farm,Andalucía
Alicante solar farm,solar,Spain,MWh,cancelled,50400.0,,BayWa r.e.,37.9774,-0.6872,https://gem.wiki/Alicante_solar_farm,Valencia
Aljarafe solar farm,solar,Spain,MWh,pre-construction,50111.99999999999,,Enel Green Power,37.4193,-6.1095,https://gem.wiki/Aljarafe_solar_farm,Andalucía
Allives solar farm,solar,Spain,MWh,pre-construction,86400.0,,,37.2841,-5.9294,https://gem.wiki/Allives_solar_farm,Andalucía
Almagro solar farm,solar,Spain,MWh,pre-construction,72000.0,,,38.8568,-4.0803,https://gem.wiki/Almagro_solar_farm,Castilla_la_Mancha
Almansa (Akuo) solar farm,solar,Spain,MWh,pre-construction,72000.0,,Akuo Energy,38.8054,-0.8808,https://gem.wiki/Almansa_(Akuo)_solar_farm,Valencia
Almansa (X-Elio) solar farm,solar,Spain,MWh,operating,36000.0,2019.0,X-Elio,38.8793,-1.0903,https://gem.wiki/Almansa_(X-Elio)_solar_farm,Castilla_la_Mancha
Almaraz solar farm,solar,Spain,MWh,operating,30672.0,2022.0,Iberdrola SA,39.7867,-5.7003,https://gem.wiki/Almaraz_solar_farm,Extremadura
Almaraz solar farm,solar,Spain,MWh,operating,30672.0,2022.0,Iberdrola SA,39.7867,-5.7003,https://gem.wiki/Almaraz_solar_farm,Extremadura
Almenara solar farm,solar,Spain,MWh,construction,36000.0,,ib vogt GMBH; Ignis Energia,41.35,1.3064,https://gem.wiki/Almenara_solar_farm,Cataluña
Almeria (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm,Andalucía
Almeria (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm,Andalucía
Almeria (Euder Energy) solar farm,solar,Spain,MWh,announced,36000.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm,Andalucía
Aluvión solar farm,solar,Spain,MWh,pre-construction,36000.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Aluvión_solar_farm,Madrid
Alvarado solar farm (Spain),solar,Spain,MWh,operating,36000.0,2020.0,Bruc Iberia Energy Investment Partners,38.8098,-6.7908,https://gem.wiki/Alvarado_solar_farm_(Spain),Extremadura
Alvarado solar farm (Spain),solar,Spain,MWh,operating,36000.0,2020.0,Bruc Iberia Energy Investment Partners,38.8098,-6.7908,https://gem.wiki/Alvarado_solar_farm_(Spain),Extremadura
Alya solar farm,solar,Spain,MWh,pre-construction,33984.0,,,41.3473,-0.7809,https://gem.wiki/Alya_solar_farm,Aragón
Amaltea solar farm,solar,Spain,MWh,pre-construction,40968.0,,,41.3473,-0.7809,https://gem.wiki/Amaltea_solar_farm,Aragón
Amazon 1 solar farm,solar,Spain,MWh,operating,79920.0,2022.0,Amazon,39.5151,-6.3943,https://gem.wiki/Amazon_1_solar_farm,Extremadura
Amazon Alamo solar farm,solar,Spain,MWh,operating,72000.0,2022.0,Amazon,39.9144,-4.0319,https://gem.wiki/Amazon_Alamo_solar_farm,Castilla_la_Mancha
Amazon Andalucia 2 solar farm,solar,Spain,MWh,construction,42480.0,2023.0,Amazon,37.5306,-4.7529,https://gem.wiki/Amazon_Andalucia_2_solar_farm,Andalucía
Amazon Antilia solar farm,solar,Spain,MWh,pre-construction,28800.0,2024.0,Amazon,41.2244,-3.9954,https://gem.wiki/Amazon_Antilia_solar_farm,Castilla_León
Amazon Arco solar farm,solar,Spain,MWh,construction,99000.0,2023.0,Amazon,36.6902,-6.1323,https://gem.wiki/Amazon_Arco_solar_farm,Andalucía
Amazon Armada solar farm,solar,Spain,MWh,pre-construction,53280.0,2024.0,Amazon,40.3485,-3.1543,https://gem.wiki/Amazon_Armada_solar_farm,Madrid
Amazon Arroyadas solar farm,solar,Spain,MWh,announced,15047.999999999998,,Amazon,41.5209,-4.7769,https://gem.wiki/Amazon_Arroyadas_solar_farm,Castilla_León
Amazon Cabrera solar farm,solar,Spain,MWh,operating,107280.0,2020.0,Amazon,37.3817,-5.9804,https://gem.wiki/Amazon_Cabrera_solar_farm,Andalucía
Amazon Cuenca 3 solar farm,solar,Spain,MWh,construction,109440.0,2023.0,Amazon,40.0082,-2.591,https://gem.wiki/Amazon_Cuenca_3_solar_farm,Castilla_la_Mancha
Amazon Cáceres 3 solar farm,solar,Spain,MWh,construction,262080.0,2023.0,Amazon,39.275,-5.7165,https://gem.wiki/Amazon_Cáceres_3_solar_farm,Extremadura
Amazon Hijar 1 solar farm,solar,Spain,MWh,operating,35280.0,2021.0,Amazon,41.1757,-0.4536,https://gem.wiki/Amazon_Hijar_1_solar_farm,Aragón
Amazon Palencia solar farm,solar,Spain,MWh,construction,20592.0,2023.0,Amazon,42.1525,-4.694,https://gem.wiki/Amazon_Palencia_solar_farm,Castilla_León
Amazon Solar Farm - Andalucia,solar,Spain,MWh,construction,61200.0,,Amazon,38.7986,-6.2371,https://gem.wiki/Amazon_Solar_Farm_-_Andalucia,Extremadura
Amazon Solar Farm - Extremadura,solar,Spain,MWh,construction,61200.0,,Amazon,37.3943,-5.9984,https://gem.wiki/Amazon_Solar_Farm_-_Extremadura,Andalucía
Amazon Villanueva solar farm,solar,Spain,MWh,pre-construction,28800.0,2024.0,Amazon,39.9467,-2.5984,https://gem.wiki/Amazon_Villanueva_solar_farm,Castilla_la_Mancha
Amazon Zaragoza solar farm,solar,Spain,MWh,operating,36000.0,2021.0,Amazon,41.6517,-0.7839,https://gem.wiki/Amazon_Zaragoza_solar_farm,Aragón
Amazon Zaratan solar farm,solar,Spain,MWh,announced,15047.999999999998,,Amazon,41.6467,-4.8229,https://gem.wiki/Amazon_Zaratan_solar_farm,Castilla_León
Amper de Calanda solar farm,solar,Spain,MWh,pre-construction,57311.99999999999,,,41.3473,-0.7809,https://gem.wiki/Amper_de_Calanda_solar_farm,Aragón
Anclote solar farm,solar,Spain,MWh,pre-construction,45000.0,,Tejo Solar,36.4327,-5.4519,https://gem.wiki/Anclote_solar_farm,Andalucía
Andasol 1 solar farm,solar,Spain,MWh,operating,36000.0,2008.0,Cobra Group [75%]; Solar Millennium [25%],37.2282,-3.0685,https://gem.wiki/Andasol_1_solar_farm,Andalucía
Andasol 2 solar farm,solar,Spain,MWh,operating,36000.0,2009.0,Cobra Group [75%]; Solar Millennium [25%],37.2164,-3.0565,https://gem.wiki/Andasol_2_solar_farm,Andalucía
Andasol 3 solar farm,solar,Spain,MWh,operating,36000.0,2011.0,Ferrostaal; Solar Millennium; RWE Renewables,37.2262,-3.0508,https://gem.wiki/Andasol_3_solar_farm,Andalucía
Andrea solar farm,solar,Spain,MWh,construction,180000.0,,Endesa,37.2453,-1.9188,https://gem.wiki/Andrea_solar_farm,Andalucía
