,class,type,date,value,percentage,aacc,comunidad
943,Otras renovables,Renovable,2019-01-01,4074.71,0.007408743992133292,10,País_Vasco
944,Cogeneración,No-Renovable,2019-01-01,194916.343,0.3544019783419782,10,País_Vasco
945,Residuos no renovables,Renovable,2019-01-01,52593.2605,0.09562643789523086,10,País_Vasco
946,Residuos renovables,Renovable,2019-01-01,29898.2365,0.05436175336275595,10,País_Vasco
947,Generación total,Generación total,2019-01-01,549986.611,1.0,10,País_Vasco
948,Hidráulica,Renovable,2019-01-01,171819.515,0.13569201860065633,11,Asturias
949,Turbinación bombeo,No-Renovable,2019-01-01,145.615,0.00011499737552241705,11,Asturias
950,Carbón,No-Renovable,2019-01-01,735444.129,0.5808065424466567,11,Asturias
951,Ciclo combinado,No-Renovable,2019-01-01,100421.597,0.07930652817889522,11,Asturias
952,Eólica,Renovable,2019-01-01,135979.771,0.10738809043806803,11,Asturias
953,Solar fotovoltaica,Renovable,2019-01-01,21.001,1.6585241103912925e-05,11,Asturias
954,Otras renovables,Renovable,2019-01-01,21962.368,0.01734446781071672,11,Asturias
955,Cogeneración,No-Renovable,2019-01-01,30801.631,0.024325150065652043,11,Asturias
956,Residuos no renovables,Renovable,2019-01-01,69650.662,0.05500561984272872,11,Asturias
957,Generación total,Generación total,2019-01-01,1266246.2889999999,1.0,11,Asturias
958,Hidráulica,Renovable,2019-01-01,7255.261,0.061007514930495055,13,Madrid
959,Solar fotovoltaica,Renovable,2019-01-01,5146.445,0.04327505518774191,13,Madrid
960,Otras renovables,Renovable,2019-01-01,13467.019,0.11324049716636804,13,Madrid
961,Cogeneración,No-Renovable,2019-01-01,77809.264,0.6542769219757678,13,Madrid
962,Residuos no renovables,Renovable,2019-01-01,7623.0325,0.06410000536981358,13,Madrid
963,Residuos renovables,Renovable,2019-01-01,7623.0325,0.06410000536981358,13,Madrid
964,Generación total,Generación total,2019-01-01,118924.054,1.0,13,Madrid
965,Hidráulica,Renovable,2019-01-01,34583.391,0.05484022864648786,14,Navarra
966,Ciclo combinado,No-Renovable,2019-01-01,128532.554,0.20381907170054686,14,Navarra
967,Eólica,Renovable,2019-01-01,353912.097,0.5612121818892193,14,Navarra
968,Solar fotovoltaica,Renovable,2019-01-01,15493.086,0.024567989260500796,14,Navarra
969,Otras renovables,Renovable,2019-01-01,27721.636,0.04395927677233007,14,Navarra
970,Cogeneración,No-Renovable,2019-01-01,70378.075,0.1116012517309153,14,Navarra
971,Generación total,Generación total,2019-01-01,630620.8389999999,1.0,14,Navarra
972,Hidráulica,Renovable,2019-01-01,18320.701,0.009996095353727594,15,Valenciana
973,Turbinación bombeo,No-Renovable,2019-01-01,92431.485,0.050432237158755104,15,Valenciana
974,Nuclear,No-Renovable,2019-01-01,657933.802,0.35898020611943454,15,Valenciana
975,Fuel + Gas,No-Renovable,2019-04-01,0.001,5.901765009286885e-10,15,Valenciana
976,Ciclo combinado,No-Renovable,2019-01-01,524254.1,0.2860422193005956,15,Valenciana
977,Eólica,Renovable,2019-01-01,358037.294,0.19535141865011607,15,Valenciana
978,Solar fotovoltaica,Renovable,2019-01-01,35173.584,0.01919132349773883,15,Valenciana
979,Solar térmica,Renovable,2019-01-01,1424.297,0.0007771213898435518,15,Valenciana
980,Otras renovables,Renovable,2019-01-01,2667.557,0.0014554658216136772,15,Valenciana
981,Cogeneración,No-Renovable,2019-01-01,138139.408,0.07537128052444501,15,Valenciana
982,Residuos no renovables,Renovable,2019-01-01,4403.51,0.0024026321837299237,15,Valenciana
983,Generación total,Generación total,2019-01-01,1832785.7380000001,1.0,15,Valenciana
984,Hidráulica,Renovable,2019-01-01,174997.102,0.09565393379870844,16,Extremadura
985,Turbinación bombeo,No-Renovable,2019-01-01,791.34,0.00043254878570657667,16,Extremadura
986,Nuclear,No-Renovable,2019-01-01,1498287.393,0.8189683226952035,16,Extremadura
987,Eólica,Renovable,2019-03-01,5127.092,0.0027749301953045257,16,Extremadura
988,Solar fotovoltaica,Renovable,2019-01-01,68011.337,0.03717519806104932,16,Extremadura
989,Solar térmica,Renovable,2019-01-01,58709.926,0.03209101928402832,16,Extremadura
990,Otras renovables,Renovable,2019-01-01,23179.192,0.01266981493828139,16,Extremadura
991,Cogeneración,No-Renovable,2019-01-01,5505.207,0.00300916243702245,16,Extremadura
992,Generación total,Generación total,2019-01-01,1829481.497,1.0,16,Extremadura
993,Hidráulica,Renovable,2019-01-01,682471.103,0.23161601559153677,17,Galicia
994,Turbinación bombeo,No-Renovable,2019-01-01,8865.034,0.0030086018941134617,17,Galicia
995,Carbón,No-Renovable,2019-01-01,956396.692,0.3245804696377983,17,Galicia
996,Ciclo combinado,No-Renovable,2019-01-01,175087.11,0.05942079982782379,17,Galicia
997,Eólica,Renovable,2019-01-01,849921.958,0.2884452346925485,17,Galicia
998,Solar fotovoltaica,Renovable,2019-01-01,1002.144,0.0003401061221620178,17,Galicia
999,Otras renovables,Renovable,2019-01-01,22890.776,0.007768637100695495,17,Galicia
1000,Cogeneración,No-Renovable,2019-01-01,227128.678,0.07708258883590144,17,Galicia
1001,Residuos no renovables,Renovable,2019-01-01,11399.5825,0.003868773148710166,17,Galicia
1002,Residuos renovables,Renovable,2019-01-01,11399.5825,0.003868773148710166,17,Galicia
1003,Generación total,Generación total,2019-01-01,2946562.6599999997,1.0,17,Galicia
1004,Hidráulica,Renovable,2019-01-01,8005.688,0.03355031234919504,20,La_Rioja
1005,Ciclo combinado,No-Renovable,2019-01-01,50425.744,0.21132468085697914,20,La_Rioja
1006,Eólica,Renovable,2019-01-01,167080.341,0.7002018599725617,20,La_Rioja
1007,Solar fotovoltaica,Renovable,2019-01-01,5848.36,0.024509361934981513,20,La_Rioja
1008,Otras renovables,Renovable,2019-01-01,653.245,0.002737625272250169,20,La_Rioja
1009,Cogeneración,No-Renovable,2019-01-01,6604.013,0.027676159614032494,20,La_Rioja
1010,Generación total,Generación total,2019-01-01,238617.39099999997,1.0,20,La_Rioja
1011,Hidráulica,Renovable,2019-01-01,4832.856,0.007836231190573487,21,Murcia
1012,Ciclo combinado,No-Renovable,2019-01-01,331634.281,0.5377281873566299,21,Murcia
1013,Eólica,Renovable,2019-01-01,68802.536,0.11155982685885016,21,Murcia
1014,Solar fotovoltaica,Renovable,2019-01-01,50742.54,0.08227645819302765,21,Murcia
1015,Solar térmica,Renovable,2019-01-01,1619.054,0.0026252140461091263,21,Murcia
1016,Otras renovables,Renovable,2019-01-01,3776.287,0.00612305807869243,21,Murcia
1017,Cogeneración,No-Renovable,2019-01-01,155324.633,0.2518510242761175,21,Murcia
1018,Generación total,Generación total,2019-01-01,616732.1869999999,1.0,21,Murcia
1019,Hidráulica,Renovable,2020-01-01,304.314,0.0004020247141639344,8742,Canarias
1020,Motores diésel,No-Renovable,2020-01-01,175823.59,0.2322779382908009,8742,Canarias
1021,Turbina de gas,No-Renovable,2020-01-01,17105.09,0.022597280828349574,8742,Canarias
1022,Turbina de vapor,No-Renovable,2020-01-01,146918.518,0.19409187616849324,8742,Canarias
1023,Ciclo combinado,No-Renovable,2020-01-01,336411.696,0.44442850452428867,8742,Canarias
1024,Hidroeólica,Renovable,2020-01-01,824.55,0.0010893007816395962,8742,Canarias
1025,Eólica,Renovable,2020-01-01,60189.521,0.07951548392676355,8742,Canarias
1026,Solar fotovoltaica,Renovable,2020-01-01,18499.905,0.024439950247720905,8742,Canarias
1027,Otras renovables,Renovable,2020-01-01,876.28,0.001157640517779571,8742,Canarias
1028,Generación total,Generación total,2020-01-01,756953.464,1.0,8742,Canarias
1029,Carbón,No-Renovable,2020-01-01,-3177.348,0.009726689302543726,8743,Baleares
1030,Motores diésel,No-Renovable,2020-01-01,25163.324,0.07703148486323873,8743,Baleares
1031,Turbina de gas,No-Renovable,2020-01-01,21825.088,0.06681227551299872,8743,Baleares
1032,Ciclo combinado,No-Renovable,2020-01-01,247428.456,0.7574429102887412,8743,Baleares
1033,Eólica,Renovable,2020-01-01,370.826,0.0011351949132751844,8743,Baleares
1034,Solar fotovoltaica,Renovable,2020-01-01,5934.386,0.018166700286957948,8743,Baleares
1035,Otras renovables,Renovable,2020-01-01,201.474,0.0006167643583707843,8743,Baleares
1036,Cogeneración,No-Renovable,2020-01-01,4038.097,0.012361666047450239,8743,Baleares
1037,Residuos no renovables,No-Renovable,2020-01-01,9261.923,0.02835315721321168,8743,Baleares
1038,Residuos renovables,Renovable,2020-01-01,9261.923,0.02835315721321168,8743,Baleares
1039,Generación total,Generación total,2020-01-01,320308.14900000003,1.0,8743,Baleares
1040,Motores diésel,No-Renovable,2020-01-01,17833.799,0.9999263251093504,8744,Ceuta
1041,Turbina de gas,No-Renovable,2020-01-01,1.314,7.36748906496976e-05,8744,Ceuta
1042,Generación total,Generación total,2020-01-01,17835.112999999998,1.0,8744,Ceuta
1043,Motores diésel,No-Renovable,2020-01-01,17598.248,0.9879599481583774,8745,Melilla
1044,Turbina de gas,No-Renovable,2020-01-01,0.797,4.4743322101281155e-05,8745,Melilla
1045,Solar fotovoltaica,Renovable,2020-01-01,4.709,0.0002643617362295269,8745,Melilla
1046,Residuos no renovables,No-Renovable,2020-01-01,104.48,0.005865473391645991,8745,Melilla
1047,Residuos renovables,Renovable,2020-01-01,104.48,0.005865473391645991,8745,Melilla
1048,Generación total,Generación total,2020-01-01,17812.713999999996,1.0,8745,Melilla
1049,Hidráulica,Renovable,2020-01-01,43652.072,0.022838228645924944,4,Andalucía
1050,Turbinación bombeo,No-Renovable,2020-01-01,12735.544,0.006663080410071658,4,Andalucía
1051,Carbón,No-Renovable,2020-01-01,84218.916,0.044062303844819704,4,Andalucía
1052,Ciclo combinado,No-Renovable,2020-01-01,671794.101,0.3514744335989732,4,Andalucía
1053,Eólica,Renovable,2020-01-01,353679.441,0.18504074539510795,4,Andalucía
1054,Solar fotovoltaica,Renovable,2020-01-01,150462.326,0.07872004343312036,4,Andalucía
1055,Solar térmica,Renovable,2020-01-01,44447.639,0.023254459542115913,4,Andalucía
1056,Otras renovables,Renovable,2020-01-01,150126.992,0.07854460079743626,4,Andalucía
1057,Cogeneración,No-Renovable,2020-01-01,400241.605,0.20940149848103376,4,Andalucía
1058,Residuos no renovables,Renovable,2020-01-01,1.158,6.058513962860934e-07,4,Andalucía
1059,Generación total,Generación total,2020-01-01,1911359.794,1.0,4,Andalucía
1060,Hidráulica,Renovable,2020-01-01,287280.183,0.22778952905089606,5,Aragón
1061,Turbinación bombeo,No-Renovable,2020-01-01,20015.774,0.01587086058438347,5,Aragón
1062,Carbón,No-Renovable,2020-01-01,113740.968,0.09018722163134042,5,Aragón
1063,Ciclo combinado,No-Renovable,2020-01-01,100164.878,0.07942250018359413,5,Aragón
1064,Eólica,Renovable,2020-01-01,394171.704,0.31254570322850705,5,Aragón
1065,Solar fotovoltaica,Renovable,2020-01-01,38977.426,0.030905889224374903,5,Aragón
1066,Otras renovables,Renovable,2020-01-01,4165.463,0.0033028691542184535,5,Aragón
1067,Cogeneración,No-Renovable,2020-01-01,273890.315,0.21717246631471118,5,Aragón
1068,Residuos no renovables,Renovable,2020-01-01,28758.296,0.022802960627974354,5,Aragón
1069,Generación total,Generación total,2020-01-01,1261165.007,1.0,5,Aragón
1070,Hidráulica,Renovable,2020-01-01,17217.348,0.09120611748496277,6,Cantabria
1071,Turbinación bombeo,No-Renovable,2020-01-01,24770.6,0.13121824881352334,6,Cantabria
1072,Eólica,Renovable,2020-01-01,7950.637,0.042117214120449435,6,Cantabria
1073,Solar fotovoltaica,Renovable,2020-01-01,96.596,0.0005117016932327477,6,Cantabria
1074,Otras renovables,Renovable,2020-01-01,6517.083,0.03452319356948896,6,Cantabria
1075,Cogeneración,No-Renovable,2020-01-01,125140.589,0.6629120386293778,6,Cantabria
1076,Residuos no renovables,Renovable,2020-01-01,3540.5975,0.01875574284448252,6,Cantabria
1077,Residuos renovables,Renovable,2020-01-01,3540.5975,0.01875574284448252,6,Cantabria
1078,Generación total,Generación total,2020-01-01,188774.048,1.0,6,Cantabria
1079,Hidráulica,Renovable,2020-01-01,42837.007,0.02341793078626657,7,Castilla_la_Mancha
1080,Turbinación bombeo,No-Renovable,2020-01-01,7104.975,0.003884113864167829,7,Castilla_la_Mancha
1081,Nuclear,No-Renovable,2020-01-01,736296.024,0.40251480053765826,7,Castilla_la_Mancha
1082,Ciclo combinado,No-Renovable,2020-01-01,178484.577,0.09757309773304344,7,Castilla_la_Mancha
1083,Eólica,Renovable,2020-01-01,609470.64,0.3331825041787254,7,Castilla_la_Mancha
1084,Solar fotovoltaica,Renovable,2020-01-01,124733.244,0.06818857523679234,7,Castilla_la_Mancha
1085,Solar térmica,Renovable,2020-01-01,9914.829,0.005420191454544632,7,Castilla_la_Mancha
1086,Otras renovables,Renovable,2020-01-01,22558.459,0.01233215083179906,7,Castilla_la_Mancha
1087,Cogeneración,No-Renovable,2020-01-01,97839.873,0.053486635377002684,7,Castilla_la_Mancha
1088,Generación total,Generación total,2020-01-01,1829239.6279999996,1.0,7,Castilla_la_Mancha
1089,Hidráulica,Renovable,2020-01-01,1150910.25,0.3962133862097128,8,Castilla_León
1090,Turbinación bombeo,No-Renovable,2020-01-01,40238.554,0.013852560385592518,8,Castilla_León
1091,Carbón,No-Renovable,2020-01-01,132263.414,0.04553312053011704,8,Castilla_León
1092,Eólica,Renovable,2020-01-01,1264624.624,0.43536079773312025,8,Castilla_León
1093,Solar fotovoltaica,Renovable,2020-01-01,38982.897,0.01342028679007286,8,Castilla_León
1094,Otras renovables,Renovable,2020-01-01,21746.972,0.007486631921062316,8,Castilla_León
1095,Cogeneración,No-Renovable,2020-01-01,256007.055,0.08813321643032215,8,Castilla_León
1096,Generación total,Generación total,2020-01-01,2904773.7660000003,1.0,8,Castilla_León
1097,Hidráulica,Renovable,2020-01-01,434119.206,0.10844167845750383,9,Cataluña
1098,Turbinación bombeo,No-Renovable,2020-01-01,17582.049,0.0043919432218856415,9,Cataluña
1099,Nuclear,No-Renovable,2020-01-01,2266619.444,0.5661947537326282,9,Cataluña
1100,Ciclo combinado,No-Renovable,2020-01-01,582992.295,0.14562973055283857,9,Cataluña
1101,Eólica,Renovable,2020-01-01,178517.73,0.04459319469874706,9,Cataluña
1102,Solar fotovoltaica,Renovable,2020-01-01,16434.865,0.004105380091896887,9,Cataluña
1103,Solar térmica,Renovable,2020-01-01,31.505,7.86985471406132e-06,9,Cataluña
1104,Otras renovables,Renovable,2020-01-01,13158.289,0.003286901213002102,9,Cataluña
1105,Cogeneración,No-Renovable,2020-01-01,469658.592,0.11731931072053968,9,Cataluña
1106,Residuos no renovables,Renovable,2020-01-01,12329.783,0.0030799428936963383,9,Cataluña
1107,Residuos renovables,Renovable,2020-01-01,11806.765,0.002949294562547666,9,Cataluña
1108,Generación total,Generación total,2020-01-01,4003250.523,1.0,9,Cataluña
1109,Hidráulica,Renovable,2020-01-01,28102.136,0.047896294712373166,10,País_Vasco
1110,Ciclo combinado,No-Renovable,2020-01-01,274425.896,0.46772186966581725,10,País_Vasco
1111,Eólica,Renovable,2020-01-01,35451.032,0.06042149523900148,10,País_Vasco
1112,Solar fotovoltaica,Renovable,2020-01-01,1749.26,0.002981377376031697,10,País_Vasco
1113,Otras renovables,Renovable,2020-01-01,5307.337,0.009045638989501812,10,País_Vasco
1114,Cogeneración,No-Renovable,2020-01-01,190869.204,0.3253107751773771,10,País_Vasco
1115,Residuos no renovables,Renovable,2020-01-01,35082.536,0.05979344358426852,10,País_Vasco
1116,Residuos renovables,Renovable,2020-01-01,15741.409,0.02682910525562909,10,País_Vasco
1117,Generación total,Generación total,2020-01-01,586728.8099999999,1.0,10,País_Vasco
1118,Hidráulica,Renovable,2020-01-01,190280.637,0.18319792969163312,11,Asturias
1119,Turbinación bombeo,No-Renovable,2020-01-01,598.49,0.0005762127490730731,11,Asturias
1120,Carbón,No-Renovable,2020-01-01,424169.729,0.4083811018073325,11,Asturias
1121,Ciclo combinado,No-Renovable,2020-01-01,187603.384,0.18062033054863302,11,Asturias
1122,Eólica,Renovable,2020-01-01,141669.013,0.13639574836538446,11,Asturias
1123,Solar fotovoltaica,Renovable,2020-01-01,25.78,2.4820405806452616e-05,11,Asturias
1124,Otras renovables,Renovable,2020-01-01,22538.898,0.021699945492251484,11,Asturias
1125,Cogeneración,No-Renovable,2020-01-01,23499.126,0.022624431474668798,11,Asturias
1126,Residuos no renovables,Renovable,2020-01-01,48276.446,0.04647947946521708,11,Asturias
1127,Generación total,Generación total,2020-01-01,1038661.503,1.0,11,Asturias
1128,Hidráulica,Renovable,2020-01-01,12505.179,0.12029952797276562,13,Madrid
1129,Solar fotovoltaica,Renovable,2020-01-01,3726.171,0.03584567741459822,13,Madrid
1130,Otras renovables,Renovable,2020-01-01,15361.26,0.14777496004390867,13,Madrid
1131,Cogeneración,No-Renovable,2020-01-01,56044.185,0.5391437420542602,13,Madrid
1132,Residuos no renovables,Renovable,2020-01-01,8156.7815,0.07846804625723368,13,Madrid
1133,Residuos renovables,Renovable,2020-01-01,8156.7815,0.07846804625723368,13,Madrid
1134,Generación total,Generación total,2020-01-01,103950.358,1.0,13,Madrid
1135,Hidráulica,Renovable,2020-01-01,68693.358,0.11810475937108103,14,Navarra
1136,Ciclo combinado,No-Renovable,2020-01-01,224445.342,0.3858897552929351,14,Navarra
1137,Eólica,Renovable,2020-01-01,172277.467,0.2961973235475598,14,Navarra
1138,Solar fotovoltaica,Renovable,2020-01-01,11659.481,0.020046191334782196,14,Navarra
1139,Otras renovables,Renovable,2020-01-01,22721.898,0.03906584819662256,14,Navarra
1140,Cogeneración,No-Renovable,2020-01-01,81833.189,0.1406961222570193,14,Navarra
1141,Generación total,Generación total,2020-01-01,581630.735,1.0,14,Navarra
1142,Hidráulica,Renovable,2020-01-01,32249.567,0.01982613324768296,15,Valenciana
1143,Turbinación bombeo,No-Renovable,2020-01-01,108158.592,0.06649288211757312,15,Valenciana
1144,Nuclear,No-Renovable,2020-01-01,787465.658,0.4841118971762424,15,Valenciana
1145,Fuel + Gas,No-Renovable,2020-03-01,0.001,6.637874342400806e-10,15,Valenciana
1146,Ciclo combinado,No-Renovable,2020-01-01,347766.13,0.21379690562701306,15,Valenciana
1147,Eólica,Renovable,2020-01-01,191255.545,0.11757856840459982,15,Valenciana
1148,Solar fotovoltaica,Renovable,2020-01-01,28692.071,0.01763908404717434,15,Valenciana
1149,Solar térmica,Renovable,2020-01-01,1315.325,0.0008086250805788677,15,Valenciana
1150,Otras renovables,Renovable,2020-01-01,2804.021,0.0017238338107082563,15,Valenciana
1151,Cogeneración,No-Renovable,2020-01-01,121019.97,0.07439969816805896,15,Valenciana
1152,Residuos no renovables,Renovable,2020-01-01,5892.22,0.0036223723203682857,15,Valenciana
1153,Generación total,Generación total,2020-01-01,1626619.099,1.0,15,Valenciana
1154,Hidráulica,Renovable,2020-01-01,90353.729,0.05233743782688468,16,Extremadura
1155,Turbinación bombeo,No-Renovable,2020-01-01,2.572,1.4898321472791388e-06,16,Extremadura
1156,Nuclear,No-Renovable,2020-01-01,1498764.898,0.8681602357130402,16,Extremadura
1157,Eólica,Renovable,2020-01-01,8964.814,0.005192872508389614,16,Extremadura
1158,Solar fotovoltaica,Renovable,2020-01-01,76825.802,0.044501380077800134,16,Extremadura
1159,Solar térmica,Renovable,2020-01-01,29216.231,0.016923514839087613,16,Extremadura
1160,Otras renovables,Renovable,2020-01-01,18707.784,0.01083649222688737,16,Extremadura
1161,Cogeneración,No-Renovable,2020-01-01,3533.147,0.00204657697576316,16,Extremadura
1162,Generación total,Generación total,2020-01-01,1726368.977,1.0,16,Extremadura
1163,Hidráulica,Renovable,2020-01-01,1309799.276,0.4409376880620226,17,Galicia
1164,Turbinación bombeo,No-Renovable,2020-01-01,2571.737,0.0008657630125942762,17,Galicia
1165,Carbón,No-Renovable,2020-01-01,114671.325,0.03860355541417234,17,Galicia
1166,Ciclo combinado,No-Renovable,2020-01-01,215286.328,0.07247511697332949,17,Galicia
1167,Eólica,Renovable,2020-01-01,1098630.429,0.36984870145694604,17,Galicia
1168,Solar fotovoltaica,Renovable,2020-01-01,916.054,0.000308385216193972,17,Galicia
1169,Otras renovables,Renovable,2020-01-01,24905.211,0.008384220666676299,17,Galicia
1170,Cogeneración,No-Renovable,2020-01-01,171828.18,0.05784513842799304,17,Galicia
1171,Residuos no renovables,Renovable,2020-01-01,15938.783,0.005365715385036041,17,Galicia
1172,Residuos renovables,Renovable,2020-01-01,15938.783,0.005365715385036041,17,Galicia
1173,Generación total,Generación total,2020-01-01,2970486.1059999997,1.0,17,Galicia
1174,Hidráulica,Renovable,2020-01-01,17105.815,0.09406489927957694,20,La_Rioja
1175,Ciclo combinado,No-Renovable,2020-01-01,83513.99,0.45924354132121714,20,La_Rioja
1176,Eólica,Renovable,2020-01-01,68197.721,0.3750193578593998,20,La_Rioja
1177,Solar fotovoltaica,Renovable,2020-01-01,6043.202,0.03323157578029097,20,La_Rioja
1178,Otras renovables,Renovable,2020-01-01,634.365,0.003488373972914405,20,La_Rioja
1179,Cogeneración,No-Renovable,2020-01-01,6356.109,0.03495225178660079,20,La_Rioja
1180,Generación total,Generación total,2020-01-01,181851.202,1.0,20,La_Rioja
1181,Hidráulica,Renovable,2020-01-01,3933.761,0.005497818678493197,21,Murcia
1182,Ciclo combinado,No-Renovable,2020-01-01,405801.27,0.5671472674527662,21,Murcia
1183,Eólica,Renovable,2020-01-01,41443.254,0.057921031790883565,21,Murcia
1184,Solar fotovoltaica,Renovable,2020-01-01,101580.22,0.14196836840912508,21,Murcia
1185,Solar térmica,Renovable,2020-01-01,1042.322,0.001456747718177181,21,Murcia
1186,Otras renovables,Renovable,2020-01-01,2979.963,0.004164791974555299,21,Murcia
1187,Cogeneración,No-Renovable,2020-01-01,158732.258,0.22184397397599936,21,Murcia
1188,Generación total,Generación total,2020-01-01,715513.0480000001,1.0,21,Murcia
1189,Hidráulica,Renovable,2021-01-01,297.621,0.00045918991925097876,8742,Canarias
1190,Motores diésel,No-Renovable,2021-01-01,141051.043,0.21762314166485677,8742,Canarias
1191,Turbina de gas,No-Renovable,2021-01-01,10157.844,0.015672212532462558,8742,Canarias
1192,Turbina de vapor,No-Renovable,2021-01-01,116282.053,0.17940785941653323,8742,Canarias
1193,Ciclo combinado,No-Renovable,2021-01-01,280660.149,0.4330215648636274,8742,Canarias
1194,Hidroeólica,Renovable,2021-01-01,993.17,0.0015323302189781452,8742,Canarias
1195,Eólica,Renovable,2021-01-01,81695.52,0.1260454041615569,8742,Canarias
1196,Solar fotovoltaica,Renovable,2021-01-01,16647.461,0.025684834982490544,8742,Canarias
1197,Otras renovables,Renovable,2021-01-01,358.723,0.0005534622402433594,8742,Canarias
1198,Generación total,Generación total,2021-01-01,648143.584,1.0,8742,Canarias
1199,Carbón,No-Renovable,2021-01-01,-632.692,0.0018946357374796058,8743,Baleares
1200,Motores diésel,No-Renovable,2021-01-01,27196.95,0.08144296659424485,8743,Baleares
1201,Turbina de gas,No-Renovable,2021-01-01,18542.487,0.055526636233666625,8743,Baleares
1202,Ciclo combinado,No-Renovable,2021-01-01,260272.045,0.7794009058497661,8743,Baleares
1203,Eólica,Renovable,2021-01-01,277.963,0.0008323775762883736,8743,Baleares
1204,Solar fotovoltaica,Renovable,2021-01-01,8589.705,0.02572240848217973,8743,Baleares
1205,Otras renovables,Renovable,2021-01-01,57.757,0.00017295694633346018,8743,Baleares
1206,Cogeneración,No-Renovable,2021-01-01,4065.943,0.012175720436413044,8743,Baleares
1207,Residuos no renovables,No-Renovable,2021-01-01,7151.5275,0.02141569607181406,8743,Baleares
1208,Residuos renovables,Renovable,2021-01-01,7151.5275,0.02141569607181406,8743,Baleares
1209,Generación total,Generación total,2021-01-01,332673.2130000001,1.0,8743,Baleares
1210,Motores diésel,No-Renovable,2021-01-01,18537.33,0.9999284737793289,8744,Ceuta
1211,Turbina de gas,No-Renovable,2021-01-01,1.326,7.152622067101304e-05,8744,Ceuta
1212,Generación total,Generación total,2021-01-01,18538.656000000003,1.0,8744,Ceuta
1213,Motores diésel,No-Renovable,2021-01-01,16974.65,0.926498372522248,8745,Melilla
1214,Turbina de gas,No-Renovable,2021-01-01,64.614,0.0035267157698186725,8745,Melilla
1215,Solar fotovoltaica,Renovable,2021-01-01,4.598,0.0002509647926088194,8745,Melilla
1216,Residuos no renovables,No-Renovable,2021-01-01,638.7165,0.03486197345766224,8745,Melilla
1217,Residuos renovables,Renovable,2021-01-01,638.7165,0.03486197345766224,8745,Melilla
1218,Generación total,Generación total,2021-01-01,18321.295000000002,1.0,8745,Melilla
1219,Hidráulica,Renovable,2021-01-01,35682.265,0.017121860756572058,4,Andalucía
1220,Turbinación bombeo,No-Renovable,2021-01-01,30400.208,0.0145873062807764,4,Andalucía
1221,Carbón,No-Renovable,2021-01-01,112564.883,0.05401339440772118,4,Andalucía
1222,Ciclo combinado,No-Renovable,2021-01-01,480685.396,0.2306531947461771,4,Andalucía
1223,Eólica,Renovable,2021-01-01,605060.374,0.2903335725169748,4,Andalucía
1224,Solar fotovoltaica,Renovable,2021-01-01,213710.908,0.10254753752141522,4,Andalucía
1225,Solar térmica,Renovable,2021-01-01,53930.207,0.025877995548407806,4,Andalucía
1226,Otras renovables,Renovable,2021-01-01,150906.426,0.07241128928457724,4,Andalucía
1227,Cogeneración,No-Renovable,2021-01-01,399848.588,0.19186427339878645,4,Andalucía
1228,Residuos no renovables,Renovable,2021-01-01,1228.686,0.0005895755385917765,4,Andalucía
1229,Generación total,Generación total,2021-01-01,2084017.9409999999,1.0,4,Andalucía
1230,Hidráulica,Renovable,2021-01-01,227814.858,0.11920350439087951,5,Aragón
1231,Turbinación bombeo,No-Renovable,2021-01-01,28851.855,0.015096654600893145,5,Aragón
1232,Ciclo combinado,No-Renovable,2021-01-01,8267.525,0.00432595995402199,5,Aragón
1233,Eólica,Renovable,2021-01-01,1308593.598,0.6847180384743379,5,Aragón
1234,Solar fotovoltaica,Renovable,2021-01-01,54540.025,0.028537919636331087,5,Aragón
1235,Otras renovables,Renovable,2021-01-01,4269.769,0.002234145007958793,5,Aragón
1236,Cogeneración,No-Renovable,2021-01-01,249188.599,0.1303872561949125,5,Aragón
1237,Residuos no renovables,Renovable,2021-01-01,29616.058,0.015496521740665143,5,Aragón
1238,Generación total,Generación total,2021-01-01,1911142.287,1.0,5,Aragón
1239,Hidráulica,Renovable,2021-01-01,33604.108,0.19446899186728248,6,Cantabria
1240,Turbinación bombeo,No-Renovable,2021-01-01,42793.93,0.24765104388841552,6,Cantabria
1241,Eólica,Renovable,2021-01-01,4765.84,0.027580202402657718,6,Cantabria
1242,Solar fotovoltaica,Renovable,2021-01-01,91.306,0.0005283933074918725,6,Cantabria
1243,Otras renovables,Renovable,2021-01-01,6093.836,0.035265395038146914,6,Cantabria
1244,Cogeneración,No-Renovable,2021-01-01,79260.586,0.45868577300817037,6,Cantabria
1245,Residuos no renovables,Renovable,2021-01-01,3094.853,0.01791010024391764,6,Cantabria
1246,Residuos renovables,Renovable,2021-01-01,3094.853,0.01791010024391764,6,Cantabria
1247,Generación total,Generación total,2021-01-01,172799.31199999998,1.0,6,Cantabria
1248,Hidráulica,Renovable,2021-01-01,65930.749,0.0293393517697975,7,Castilla_la_Mancha
1249,Turbinación bombeo,No-Renovable,2021-03-01,1130.627,0.00058447399205084,7,Castilla_la_Mancha
1250,Nuclear,No-Renovable,2021-01-01,720692.572,0.32071003603778436,7,Castilla_la_Mancha
1251,Ciclo combinado,No-Renovable,2021-01-01,116814.953,0.051982952567994664,7,Castilla_la_Mancha
1252,Eólica,Renovable,2021-01-01,1039601.3,0.4626252348663411,7,Castilla_la_Mancha
1253,Solar fotovoltaica,Renovable,2021-01-01,147622.462,0.06569237279166303,7,Castilla_la_Mancha
