project,type,country,unit,status,capacity,start_year,owner,lat,lng,url
Sagunto power station,oil_gas,Spain,1,operating,409.7,2007,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station
Sagunto power station,oil_gas,Spain,2,operating,411.8,2007,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station
Sagunto power station,oil_gas,Spain,3,operating,410.6,2007,Naturgy Energy Group SA,39.64248,-0.23321,https://www.gem.wiki/Sagunto_power_station
San Roque 1 power station,oil_gas,Spain,1,operating,390.0,2002,Endesa SA,36.19564,-5.41363,https://www.gem.wiki/San_Roque_1_power_station
San Roque 2 power station,oil_gas,Spain,1,operating,402.0,2002,Endesa SA,36.19564,-5.41363,https://www.gem.wiki/San_Roque_2_power_station
San Roque Refinery power station,oil_gas,Spain,1,operating,36.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station
San Roque Refinery power station,oil_gas,Spain,2,operating,45.0,2011,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station
San Roque Refinery power station,oil_gas,Spain,3,operating,41.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station
San Roque Refinery power station,oil_gas,Spain,4,operating,74.0,,Compañía Española de Petróleos SA,36.1887887,-5.388149458,https://www.gem.wiki/San_Roque_Refinery_power_station
Sant Joan Mill power station,oil_gas,Spain,CC,operating,25.0,2011,Torraspapel SA,42.21502,2.51511,https://www.gem.wiki/Sant_Joan_Mill_power_station
Santurce power station,oil_gas,Spain,4,operating,396.0,2005,Iberdrola SA,43.34,-3.0539,https://www.gem.wiki/Santurce_power_station
Smurfit Mengíbar power station,oil_gas,Spain,1,operating,25.765,2009,Smurfit Kappa España SA,37.98124,-3.79338,https://www.gem.wiki/Smurfit_Mengíbar_power_station
Solvay Torrelavega power station,oil_gas,Spain,1,operating,40.0,2001,Solvay SA,43.37658,-4.04467,https://www.gem.wiki/Solvay_Torrelavega_power_station
Son Reus power station,oil_gas,Spain,CC I,operating,233.0,2001,Endesa SA,39.64832,2.68081,https://www.gem.wiki/Son_Reus_power_station
Son Reus power station,oil_gas,Spain,CC II,operating,226.0,2002,Endesa SA,39.64832,2.68081,https://www.gem.wiki/Son_Reus_power_station
Soto de Ribera power station,oil_gas,Spain,4,operating,426.0,2008,Energias de Portugal SA,43.3161,-5.8777,https://www.gem.wiki/Soto_de_Ribera_power_station
Soto de Ribera power station,oil_gas,Spain,5,operating,428.0,2011,Energias de Portugal SA,43.3161,-5.8777,https://www.gem.wiki/Soto_de_Ribera_power_station
Tarragona Refinery power station,oil_gas,Spain,GT1,operating,85.0,2000,Repsol SA,41.1765,1.224,https://www.gem.wiki/Tarragona_Refinery_power_station
Tarragona power Station,oil_gas,Spain,1,operating,417.0,2004,Tarragona Power SL,41.11024,1.18055,https://www.gem.wiki/Tarragona_power_station
Torrelavega power station,oil_gas,Spain,1,retired,41.5,2001,Sniace SA,43.35900352,-4.054891265,https://www.gem.wiki/Torrelavega_power_station
Torrelavega power station,oil_gas,Spain,2,retired,41.5,2001,Sniace SA,43.35900352,-4.054891265,https://www.gem.wiki/Torrelavega_power_station
Tortosa Energia power station,oil_gas,Spain,1,operating,40.0,2011,Tortosa Energia SA,40.77019,0.53888,https://www.gem.wiki/Tortosa_Energia_power_station
Vila Ibiza power station,oil_gas,Spain,1,operating,25.0,2012,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station
Vila Ibiza power station,oil_gas,Spain,2,operating,25.0,2013,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station
Vila Ibiza power station,oil_gas,Spain,3,operating,25.0,2013,Endesa SA,38.91213969,1.426668181,https://www.gem.wiki/Vila_Ibiza_power_station
Zaragoza Mill power station,oil_gas,Spain,1,operating,43.0,2011,Torraspapel SA,41.6936172,-0.8255305467,https://www.gem.wiki/Zaragoza_Mill_power_station
Álabe Villarrubia power station,oil_gas,Spain,1,operating,24.977,1996,FMC Foret SA,39.98555,-3.36898,https://www.gem.wiki/Álabe_Villarrubia_power_station
Abarloar solar farm,solar,Spain,,pre-construction,87.5,,,39.6111,-2.7904,https://gem.wiki/Abarloar_solar_farm
Abedul 2 New Energy solar farm,solar,Spain,,pre-construction,53.0,,Progressum Energy Developments,41.6142,-0.7043,https://gem.wiki/Abedul_2_New_Energy_solar_farm
Abertura solar farm,solar,Spain,,operating,23.0,2008.0,LongSol,39.226,-5.7786,https://gem.wiki/Abertura_solar_farm
Abeto solar farm,solar,Spain,,pre-construction,61.6,,,40.4325,-3.6799,https://gem.wiki/Abeto_solar_farm
Acampo de Orús solar farm,solar,Spain,,pre-construction,258.9,,,41.3473,-0.7809,https://gem.wiki/Acampo_de_Orús_solar_farm
Acequia solar farm,solar,Spain,,pre-construction,50.0,,,39.6111,-2.7904,https://gem.wiki/Acequia_solar_farm
Adolfo Suárez Madrid-Barajas Airport solar farm,solar,Spain,,pre-construction,120.0,2026.0,Aeropuertos Españoles y Navegación Aérea (AENA),40.4984,-3.5676,https://gem.wiki/Adolfo_Suárez_Madrid-Barajas_Airport_solar_farm
Aeropuerto Sevilla solar farm,solar,Spain,,pre-construction,50.0,,Matrix Renewables,37.4201,-5.8933,https://gem.wiki/Aeropuerto_Sevilla_solar_farm
Agenor solar farm,solar,Spain,,operating,50.0,2022.0,NextEnergy Solar Fund,36.5207,-6.2794,https://gem.wiki/Agenor_solar_farm
Agripa solar farm,solar,Spain,,operating,45.3,2022.0,Endesa,39.2774,-6.2734,https://gem.wiki/Agripa_solar_farm
Aguzadera solar farm,solar,Spain,,pre-construction,368.4,,,37.6087,-4.6016,https://gem.wiki/Aguzadera_solar_farm
Alarcos solar farm,solar,Spain,,operating,50.0,2020.0,RWE AG,38.936,-3.9897,https://gem.wiki/Alarcos_solar_farm
Alaudae solar farm,solar,Spain,,operating,45.3,2022.0,Endesa,39.2774,-6.2734,https://gem.wiki/Alaudae_solar_farm
Albacete solar farm,solar,Spain,,pre-construction,150.6,,,39.6111,-2.7904,https://gem.wiki/Albacete_solar_farm
Albares solar farm,solar,Spain,,pre-construction,100.0,,Capital Energy,40.3068,-3.0381,https://gem.wiki/Albares_solar_farm
Albeniz solar farm,solar,Spain,,operating,50.0,2022.0,Aquila European Renewables Income Fund (AERIF),36.8476,-2.4499,https://gem.wiki/Albeniz_solar_farm
Alcal 1 solar farm,solar,Spain,,pre-construction,57.0,,,39.6111,-2.7904,https://gem.wiki/Alcal_1_solar_farm
Alcala de los Gazules solar farm,solar,Spain,,announced,75.0,,Euder Energy SL,36.4634,-5.7266,https://gem.wiki/Alcala_de_los_Gazules_solar_farm
Alcala de los Gazules solar farm,solar,Spain,,announced,75.0,,Euder Energy SL,36.4634,-5.7266,https://gem.wiki/Alcala_de_los_Gazules_solar_farm
Alcalá De Guadaira Solar Park,solar,Spain,,operating,149.0,2020.0,Amazon,37.3563,-5.8171,https://gem.wiki/Alcalá_De_Guadaira_Solar_Park
Alcarria solar farm,solar,Spain,,construction,40.0,,Iberdrola SA,39.6196,-2.7904,https://gem.wiki/Alcarria_solar_farm
Alcazar solar farm,solar,Spain,,operating,44.9,2019.0,Galp [75.01%]; Actividades de Construccion y Servicios [24.99%],39.3882,-3.2117,https://gem.wiki/Alcazar_solar_farm
Alcazar solar farm,solar,Spain,,operating,44.9,2019.0,Galp [75.01%]; Actividades de Construccion y Servicios [24.99%],39.3882,-3.2117,https://gem.wiki/Alcazar_solar_farm
Alconchel solar farm,solar,Spain,,construction,20.0,2023.0,CL Grupo Industrial; Senergy Group,39.6196,-2.7904,https://gem.wiki/Alconchel_solar_farm
Alcores Calaspasol solar farm,solar,Spain,,operating,39.9,,,37.4706,-5.647,https://gem.wiki/Alcores_Calaspasol_solar_farm
Alcores solar farm,solar,Spain,,operating,40.0,2019.0,X-Elio,37.3943,-5.9984,https://gem.wiki/Alcores_solar_farm
Alcántara solar farm,solar,Spain,,pre-construction,100.0,,,38.791,-5.6362,https://gem.wiki/Alcántara_solar_farm
Aldea de San Miguel solar farm,solar,Spain,,pre-construction,69.0,,BayWa r.e.,41.6737,-4.7669,https://gem.wiki/Aldea_de_San_Miguel_solar_farm
Aldehuela solar farm,solar,Spain,,pre-construction,130.0,,,40.3051,-3.7307,https://gem.wiki/Aldehuela_solar_farm
Alfacuarta solar farm,solar,Spain,,pre-construction,100.0,,,41.77,-4.2093,https://gem.wiki/Alfacuarta_solar_farm
Alfajarín solar farm,solar,Spain,,pre-construction,90.0,,Enel Green Power,41.614,-0.7038,https://gem.wiki/Alfajarín_solar_farm
Alfamén solar farm,solar,Spain,,pre-construction,200.0,,,41.3473,-0.7809,https://gem.wiki/Alfamén_solar_farm
Algibicos solar farm,solar,Spain,,operating,49.0,2020.0,Elektrizitätswerke Des Kantons Zürich (EKZ),37.8628,-1.0829,https://gem.wiki/Algibicos_solar_farm
Algiedi solar farm,solar,Spain,,operating,20.6,2022.0,Solaria Energía y Medio Ambiente SA,41.9829,-4.4281,https://gem.wiki/Algiedi_solar_farm
Alhendín solar farm,solar,Spain,,pre-construction,56.0,2024.0,BayWa r.e.,37.1774,-3.5937,https://gem.wiki/Alhendín_solar_farm
Aliaga solar farm,solar,Spain,,pre-construction,80.0,,,37.6087,-4.6016,https://gem.wiki/Aliaga_solar_farm
Aliaga solar farm,solar,Spain,,pre-construction,80.0,,,37.6087,-4.6016,https://gem.wiki/Aliaga_solar_farm
Alicante solar farm,solar,Spain,,cancelled,70.0,,BayWa r.e.,37.9774,-0.6872,https://gem.wiki/Alicante_solar_farm
Aljarafe solar farm,solar,Spain,,pre-construction,69.6,,Enel Green Power,37.4193,-6.1095,https://gem.wiki/Aljarafe_solar_farm
Allives solar farm,solar,Spain,,pre-construction,120.0,,,37.2841,-5.9294,https://gem.wiki/Allives_solar_farm
Almagro solar farm,solar,Spain,,pre-construction,100.0,,,38.8568,-4.0803,https://gem.wiki/Almagro_solar_farm
Almansa (Akuo) solar farm,solar,Spain,,pre-construction,100.0,,Akuo Energy,38.8054,-0.8808,https://gem.wiki/Almansa_(Akuo)_solar_farm
Almansa (X-Elio) solar farm,solar,Spain,,operating,50.0,2019.0,X-Elio,38.8793,-1.0903,https://gem.wiki/Almansa_(X-Elio)_solar_farm
Almaraz solar farm,solar,Spain,,operating,42.6,2022.0,Iberdrola SA,39.7867,-5.7003,https://gem.wiki/Almaraz_solar_farm
Almaraz solar farm,solar,Spain,,operating,42.6,2022.0,Iberdrola SA,39.7867,-5.7003,https://gem.wiki/Almaraz_solar_farm
Almenara solar farm,solar,Spain,,construction,50.0,,ib vogt GMBH; Ignis Energia,41.35,1.3064,https://gem.wiki/Almenara_solar_farm
Almeria (Euder Energy) solar farm,solar,Spain,,announced,50.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm
Almeria (Euder Energy) solar farm,solar,Spain,,announced,50.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm
Almeria (Euder Energy) solar farm,solar,Spain,,announced,50.0,,Euder Energy SL,36.8564,-2.4669,https://gem.wiki/Almeria_(Euder_Energy)_solar_farm
Aluvión solar farm,solar,Spain,,pre-construction,50.0,,Ignis Energia,40.5718,-3.2918,https://gem.wiki/Aluvión_solar_farm
Alvarado solar farm (Spain),solar,Spain,,operating,50.0,2020.0,Bruc Iberia Energy Investment Partners,38.8098,-6.7908,https://gem.wiki/Alvarado_solar_farm_(Spain)
Alvarado solar farm (Spain),solar,Spain,,operating,50.0,2020.0,Bruc Iberia Energy Investment Partners,38.8098,-6.7908,https://gem.wiki/Alvarado_solar_farm_(Spain)
Alya solar farm,solar,Spain,,pre-construction,47.2,,,41.3473,-0.7809,https://gem.wiki/Alya_solar_farm
Amaltea solar farm,solar,Spain,,pre-construction,56.9,,,41.3473,-0.7809,https://gem.wiki/Amaltea_solar_farm
Amazon 1 solar farm,solar,Spain,,operating,111.0,2022.0,Amazon,39.5151,-6.3943,https://gem.wiki/Amazon_1_solar_farm
Amazon Alamo solar farm,solar,Spain,,operating,100.0,2022.0,Amazon,39.9144,-4.0319,https://gem.wiki/Amazon_Alamo_solar_farm
Amazon Andalucia 2 solar farm,solar,Spain,,construction,59.0,2023.0,Amazon,37.5306,-4.7529,https://gem.wiki/Amazon_Andalucia_2_solar_farm
Amazon Antilia solar farm,solar,Spain,,pre-construction,40.0,2024.0,Amazon,41.2244,-3.9954,https://gem.wiki/Amazon_Antilia_solar_farm
Amazon Arco solar farm,solar,Spain,,construction,137.5,2023.0,Amazon,36.6902,-6.1323,https://gem.wiki/Amazon_Arco_solar_farm
Amazon Armada solar farm,solar,Spain,,pre-construction,74.0,2024.0,Amazon,40.3485,-3.1543,https://gem.wiki/Amazon_Armada_solar_farm
Amazon Arroyadas solar farm,solar,Spain,,announced,20.9,,Amazon,41.5209,-4.7769,https://gem.wiki/Amazon_Arroyadas_solar_farm
Amazon Cabrera solar farm,solar,Spain,,operating,149.0,2020.0,Amazon,37.3817,-5.9804,https://gem.wiki/Amazon_Cabrera_solar_farm
Amazon Cuenca 3 solar farm,solar,Spain,,construction,152.0,2023.0,Amazon,40.0082,-2.591,https://gem.wiki/Amazon_Cuenca_3_solar_farm
Amazon Cáceres 3 solar farm,solar,Spain,,construction,364.0,2023.0,Amazon,39.275,-5.7165,https://gem.wiki/Amazon_Cáceres_3_solar_farm
Amazon Hijar 1 solar farm,solar,Spain,,operating,49.0,2021.0,Amazon,41.1757,-0.4536,https://gem.wiki/Amazon_Hijar_1_solar_farm
Amazon Palencia solar farm,solar,Spain,,construction,28.6,2023.0,Amazon,42.1525,-4.694,https://gem.wiki/Amazon_Palencia_solar_farm
Amazon Solar Farm - Andalucia,solar,Spain,,construction,85.0,,Amazon,38.7986,-6.2371,https://gem.wiki/Amazon_Solar_Farm_-_Andalucia
Amazon Solar Farm - Extremadura,solar,Spain,,construction,85.0,,Amazon,37.3943,-5.9984,https://gem.wiki/Amazon_Solar_Farm_-_Extremadura
Amazon Villanueva solar farm,solar,Spain,,pre-construction,40.0,2024.0,Amazon,39.9467,-2.5984,https://gem.wiki/Amazon_Villanueva_solar_farm
Amazon Zaragoza solar farm,solar,Spain,,operating,50.0,2021.0,Amazon,41.6517,-0.7839,https://gem.wiki/Amazon_Zaragoza_solar_farm
Amazon Zaratan solar farm,solar,Spain,,announced,20.9,,Amazon,41.6467,-4.8229,https://gem.wiki/Amazon_Zaratan_solar_farm
Amper de Calanda solar farm,solar,Spain,,pre-construction,79.6,,,41.3473,-0.7809,https://gem.wiki/Amper_de_Calanda_solar_farm
Anclote solar farm,solar,Spain,,pre-construction,62.5,,Tejo Solar,36.4327,-5.4519,https://gem.wiki/Anclote_solar_farm
Andasol 1 solar farm,solar,Spain,,operating,50.0,2008.0,Cobra Group [75%]; Solar Millennium [25%],37.2282,-3.0685,https://gem.wiki/Andasol_1_solar_farm
Andasol 2 solar farm,solar,Spain,,operating,50.0,2009.0,Cobra Group [75%]; Solar Millennium [25%],37.2164,-3.0565,https://gem.wiki/Andasol_2_solar_farm
Andasol 3 solar farm,solar,Spain,,operating,50.0,2011.0,Ferrostaal; Solar Millennium; RWE Renewables,37.2262,-3.0508,https://gem.wiki/Andasol_3_solar_farm
Andrea solar farm,solar,Spain,,construction,250.0,,Endesa,37.2453,-1.9188,https://gem.wiki/Andrea_solar_farm
Andujar solar farm,solar,Spain,,pre-construction,100.0,,Ence Energía y Celulosa,38.0593,-4.0366,https://gem.wiki/Andujar_solar_farm
Andévalo solar farm,solar,Spain,,operating,50.0,2020.0,Iberdrola SA,37.6102,-7.2453,https://gem.wiki/Andévalo_solar_farm
Anet solar farm,solar,Spain,,pre-construction,75.0,,,37.6087,-4.6016,https://gem.wiki/Anet_solar_farm
Anguita solar farm,solar,Spain,,pre-construction,73.8,,,41.77,-4.2093,https://gem.wiki/Anguita_solar_farm
Anthus Energy solar farm,solar,Spain,,pre-construction,118.0,,,41.77,-4.2093,https://gem.wiki/Anthus_Energy_solar_farm
Apicio solar farm,solar,Spain,,operating,50.0,2021.0,Endesa,38.1663,-6.6601,https://gem.wiki/Apicio_solar_farm
Aquarii solar farm (Spain),solar,Spain,,shelved,99.9,,,41.77,-4.2093,https://gem.wiki/Aquarii_solar_farm_(Spain)
Ar-Hue solar farm,solar,Spain,,shelved,25.0,,Solaria Energía y Medio Ambiente SA,42.1361,-0.0298,https://gem.wiki/Ar-Hue_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,40.8805,-6.6236,https://gem.wiki/Ara_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,40.9744,-6.5868,https://gem.wiki/Ara_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,40.9994,-6.6711,https://gem.wiki/Ara_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,41.0214,-6.638,https://gem.wiki/Ara_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,41.0725,-6.6662,https://gem.wiki/Ara_solar_farm
Ara solar farm,solar,Spain,,pre-construction,60.0,,Solaria Energía y Medio Ambiente SA,41.0482,-6.7514,https://gem.wiki/Ara_solar_farm
Arada solar farm,solar,Spain,,pre-construction,166.0,2024.0,Stratkraft,39.8116,-0.2005,https://gem.wiki/Arada_solar_farm
Archidona (Bruc Energy) solar farm,solar,Spain,,pre-construction,400.0,,Bruc Iberia Energy Investment Partners,36.7317,-4.5018,https://gem.wiki/Archidona_(Bruc_Energy)_solar_farm
Archidona (Encavis) solar farm,solar,Spain,,operating,56.3,,Encavis AG,37.095,-4.3815,https://gem.wiki/Archidona_(Encavis)_solar_farm
Archidona (Wezen) solar farm,solar,Spain,,pre-construction,103.8,,,37.6087,-4.6016,https://gem.wiki/Archidona_(Wezen)_solar_farm
Ardila solar farm,solar,Spain,,operating,50.0,2021.0,Endesa,38.159,-6.5906,https://gem.wiki/Ardila_solar_farm
Arenales (Iberdrola) solar farm,solar,Spain,,operating,150.0,2021.0,Iberdrola SA,39.4578,-6.4421,https://gem.wiki/Arenales_(Iberdrola)_solar_farm
Arenales (Mitra) solar farm,solar,Spain,,pre-construction,113.0,,,38.791,-5.6362,https://gem.wiki/Arenales_(Mitra)_solar_farm
Arenales (Mitra) solar farm,solar,Spain,,pre-construction,112.5,,,38.791,-5.6362,https://gem.wiki/Arenales_(Mitra)_solar_farm
Arenales (Mitra) solar farm,solar,Spain,,pre-construction,145.2,,,38.791,-5.6362,https://gem.wiki/Arenales_(Mitra)_solar_farm
Arenales Thermosolar solar farm,solar,Spain,,operating,50.0,2013.0,RREEF Infrastructure; Obrascón Huarte Lain (OHL),37.1549,-5.553,https://gem.wiki/Arenales_Thermosolar_solar_farm
Arenosas solar farm,solar,Spain,,operating,46.6,2022.0,Renewables Infrastructure Group LTD (TRIG),36.6061,-5.7988,https://gem.wiki/Arenosas_solar_farm
Armadura solar farm,solar,Spain,,pre-construction,223.0,,Azora Capital,40.9634,-5.6698,https://gem.wiki/Armadura_solar_farm
Arnedo solar farm,solar,Spain,,operating,34.0,2008.0,Cubico Sustainable Investments,42.2748,-2.0446,https://gem.wiki/Arnedo_solar_farm
Arroyadas solar farm,solar,Spain,,construction,33.0,2023.0,Matrix Renewables,41.523,-4.7768,https://gem.wiki/Arroyadas_solar_farm
Arroyo San Miguel solar farm,solar,Spain,,pre-construction,143.3,,,38.791,-5.6362,https://gem.wiki/Arroyo_San_Miguel_solar_farm
Artico solar farm,solar,Spain,,pre-construction,100.0,,,41.77,-4.2093,https://gem.wiki/Artico_solar_farm
Aste CSP solar farm,solar,Spain,,operating,50.0,2012.0,Elecnor SA; ARiES Energy; ABN AMRO,39.18,-3.2647,https://gem.wiki/Aste_CSP_solar_farm
Aste CSP solar farm,solar,Spain,,operating,50.0,2012.0,Elecnor SA; ARiES Energy; ABN AMRO,39.173,-3.267,https://gem.wiki/Aste_CSP_solar_farm
Astexol 2 CSP solar farm,solar,Spain,,operating,49.9,2012.0,Elecnor SA; ARiES Energy; ABN AMRO,38.8121,-7.059,https://gem.wiki/Astexol_2_CSP_solar_farm
Atascaburras solar farm,solar,Spain,,pre-construction,166.3,,,39.6111,-2.7904,https://gem.wiki/Atascaburras_solar_farm
Augusto solar farm,solar,Spain,,operating,50.0,2020.0,Endesa,38.8827,-6.8738,https://gem.wiki/Augusto_solar_farm
