project,unit,project_local,type,capacity,units,status,start_year,operator,owner,country,url,lat,lng,accuracy,region,subregion
Rantau Dedep geothermal power plant,1,,geothermal,91,MW,operating,2021.0,PT Supreme Energy Rantau Dedap,PT Supreme Energy [25.2%]; ENGIE [37.4%]; Marubeni CORP [27.4%]; Tohoku Electric Power CO INC [10%],Indonesia,https://gem.wiki/Rantau_Dedep_geothermal_power_plant,-4.2069,103.3857,exact,Asia,South-eastern Asia
Rantau Dedep geothermal power plant,2,,geothermal,134,MW,announced,2025.0,,,Indonesia,https://gem.wiki/Rantau_Dedep_geothermal_power_plant,-4.2069,103.3857,approximate,Asia,South-eastern Asia
Ratai geothermal power plant,,,geothermal,55,MW,announced,,,,Indonesia,https://gem.wiki/Ratai_geothermal_power_plant,-5.6001,105.0738,approximate,Asia,South-eastern Asia
Rawa Dano geothermal power plant,1,,geothermal,55,MW,pre-construction,2026.0,PT Sintesa Banten Geothermal,PT Sintesa Banten Geothermal,Indonesia,https://gem.wiki/Rawa_Dano_geothermal_power_plant,-6.1619,105.9835,approximate,Asia,South-eastern Asia
Rawa Dano geothermal power plant,Future units,,geothermal,55,MW,pre-construction,2026.0,PT Sintesa Banten Geothermal,PT Sintesa Banten Geothermal,Indonesia,https://gem.wiki/Rawa_Dano_geothermal_power_plant,-6.1619,105.9835,approximate,Asia,South-eastern Asia
Sarulla geothermal power plant,NIL-1,,geothermal,110,MW,operating,2017.0,Sarulla Operations LTD,Sarulla Operations LTD,Indonesia,https://gem.wiki/Sarulla_geothermal_power_plant,1.8202,99.0885,exact,Asia,South-eastern Asia
Sarulla geothermal power plant,NIL-2,,geothermal,110,MW,operating,2017.0,Sarulla Operations LTD,Sarulla Operations LTD,Indonesia,https://gem.wiki/Sarulla_geothermal_power_plant,1.8202,99.0885,exact,Asia,South-eastern Asia
Sarulla geothermal power plant,SIL-3,,geothermal,110,MW,operating,2018.0,Sarulla Operations LTD,Sarulla Operations LTD,Indonesia,https://gem.wiki/Sarulla_geothermal_power_plant,1.8202,99.0885,exact,Asia,South-eastern Asia
Sorik Marapi geothermal power plant,1,,geothermal,45,MW,operating,2019.0,KS Orka Renewables PTE LTD,KS Orka Renewables PTE LTD,Indonesia,https://gem.wiki/Sorik_Marapi_geothermal_power_plant,0.7475,99.5751,exact,Asia,South-eastern Asia
Sorik Marapi geothermal power plant,2,,geothermal,45,MW,operating,2021.0,KS Orka Renewables PTE LTD,KS Orka Renewables PTE LTD,Indonesia,https://gem.wiki/Sorik_Marapi_geothermal_power_plant,0.7475,99.5751,exact,Asia,South-eastern Asia
Sorik Marapi geothermal power plant,3,,geothermal,50,MW,operating,2022.0,KS Orka Renewables PTE LTD,KS Orka Renewables PTE LTD,Indonesia,https://gem.wiki/Sorik_Marapi_geothermal_power_plant,0.7475,99.5751,exact,Asia,South-eastern Asia
Sorik Marapi geothermal power plant,4,,geothermal,50,MW,construction,,KS Orka Renewables PTE LTD,KS Orka Renewables PTE LTD,Indonesia,https://gem.wiki/Sorik_Marapi_geothermal_power_plant,0.7475,99.5751,exact,Asia,South-eastern Asia
Sorik Marapi geothermal power plant,5,,geothermal,50,MW,announced,,KS Orka Renewables PTE LTD,KS Orka Renewables PTE LTD,Indonesia,https://gem.wiki/Sorik_Marapi_geothermal_power_plant,0.7475,99.5751,exact,Asia,South-eastern Asia
Sungai Penuh geothermal power plant,1,,geothermal,55,MW,pre-construction,2025.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Sungai_Penuh_geothermal_power_plant,-2.0625,101.4076,approximate,Asia,South-eastern Asia
Sungai Penuh geothermal power plant,2,,geothermal,55,MW,announced,2025.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Sungai_Penuh_geothermal_power_plant,-2.0625,101.4076,approximate,Asia,South-eastern Asia
Tangkuban Perahu Ciater geothermal power plant,1,,geothermal,55,MW,pre-construction,2024.0,,PT PLN (Persero),Indonesia,https://gem.wiki/Tangkuban_Perahu_Ciater_geothermal_power_plant,-6.7367,107.6705,approximate,Asia,South-eastern Asia
Tangkuban Perahu Ciater geothermal power plant,2,,geothermal,55,MW,pre-construction,2024.0,,PT PLN (Persero),Indonesia,https://gem.wiki/Tangkuban_Perahu_Ciater_geothermal_power_plant,-6.7367,107.6705,approximate,Asia,South-eastern Asia
Ulubelu geothermal power plant,1,,geothermal,55,MW,operating,2012.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Ulubelu_geothermal_power_plant,-5.3096,104.5733,exact,Asia,South-eastern Asia
Ulubelu geothermal power plant,2,,geothermal,55,MW,operating,2012.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Ulubelu_geothermal_power_plant,-5.3096,104.5733,exact,Asia,South-eastern Asia
Ulubelu geothermal power plant,3,,geothermal,55,MW,operating,2016.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Ulubelu_geothermal_power_plant,-5.305,104.5767,exact,Asia,South-eastern Asia
Ulubelu geothermal power plant,4,,geothermal,55,MW,operating,2017.0,Pertamina Geothermal Energy,Pertamina Geothermal Energy,Indonesia,https://gem.wiki/Ulubelu_geothermal_power_plant,-5.305,104.5767,exact,Asia,South-eastern Asia
Ungaran geothermal power plant,,,geothermal,55,MW,announced,2025.0,,PT PLN (Persero),Indonesia,https://gem.wiki/Ungaran_geothermal_power_plant,-7.1366,110.3974,approximate,Asia,South-eastern Asia
Wayang Windu geothermal power plant,1,,geothermal,110,MW,operating,2000.0,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Wayang_Windu_geothermal_power_plant,-7.1966,107.6258,exact,Asia,South-eastern Asia
Wayang Windu geothermal power plant,2,,geothermal,117,MW,operating,2009.0,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Wayang_Windu_geothermal_power_plant,-7.1966,107.6258,exact,Asia,South-eastern Asia
Wayang Windu geothermal power plant,3,,geothermal,60,MW,shelved,,Star Energy Geothermal,Star Energy Geothermal,Indonesia,https://gem.wiki/Wayang_Windu_geothermal_power_plant,-7.1966,107.6258,exact,Asia,South-eastern Asia
Bagnore geothermal power plant,4,Centrale geotermica Bagnore,geothermal,40,MW,operating,2014.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Bagnore_geothermal_power_plant,42.8416,11.5588,exact,Europe,Southern Europe
Farinello geothermal power plant,,Centrale geotermica Farinello,geothermal,60,MW,operating,1995.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Farinello_geothermal_power_plant,43.2388,10.9047,exact,Europe,Southern Europe
Nuova Radicondoli geothermal power plant,,Centrale geotermica Nuova Radicondoli,geothermal,40,MW,operating,2002.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Nuova_Radicondoli_geothermal_power_plant,43.1935,11.0446,exact,Europe,Southern Europe
Nuova San Martino geothermal power plant,,Centrale geotermica Nuova San Martino,geothermal,40,MW,operating,2005.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Nuova_San_Martino_geothermal_power_plant,43.1452,10.8325,exact,Europe,Southern Europe
Nuova Serrazzano geothermal power plant,,Centrale geotermica Nuova Serrazzano,geothermal,60,MW,operating,2002.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Nuova_Serrazzano_geothermal_power_plant,43.204,10.8003,exact,Europe,Southern Europe
Travale geothermal power plant,4,Centrale geotermica Travale,geothermal,40,MW,operating,2002.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Travale_geothermal_power_plant,43.1708,11.039,exact,Europe,Southern Europe
Valle Secolo geothermal power plant,1,Centrale geotermica di Larderello Valle Secolo,geothermal,60,MW,operating,1991.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Valle_Secolo_geothermal_power_plant,42.2362,10.8674,exact,Europe,Southern Europe
Valle Secolo geothermal power plant,2,Centrale geotermica di Larderello Valle Secolo,geothermal,60,MW,operating,1991.0,Enel Green Power,Enel Green Power,Italy,https://gem.wiki/Valle_Secolo_geothermal_power_plant,42.2362,10.8674,exact,Europe,Southern Europe
Hatchobara geothermal power plant,1,九州電力（株） 八丁原発電所,geothermal,55,MW,operating,1977.0,Kyushu Electric Power,Kyushu Electric Power,Japan,https://gem.wiki/Hatchobara_geothermal_power_plant,33.1053,131.1874,exact,Asia,Eastern Asia
Hatchobara geothermal power plant,2,九州電力（株） 八丁原発電所,geothermal,55,MW,operating,1990.0,Kyushu Electric Power,Kyushu Electric Power,Japan,https://gem.wiki/Hatchobara_geothermal_power_plant,33.1053,131.1874,exact,Asia,Eastern Asia
Kakkonda geothermal power plant,1,カコンダ地熱発電所,geothermal,50,MW,operating,1978.0,Tohoku Electric Power CO INC,Tohoku Electric Power CO INC,Japan,https://gem.wiki/Kakkonda_geothermal_power_plant,39.8291,140.8649,exact,Asia,Eastern Asia
Kakkonda geothermal power plant,2,カコンダ地熱発電所,geothermal,30,MW,operating,1996.0,Tohoku Electric Power CO INC,Tohoku Electric Power CO INC,Japan,https://gem.wiki/Kakkonda_geothermal_power_plant,39.8291,140.8649,exact,Asia,Eastern Asia
Kyuden Ogiri geothermal power plant,,九州電力(株) 大霧発電所,geothermal,30,MW,operating,1996.0,Kyushu Electric Power,Kyushu Electric Power,Japan,https://gem.wiki/Kyuden_Ogiri_geothermal_power_plant,31.9318,130.7977,exact,Asia,Eastern Asia
Sumikawa geothermal power plant,,東北電力（株）澄川地熱発電所,geothermal,50,MW,operating,1995.0,Tohoku Electric Power CO INC,Tohoku Electric Power CO INC,Japan,https://gem.wiki/Sumikawa_geothermal_power_plant,39.9813,140.7822,exact,Asia,Eastern Asia
Wasabizawa geothermal power plant,,湯沢地熱（株) 山葵沢地熱発電所,geothermal,46,MW,operating,2019.0,Yuzawa Geothermal Power Generation CORP,Yuzawa Geothermal Power Generation CORP,Japan,https://gem.wiki/Wasabizawa_geothermal_power_plant,38.9859,140.5701,exact,Asia,Eastern Asia
Yamakawa geothermal plant,,,geothermal,30,MW,operating,1995.0,Kyushu Electric Power,Kyushu Electric Power,Japan,https://gem.wiki/Yamakawa_geothermal_plant,31.1908,130.6142,exact,Asia,Eastern Asia
Yanatsu Nishiyama geothermal power plant,,柳津西山地熱発電所,geothermal,65,MW,operating,1995.0,Tohoku Electric Power CO INC,Tohoku Electric Power CO INC,Japan,https://gem.wiki/Yanatsu_Nishiyama_geothermal_power_plant,37.4401,139.694,exact,Asia,Eastern Asia
Akiira One geothermal power plant,1,,geothermal,70,MW,pre-construction,,Akiira Geothermal LTD,Frontier Energy,Kenya,https://gem.wiki/Akiira_One_geothermal_power_plant,-0.3024,36.0805,approximate,Africa,Sub-Saharan Africa
Akiira One geothermal power plant,2,,geothermal,70,MW,pre-construction,,Akiira Geothermal LTD,Frontier Energy,Kenya,https://gem.wiki/Akiira_One_geothermal_power_plant,-0.3024,36.0805,approximate,Africa,Sub-Saharan Africa
Baringo-Silali geothermal power plant,Korosi,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Baringo-Silali_geothermal_power_plant,1.1689,36.1726,approximate,Africa,Sub-Saharan Africa
Baringo-Silali geothermal power plant,Paka,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Baringo-Silali_geothermal_power_plant,1.1689,36.1726,approximate,Africa,Sub-Saharan Africa
Baringo-Silali geothermal power plant,Silali,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Baringo-Silali_geothermal_power_plant,1.1689,36.1726,approximate,Africa,Sub-Saharan Africa
Menengai 1 geothermal power plant,1,,geothermal,35,MW,construction,,Orpower Twenty Two LTD,Geothermal Development Company (GDC),Kenya,https://gem.wiki/Menengai_1_geothermal_power_plant,-0.2137,36.0591,exact,Africa,Sub-Saharan Africa
Menengai 1 geothermal power plant,2,,geothermal,35,MW,construction,,Quantum East Africa Power LTD,Geothermal Development Company (GDC),Kenya,https://gem.wiki/Menengai_1_geothermal_power_plant,-0.2137,36.0591,exact,Africa,Sub-Saharan Africa
Menengai 1 geothermal power plant,3,,geothermal,35,MW,construction,2023.0,Sosian Energy,Geothermal Development Company (GDC),Kenya,https://gem.wiki/Menengai_1_geothermal_power_plant,-0.2137,36.0591,exact,Africa,Sub-Saharan Africa
Menengai 2 geothermal power plant,,,geothermal,60,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Menengai_2_geothermal_power_plant,-0.196,36.063,exact,Africa,Sub-Saharan Africa
Menengai 3 geothermal power plant,Future units,,geothermal,300,MW,announced,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Menengai_3_geothermal_power_plant,-0.196,36.063,approximate,Africa,Sub-Saharan Africa
Olkaria 1 geothermal power plant,4,,geothermal,70,MW,operating,2015.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_1_geothermal_power_plant,-0.891,36.2961,exact,Africa,Sub-Saharan Africa
Olkaria 1 geothermal power plant,5,,geothermal,70,MW,operating,2015.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_1_geothermal_power_plant,-0.891,36.2961,exact,Africa,Sub-Saharan Africa
Olkaria 1 geothermal power plant,6,,geothermal,83,MW,operating,2022.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_1_geothermal_power_plant,-0.8893,36.2557,exact,Africa,Sub-Saharan Africa
Olkaria 2 geothermal power plant,1,,geothermal,35,MW,operating,2003.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_2_geothermal_power_plant,-0.8644,36.2985,exact,Africa,Sub-Saharan Africa
Olkaria 2 geothermal power plant,2,,geothermal,35,MW,operating,2003.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_2_geothermal_power_plant,-0.8644,36.2985,exact,Africa,Sub-Saharan Africa
Olkaria 2 geothermal power plant,3,,geothermal,35,MW,operating,2010.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_2_geothermal_power_plant,-0.8644,36.2985,exact,Africa,Sub-Saharan Africa
Olkaria 3 geothermal power plant,1,,geothermal,59,MW,operating,2000.0,Ormat Technology INC,Ormat Technology INC,Kenya,https://gem.wiki/Olkaria_3_geothermal_power_plant,-0.889,36.2562,exact,Africa,Sub-Saharan Africa
Olkaria 3 geothermal power plant,2,,geothermal,36,MW,operating,2009.0,Ormat Technology INC,Ormat Technology INC,Kenya,https://gem.wiki/Olkaria_3_geothermal_power_plant,-0.889,36.2562,exact,Africa,Sub-Saharan Africa
Olkaria 4 geothermal power plant,1,,geothermal,70,MW,operating,2014.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_4_geothermal_power_plant,-0.9186,36.3338,exact,Africa,Sub-Saharan Africa
Olkaria 4 geothermal power plant,2,,geothermal,70,MW,operating,2014.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_4_geothermal_power_plant,-0.9186,36.3338,exact,Africa,Sub-Saharan Africa
Olkaria 5 geothermal power plant,1,,geothermal,82,MW,operating,2019.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_5_geothermal_power_plant,-0.907,36.3232,exact,Africa,Sub-Saharan Africa
Olkaria 5 geothermal power plant,2,,geothermal,82,MW,operating,2019.0,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_5_geothermal_power_plant,-0.907,36.3232,exact,Africa,Sub-Saharan Africa
Olkaria 6 geothermal power plant,1,,geothermal,140,MW,shelved,,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_6_geothermal_power_plant,-0.8644,36.2985,approximate,Africa,Sub-Saharan Africa
Olkaria 6 geothermal power plant,Future units,,geothermal,420,MW,construction,,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_6_geothermal_power_plant,-0.8644,36.2985,approximate,Africa,Sub-Saharan Africa
Olkaria 7 geothermal power plant,,,geothermal,140,MW,announced,,Kenya Electricity Generating Company (KenGen),Kenya Electricity Generating Company (KenGen),Kenya,https://gem.wiki/Olkaria_7_geothermal_power_plant,-0.8644,36.2985,approximate,Africa,Sub-Saharan Africa
Sosian Highland geothermal power plant,1,,geothermal,50,MW,pre-construction,,Sosian Energy,Sosian Energy,Kenya,https://gem.wiki/Sosian_Highland_geothermal_power_plant,0.3009,36.6878,approximate,Africa,Sub-Saharan Africa
Suswa geothermal power plant,1,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Suswa_geothermal_power_plant,-1.1727,36.3471,approximate,Africa,Sub-Saharan Africa
Suswa geothermal power plant,2,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Suswa_geothermal_power_plant,-1.1727,36.3471,approximate,Africa,Sub-Saharan Africa
Suswa geothermal power plant,3,,geothermal,100,MW,pre-construction,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),Kenya,https://gem.wiki/Suswa_geothermal_power_plant,-1.1727,36.3471,approximate,Africa,Sub-Saharan Africa
Laos North geothermal power plant,1,,geothermal,1000,MW,pre-construction,,,GEIOS Next Gen Hybrid Geothermal Solution; Lao Development and Investment (LDIC),Laos,https://gem.wiki/Laos_North_geothermal_power_plant,20.2762,102.6244,approximate,Asia,South-eastern Asia
Laos South geothermal power plant,2,,geothermal,1000,MW,pre-construction,,,GEIOS Next Gen Hybrid Geothermal Solution; Lao Development and Investment (LDIC),Laos,https://gem.wiki/Laos_South_geothermal_power_plant,16.2817,106.151,approximate,Asia,South-eastern Asia
Cerro Prieto 1 geothermal power plant,1,Central geotérmica Cerro Prieto 1,geothermal,38,MW,retired,1973.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_1_geothermal_power_plant,32.3985,-115.2379,exact,Americas,Latin America and the Caribbean
Cerro Prieto 1 geothermal power plant,2,Central geotérmica Cerro Prieto 1,geothermal,38,MW,retired,1973.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_1_geothermal_power_plant,32.3985,-115.2379,exact,Americas,Latin America and the Caribbean
Cerro Prieto 1 geothermal power plant,3,Central geotérmica Cerro Prieto 1,geothermal,38,MW,retired,1979.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_1_geothermal_power_plant,32.3985,-115.2379,exact,Americas,Latin America and the Caribbean
Cerro Prieto 1 geothermal power plant,4,Central geotérmica Cerro Prieto 1,geothermal,38,MW,retired,1979.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_1_geothermal_power_plant,32.3985,-115.2379,exact,Americas,Latin America and the Caribbean
Cerro Prieto 1 geothermal power plant,5,Central geotérmica Cerro Prieto 1,geothermal,30,MW,operating,1982.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_1_geothermal_power_plant,32.3985,-115.2379,exact,Americas,Latin America and the Caribbean
Cerro Prieto 2 geothermal power plant,6,Central geotérmica Cerro Prieto 2,geothermal,110,MW,operating,1986.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_2_geothermal_power_plant,32.4047,-115.2113,exact,Americas,Latin America and the Caribbean
Cerro Prieto 2 geothermal power plant,7,Central geotérmica Cerro Prieto 2,geothermal,110,MW,operating,1987.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_2_geothermal_power_plant,32.4047,-115.2113,exact,Americas,Latin America and the Caribbean
Cerro Prieto 3 geothermal power plant,8,Central geotérmica Cerro Prieto 3,geothermal,110,MW,operating,1986.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_3_geothermal_power_plant,32.4126,-115.2433,exact,Americas,Latin America and the Caribbean
Cerro Prieto 3 geothermal power plant,9,Central geotérmica Cerro Prieto 3,geothermal,110,MW,operating,1987.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_3_geothermal_power_plant,32.4126,-115.2433,exact,Americas,Latin America and the Caribbean
Cerro Prieto 5 geothermal power plant,10,Central geotérmica Cerro Prieto 5,geothermal,50,MW,operating,2012.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_5_geothermal_power_plant,32.4227,-115.2205,approximate,Americas,Latin America and the Caribbean
Cerro Prieto 5 geothermal power plant,11,Central geotérmica Cerro Prieto 5,geothermal,50,MW,operating,2012.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Cerro_Prieto_5_geothermal_power_plant,32.4227,-115.2205,approximate,Americas,Latin America and the Caribbean
Los Azufres geothermal power plant,17,Central geotérmica Los Azufres 3,geothermal,50,MW,operating,2015.0,Comisión Federal de Electricidad (CFE),Comisión Federal de Electricidad (CFE),Mexico,https://gem.wiki/Los_Azufres_geothermal_power_plant,19.7901,-100.6668,exact,Americas,Latin America and the Caribbean
Kawerau geothermal power plant,,,geothermal,100,MW,operating,2008.0,Mercury NZ LTD,Mercury NZ LTD,New Zealand,https://gem.wiki/Kawerau_geothermal_power_plant,-38.0631,176.7272,exact,Oceania,Australia and New Zealand
Mōkai geothermal power plant,,,geothermal,110,MW,operating,2000.0,Mercury NZ LTD,Tuaropaki Power Company [75%]; Mercury NZ LTD [25%],New Zealand,https://gem.wiki/Mōkai_geothermal_power_plant,-38.5312,175.9268,exact,Oceania,Australia and New Zealand
Nga Awa Purua geothermal power plant,,,geothermal,140,MW,operating,2010.0,Mercury NZ LTD,Mighty River Power [75%]; Tauhara North 2 Trust [25%],New Zealand,https://gem.wiki/Nga_Awa_Purua_geothermal_power_plant,-38.6143,176.1825,exact,Oceania,Australia and New Zealand
Ngatamariki geothermal power plant,,,geothermal,100,MW,operating,2013.0,Mighty River Power,Mighty River Power,New Zealand,https://gem.wiki/Ngatamariki_geothermal_power_plant,-38.5731,176.1953,exact,Oceania,Australia and New Zealand
Ngāwhā geothermal power station,,,geothermal,32,MW,operating,2021.0,Top Energy LTD,Top Energy LTD,New Zealand,https://gem.wiki/Ngāwhā_geothermal_power_station,-35.4176,173.8522,exact,Oceania,Australia and New Zealand
Ohaaki geothermal power plant,,,geothermal,104,MW,operating,1989.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Ohaaki_geothermal_power_plant,-38.5279,176.2937,exact,Oceania,Australia and New Zealand
Poihipi Road geothermal power station,,,geothermal,50,MW,operating,1997.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Poihipi_Road_geothermal_power_station,-38.6298,176.0413,exact,Oceania,Australia and New Zealand
Rotokawa I geothermal power plant,,,geothermal,34,MW,operating,2000.0,Mercury NZ LTD,Mighty River Power [50%]; Tauhara North 2 Trust [50%],New Zealand,https://gem.wiki/Rotokawa_I_geothermal_power_plant,-38.6125,176.1932,exact,Oceania,Australia and New Zealand
Tauhara geothermal power plant,,,geothermal,168,MW,construction,2023.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Tauhara_geothermal_power_plant,-38.6667,176.1567,exact,Oceania,Australia and New Zealand
Te Mihi geothermal power plant,1,,geothermal,83,MW,operating,2014.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Te_Mihi_geothermal_power_plant,-38.6164,176.038,exact,Oceania,Australia and New Zealand
Te Mihi geothermal power plant,2,,geothermal,83,MW,operating,2014.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Te_Mihi_geothermal_power_plant,-38.6164,176.038,exact,Oceania,Australia and New Zealand
Te Mihi geothermal power plant,Future units,,geothermal,180,MW,announced,,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Te_Mihi_geothermal_power_plant,-38.6164,176.038,exact,Oceania,Australia and New Zealand
Tikitere geothermal power plant,,,geothermal,45,MW,cancelled,,Ormat Technology INC,Ormat Technology INC,New Zealand,https://gem.wiki/Tikitere_geothermal_power_plant,-38.0843,176.3595,approximate,Oceania,Australia and New Zealand
Wairakei geothermal power plant,B-11,,geothermal,30,MW,operating,1958.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Wairakei_geothermal_power_plant,-38.6266,176.1055,exact,Oceania,Australia and New Zealand
Wairakei geothermal power plant,B-12,,geothermal,30,MW,operating,1958.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Wairakei_geothermal_power_plant,-38.6266,176.1055,exact,Oceania,Australia and New Zealand
Wairakei geothermal power plant,B-13,,geothermal,30,MW,operating,1958.0,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Wairakei_geothermal_power_plant,-38.6266,176.1055,exact,Oceania,Australia and New Zealand
Wairakei geothermal power plant,Future units,,geothermal,40,MW,announced,,Contact Energy LTD,Contact Energy LTD,New Zealand,https://gem.wiki/Wairakei_geothermal_power_plant,-38.6266,176.1055,exact,Oceania,Australia and New Zealand
Casita - San Cristóbal geothermal power plant,,Central geotérmica Casita - San Cristóbal,geothermal,35,MW,cancelled,,Empresa Nicaragüense de Electricidad (ENEL),Empresa Nicaragüense de Electricidad (ENEL) [50%]; Polaris Energy Nicaragua [50%],Nicaragua,https://gem.wiki/Casita_-_San_Cristóbal_geothermal_power_plant,12.7231,-87.0836,approximate,Americas,Latin America and the Caribbean
Momotombo geothermal power plant,1,Central geotérmica Momotombo,geothermal,35,MW,operating,1983.0,DisNorte-DisSur,DisNorte-DisSur,Nicaragua,https://gem.wiki/Momotombo_geothermal_power_plant,12.394,-86.5418,exact,Americas,Latin America and the Caribbean
Momotombo geothermal power plant,2,Central geotérmica Momotombo,geothermal,35,MW,operating,1989.0,DisNorte-DisSur,DisNorte-DisSur,Nicaragua,https://gem.wiki/Momotombo_geothermal_power_plant,12.394,-86.5418,exact,Americas,Latin America and the Caribbean
San Jacinto - Tizate geothermal power plant,1,Central geotérmica San Jacinto - Tizate,geothermal,36,MW,operating,2013.0,Polaris Energy Nicaragua,Polaris Energy Nicaragua,Nicaragua,https://gem.wiki/San_Jacinto_-_Tizate_geothermal_power_plant,12.6088,-86.773,exact,Americas,Latin America and the Caribbean
San Jacinto - Tizate geothermal power plant,2,Central geotérmica San Jacinto - Tizate,geothermal,36,MW,operating,2013.0,Polaris Energy Nicaragua,Polaris Energy Nicaragua,Nicaragua,https://gem.wiki/San_Jacinto_-_Tizate_geothermal_power_plant,12.6088,-86.773,exact,Americas,Latin America and the Caribbean
