project,type,country,unit,plant_local,status,capacity,subnational,region,start_year,owner,parent,lat,lng,url
Huaneng Linhe power station,coal,China,"Phase II, Unit 4",华能北方联合电力临河热电厂,cancelled,300,Inner Mongolia,Asia,,Northern United Power Co Ltd Linhe Thermal Power Plant,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],40.78222,107.49111,https://www.gem.wiki/Huaneng_Linhe_power_station
Huaneng Luntai power station,coal,China,Unit 1,华能轮台热电厂,operating,350,Xinjiang,Asia,2016,Huadian Luntai Thermal Power Co Ltd,China Huadian Group Corp,41.82153,84.00359,https://www.gem.wiki/Huaneng_Luntai_power_station
Huaneng Luntai power station,coal,China,Unit 2,华能轮台热电厂,operating,350,Xinjiang,Asia,2016,Huadian Luntai Thermal Power Co Ltd,China Huadian Group Corp,41.82153,84.00359,https://www.gem.wiki/Huaneng_Luntai_power_station
Huaneng Luoyang power station,coal,China,Unit 1,华能洛阳发电厂,retired,135,Henan,Asia,2006,Luoyang Yangguang Thermoelectricity Co Ltd,Huaneng Power International Inc [80.0%]; Luoyang Guohong Investment Holding Group Co Ltd [20.0%],34.58253,112.40036,https://www.gem.wiki/Huaneng_Luoyang_power_station
Huaneng Luoyang power station,coal,China,Unit 2,华能洛阳发电厂,retired,135,Henan,Asia,2006,Luoyang Yangguang Thermoelectricity Co Ltd,Huaneng Power International Inc [80.0%]; Luoyang Guohong Investment Holding Group Co Ltd [20.0%],34.58253,112.40036,https://www.gem.wiki/Huaneng_Luoyang_power_station
Huaneng Luoyang power station,coal,China,Unit 3,华能洛阳发电厂,operating,350,Henan,Asia,2015,Huaneng Luoyang Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Luoyang Guohong Investment Holding Group Co Ltd [20.0%],34.58253,112.40036,https://www.gem.wiki/Huaneng_Luoyang_power_station
Huaneng Luoyang power station,coal,China,Unit 4,华能洛阳发电厂,operating,350,Henan,Asia,2015,Huaneng Luoyang Thermal Power Co Ltd,Huaneng Power International Inc [80.0%]; Luoyang Guohong Investment Holding Group Co Ltd [20.0%],34.58253,112.40036,https://www.gem.wiki/Huaneng_Luoyang_power_station
Huaneng Luoyuan power station,coal,China,"Phase I, Unit 1",华能罗源电厂,operating,660,Fujian,Asia,2017,Huaneng Luoyuan Power Generation Co Ltd,Huaneng Power International Inc,26.41144,119.76429,https://www.gem.wiki/Huaneng_Luoyuan_power_station
Huaneng Luoyuan power station,coal,China,"Phase I, Unit 2",华能罗源电厂,operating,660,Fujian,Asia,2017,Huaneng Luoyuan Power Generation Co Ltd,Huaneng Power International Inc,26.41144,119.76429,https://www.gem.wiki/Huaneng_Luoyuan_power_station
Huaneng Luoyuan power station,coal,China,"Phase II, Unit 3",华能罗源电厂,cancelled,660,Fujian,Asia,,Huaneng Luoyuan Power Generation Co Ltd,Huaneng Power International Inc,26.41144,119.76429,https://www.gem.wiki/Huaneng_Luoyuan_power_station
Huaneng Luoyuan power station,coal,China,"Phase II, Unit 4",华能罗源电厂,cancelled,660,Fujian,Asia,,Huaneng Luoyuan Power Generation Co Ltd,Huaneng Power International Inc,26.41144,119.76429,https://www.gem.wiki/Huaneng_Luoyuan_power_station
Huaneng Mengxi power station,coal,China,Unit 1,华能北方联合电力蒙西发电厂,operating,300,Inner Mongolia,Asia,2008,Inner Mongolia North Mengxi Power Generation Co Ltd,China Huaneng Group [38.1%]; Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [24.5%]; Ordos Taiheng Investment Co Ltd [17.2%]; Guangdong Hengjian Investment Holding Co Ltd [7.8%]; Erdos Anter Investment Co Ltd [7.4%]; China Shenhua Energy Co Ltd [5.1%],39.89254,106.7662,https://www.gem.wiki/Huaneng_Mengxi_power_station
Huaneng Mengxi power station,coal,China,Unit 2,华能北方联合电力蒙西发电厂,operating,300,Inner Mongolia,Asia,2008,Inner Mongolia North Mengxi Power Generation Co Ltd,China Huaneng Group [38.1%]; Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [24.5%]; Ordos Taiheng Investment Co Ltd [17.2%]; Guangdong Hengjian Investment Holding Co Ltd [7.8%]; Erdos Anter Investment Co Ltd [7.4%]; China Shenhua Energy Co Ltd [5.1%],39.89254,106.7662,https://www.gem.wiki/Huaneng_Mengxi_power_station
Huaneng Mianchi power station,coal,China,Unit 1,华能国际渑池热电,operating,350,Henan,Asia,2016,Huaneng Mianchi Thermal Power Co Ltd,Huaneng Power International Inc [60.0%]; Yima Coal Industry Group Co Ltd [16.3%]; Sanmenxia Investment Group Co Ltd [12.6%]; China Cinda Asset Management Co Ltd [5.8%],34.76004,111.80803,https://www.gem.wiki/Huaneng_Mianchi_power_station
Huaneng Mianchi power station,coal,China,Unit 2,华能国际渑池热电,operating,350,Henan,Asia,2016,Huaneng Mianchi Thermal Power Co Ltd,Huaneng Power International Inc [60.0%]; Yima Coal Industry Group Co Ltd [16.3%]; Sanmenxia Investment Group Co Ltd [12.6%]; China Cinda Asset Management Co Ltd [5.8%],34.76004,111.80803,https://www.gem.wiki/Huaneng_Mianchi_power_station
Huaneng Nanchong power station,coal,China,Unit 1,华能南充电厂,cancelled,1000,Sichuan,Asia,,China Huaneng Group,China Huaneng Group,30.8,106.08333,https://www.gem.wiki/Huaneng_Nanchong_power_station
Huaneng Nanchong power station,coal,China,Unit 2,华能南充电厂,cancelled,1000,Sichuan,Asia,,China Huaneng Group,China Huaneng Group,30.8,106.08333,https://www.gem.wiki/Huaneng_Nanchong_power_station
Huaneng Ningxia Weizhou power station,coal,China,,华能宁夏韦州综合利用发电厂,cancelled,600,Ningxia,Asia,,China Huaneng Group,China Huaneng Group,37.288,106.484,https://www.gem.wiki/Huaneng_Ningxia_Weizhou_power_station
Huaneng Qufu power station,coal,China,Unit 1,华能曲阜热电厂,operating,225,Shandong,Asia,2006,Huaneng Qufu Thermal Power Co Ltd,Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group [10.0%]; ITOCHU Corp [5.9%],35.6078,116.93386,https://www.gem.wiki/Huaneng_Qufu_power_station
Huaneng Qufu power station,coal,China,Unit 2,华能曲阜热电厂,operating,225,Shandong,Asia,2006,Huaneng Qufu Thermal Power Co Ltd,Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group [10.0%]; ITOCHU Corp [5.9%],35.6078,116.93386,https://www.gem.wiki/Huaneng_Qufu_power_station
Huaneng Rizhao Lanshan power station,coal,China,Unit 1,华能日照岚山发电厂项目,cancelled,660,Shandong,Asia,,China Huaneng Group,China Huaneng Group,35.121,119.318,https://www.gem.wiki/Huaneng_Rizhao_Lanshan_power_station
Huaneng Rizhao Lanshan power station,coal,China,Unit 2,华能日照岚山发电厂项目,cancelled,660,Shandong,Asia,,China Huaneng Group,China Huaneng Group,35.121,119.318,https://www.gem.wiki/Huaneng_Rizhao_Lanshan_power_station
Huaneng Rizhao Lanshan power station,coal,China,Unit 3,华能日照岚山发电厂项目,cancelled,660,Shandong,Asia,,China Huaneng Group,China Huaneng Group,35.121,119.318,https://www.gem.wiki/Huaneng_Rizhao_Lanshan_power_station
Huaneng Rizhao Lanshan power station,coal,China,Unit 4,华能日照岚山发电厂项目,cancelled,660,Shandong,Asia,,China Huaneng Group,China Huaneng Group,35.121,119.318,https://www.gem.wiki/Huaneng_Rizhao_Lanshan_power_station
Huaneng Shanyin power station,coal,China,Unit 1,华能山阴煤电一体化项目,pre-permit,1000,Shanxi,Asia,,Huaneng Shanyin Power Generation Co Ltd,Huaneng Power International Inc [51.0%]; China National Coal Group [29.4%]; Beijing Ward Financial Investment Holding Co Ltd [19.0%],39.61432,112.77683,https://www.gem.wiki/Huaneng_Shanyin_power_station
Huaneng Shanyin power station,coal,China,Unit 2,华能山阴煤电一体化项目,pre-permit,1000,Shanxi,Asia,,Huaneng Shanyin Power Generation Co Ltd,Huaneng Power International Inc [51.0%]; China National Coal Group [29.4%]; Beijing Ward Financial Investment Holding Co Ltd [19.0%],39.61432,112.77683,https://www.gem.wiki/Huaneng_Shanyin_power_station
Huaneng Shanyin power station,coal,China,Unit 3,华能山阴煤电一体化项目,shelved,1000,Shanxi,Asia,,Huaneng Shanyin Power Generation Co Ltd,Huaneng Power International Inc [51.0%]; China National Coal Group [29.4%]; Beijing Ward Financial Investment Holding Co Ltd [19.0%],39.61432,112.77683,https://www.gem.wiki/Huaneng_Shanyin_power_station
Huaneng Shanyin power station,coal,China,Unit 4,华能山阴煤电一体化项目,shelved,1000,Shanxi,Asia,,Huaneng Shanyin Power Generation Co Ltd,Huaneng Power International Inc [51.0%]; China National Coal Group [29.4%]; Beijing Ward Financial Investment Holding Co Ltd [19.0%],39.61432,112.77683,https://www.gem.wiki/Huaneng_Shanyin_power_station
Huaneng Songyuan Cogen power station,coal,China,Unit 1,华能松原热电厂,operating,50,Jilin,Asia,2000,Huaneng Songyuan Thermal Power Co Ltd,China Huaneng Group,45.14332,124.78772,https://www.gem.wiki/Huaneng_Songyuan_Cogen_power_station
Huaneng Songyuan Cogen power station,coal,China,Unit 2,华能松原热电厂,operating,50,Jilin,Asia,2001,Huaneng Songyuan Thermal Power Co Ltd,China Huaneng Group,45.14332,124.78772,https://www.gem.wiki/Huaneng_Songyuan_Cogen_power_station
Huaneng Songyuan Cogen power station,coal,China,Unit 3,华能松原热电厂,operating,50,Jilin,Asia,2007,Huaneng Songyuan Thermal Power Co Ltd,China Huaneng Group,45.14332,124.78772,https://www.gem.wiki/Huaneng_Songyuan_Cogen_power_station
Huaneng Taicang power station,coal,China,"Phase I, Unit 1",华能太仓发电厂,operating,320,Jiangsu,Asia,2000,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Taicang power station,coal,China,"Phase I, Unit 2",华能太仓发电厂,operating,320,Jiangsu,Asia,2000,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Taicang power station,coal,China,"Phase II, Unit 3",华能太仓发电厂,operating,630,Jiangsu,Asia,2006,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Taicang power station,coal,China,"Phase II, Unit 4",华能太仓发电厂,operating,630,Jiangsu,Asia,2006,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Taicang power station,coal,China,"Phase III, Unit 5",华能太仓发电厂,pre-permit,1000,Jiangsu,Asia,,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Taicang power station,coal,China,"Phase III, Unit 6",华能太仓发电厂,pre-permit,1000,Jiangsu,Asia,,Hua Neng Taicang Power Co Ltd,Huaneng Power International Inc [75.0%]; Suzhou Chinese Consortium Holdings Co Ltd [10.0%]; Jiangsu Guoxin Investment Group Ltd [5.0%],31.65691,121.17932,https://www.gem.wiki/Huaneng_Taicang_power_station
Huaneng Usu power station,coal,China,Unit 1,华能乌苏热电厂,cancelled,660,Xinjiang,Asia,,Huaneng Xinjiang Energy Develop Co Ltd,China Huaneng Group [75.0%]; Shanghua Investment [25.0%],44.3895,84.7098,https://www.gem.wiki/Huaneng_Usu_power_station
Huaneng Usu power station,coal,China,Unit 2,华能乌苏热电厂,cancelled,660,Xinjiang,Asia,,Huaneng Xinjiang Energy Develop Co Ltd,China Huaneng Group [75.0%]; Shanghua Investment [25.0%],44.3895,84.7098,https://www.gem.wiki/Huaneng_Usu_power_station
Huaneng Wulashan power station,coal,China,"Phase I, Unit 1",华能北方联合电力乌拉山发电厂,retired,75,Inner Mongolia,Asia,1975,Northern United Power Co Ltd Urad Power Plant,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase I, Unit 2",华能北方联合电力乌拉山发电厂,retired,75,Inner Mongolia,Asia,1975,Northern United Power Co Ltd Urad Power Plant,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase II, Unit 3",华能北方联合电力乌拉山发电厂,retired,100,Inner Mongolia,Asia,1987,Northern United Power Co Ltd Urad Power Plant,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase III, Unit 4",华能北方联合电力乌拉山发电厂,operating,300,Inner Mongolia,Asia,2006,Inner Mongolia Power Company Wulashan Power Plant,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd,40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase III, Unit 5",华能北方联合电力乌拉山发电厂,operating,300,Inner Mongolia,Asia,2006,Inner Mongolia Power Company Wulashan Power Plant,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd,40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase IV, Unit 6",华能北方联合电力乌拉山发电厂,cancelled,600,Inner Mongolia,Asia,,Inner Mongolia Power Company Wulashan Power Plant,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd,40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wulashan power station,coal,China,"Phase IV, Unit 7",华能北方联合电力乌拉山发电厂,cancelled,600,Inner Mongolia,Asia,,Inner Mongolia Power Company Wulashan Power Plant,Inner Mongolia MengDian HuaNeng Thermal Power Corporation Ltd,40.65111,108.76778,https://www.gem.wiki/Huaneng_Wulashan_power_station
Huaneng Wuzhong Taiyangshan power station,coal,China,Unit 1,华能吴忠太阳山综合利用发电厂,cancelled,300,Ningxia,Asia,,China Huaneng Group,China Huaneng Group,37.451,106.227,https://www.gem.wiki/Huaneng_Wuzhong_Taiyangshan_power_station
Huaneng Wuzhong Taiyangshan power station,coal,China,Unit 2,华能吴忠太阳山综合利用发电厂,cancelled,300,Ningxia,Asia,,China Huaneng Group,China Huaneng Group,37.451,106.227,https://www.gem.wiki/Huaneng_Wuzhong_Taiyangshan_power_station
Huaneng Xilinguole Wulagai power station,coal,China,Phases I & II,华能锡林郭勒乌拉盖,cancelled,5200,Inner Mongolia,Asia,,North United Power Corp,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],45.479,117.446,https://www.gem.wiki/Huaneng_Xilinguole_Wulagai_power_station
Huaneng Xining power station,coal,China,Unit 1,华能西宁热电厂,operating,350,Qinghai,Asia,2015,Yellow River Xining Thermal Power Co Ltd,State Power Investment Co Ltd [85.3%]; Qinghai Development Investment Co Ltd [9.4%],36.6288,101.62875,https://www.gem.wiki/Huaneng_Xining_power_station
Huaneng Xining power station,coal,China,Unit 2,华能西宁热电厂,operating,350,Qinghai,Asia,2016,Yellow River Xining Thermal Power Co Ltd,State Power Investment Co Ltd [85.3%]; Qinghai Development Investment Co Ltd [9.4%],36.6288,101.62875,https://www.gem.wiki/Huaneng_Xining_power_station
Huaneng Yangpu Cogen power station,coal,China,Unit 1,华能洋浦热电联产,cancelled,350,Hainan,Asia,,Huaneng Yangpu Thermal Power Co Ltd,Huaneng Power International Inc [82.6%]; Hainan Yangpu Development and Construction HOLDINGS Co Ltd [10.0%],19.83214,109.20381,https://www.gem.wiki/Huaneng_Yangpu_Cogen_power_station
Huaneng Yangpu Cogen power station,coal,China,Unit 2,华能洋浦热电联产,cancelled,350,Hainan,Asia,,Huaneng Yangpu Thermal Power Co Ltd,Huaneng Power International Inc [82.6%]; Hainan Yangpu Development and Construction HOLDINGS Co Ltd [10.0%],19.83214,109.20381,https://www.gem.wiki/Huaneng_Yangpu_Cogen_power_station
Huaneng Yangqu power station,coal,China,Unit 1,华能阳曲热电联产项目,cancelled,350,Shanxi,Asia,,Shanxi Branch of Huaneng International Power Co Ltd,Huaneng Power International Inc,38.058,112.673,https://www.gem.wiki/Huaneng_Yangqu_power_station
Huaneng Yangqu power station,coal,China,Unit 2,华能阳曲热电联产项目,cancelled,350,Shanxi,Asia,,Shanxi Branch of Huaneng International Power Co Ltd,Huaneng Power International Inc,38.058,112.673,https://www.gem.wiki/Huaneng_Yangqu_power_station
Huaneng Yantai Bajiao power station,coal,China,Unit 1,华能烟台八角发电厂,operating,670,Shandong,Asia,2018,Huaneng Wanhua Yantai Bajiao Thermal Power Co Ltd,Wanhua Chemical Group Co Ltd [50.0%]; Huaneng Power International Inc [40.0%]; China Huaneng Group [10.0%],37.69452,121.12742,https://www.gem.wiki/Huaneng_Yantai_Bajiao_power_station
Huaneng Yantai Bajiao power station,coal,China,Unit 2,华能烟台八角发电厂,operating,670,Shandong,Asia,2019,Huaneng Wanhua Yantai Bajiao Thermal Power Co Ltd,Wanhua Chemical Group Co Ltd [50.0%]; Huaneng Power International Inc [40.0%]; China Huaneng Group [10.0%],37.69452,121.12742,https://www.gem.wiki/Huaneng_Yantai_Bajiao_power_station
Huaneng Yantai power station,coal,China,Unit 1,华能烟台电厂,retired,50,Shandong,Asia,1976,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 2,华能烟台电厂,retired,50,Shandong,Asia,1976,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 3,华能烟台电厂,retired,110,Shandong,Asia,1993,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 4,华能烟台电厂,operating,110,Shandong,Asia,1996,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 5,华能烟台电厂,operating,160,Shandong,Asia,2005,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 6,华能烟台电厂,operating,160,Shandong,Asia,2005,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yantai power station,coal,China,Unit 7,华能烟台电厂,operating,160,Shandong,Asia,2006,Huaneng Shandong Power Generation Co Ltd Yantai Power Plant,Huaneng Power International Inc [80.0%]; China Huaneng Group [20.0%],37.53281,121.31493,https://www.gem.wiki/Huaneng_Yantai_power_station
Huaneng Yueyang power station,coal,China,"Phase I, Unit 1",华能岳阳发电厂,operating,362.5,Hunan,Asia,1992,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase I, Unit 2",华能岳阳发电厂,operating,362.5,Hunan,Asia,1992,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase II, Unit 3",华能岳阳发电厂,operating,300,Hunan,Asia,2006,Huaneng International Power Co Ltd Yueyang Power Plant,Huaneng Power International Inc,29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase II, Unit 4",华能岳阳发电厂,operating,300,Hunan,Asia,2006,Huaneng International Power Co Ltd Yueyang Power Plant,Huaneng Power International Inc,29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase III, Unit 5",华能岳阳发电厂,operating,600,Hunan,Asia,2011,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase III, Unit 6",华能岳阳发电厂,operating,600,Hunan,Asia,2012,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase IV, Unit 7",华能岳阳发电厂,cancelled,1000,Hunan,Asia,,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Yueyang power station,coal,China,"Phase IV, Unit 8",华能岳阳发电厂,cancelled,1000,Hunan,Asia,,Huaneng Hunan Yueyang Power Generation Co Ltd,Huaneng Power International Inc [55.0%]; Meiya Xiangtou Power Co Ltd [22.5%]; Hunan Xiangtou Holding Group Co Ltd [19.0%],29.44979,113.1623,https://www.gem.wiki/Huaneng_Yueyang_power_station
Huaneng Zhanhua power station,coal,China,"Phase I, Unit 1",华能沾化热电厂,retired,125,Shandong,Asia,1976,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhanhua power station,coal,China,"Phase I, Unit 2",华能沾化热电厂,retired,125,Shandong,Asia,1977,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhanhua power station,coal,China,"Phase II, Unit 3",华能沾化热电厂,retired,165,Shandong,Asia,2005,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhanhua power station,coal,China,"Phase II, Unit 4",华能沾化热电厂,retired,165,Shandong,Asia,2005,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhanhua power station,coal,China,"Phase III, Unit 5",华能沾化热电厂,cancelled,1000,Shandong,Asia,,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhanhua power station,coal,China,"Phase III, Unit 6",华能沾化热电厂,cancelled,1000,Shandong,Asia,,Huaneng Zhanhua Thermal Power Co Ltd,Huaneng Power International Inc,37.68431,118.11104,https://www.gem.wiki/Huaneng_Zhanhua_power_station
Huaneng Zhunxing power station,coal,China,Phase I,华能北方联合电力准兴坑口电厂,cancelled,1200,Inner Mongolia,Asia,,North United Power Corp,China Huaneng Group [74.8%]; Guangdong Hengjian Investment Holding Co Ltd [15.2%]; China Shenhua Energy Co Ltd [10.0%],42.8,113.8,https://www.gem.wiki/Huaneng_Zhunxing_power_station
Huangdao power station,coal,China,Unit 1,大唐黄岛发电厂,retired,135,Shandong,Asia,1978,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huangdao power station,coal,China,Unit 2,大唐黄岛发电厂,retired,135,Shandong,Asia,1980,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huangdao power station,coal,China,Unit 3,大唐黄岛发电厂,operating,225,Shandong,Asia,1990,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huangdao power station,coal,China,Unit 4,大唐黄岛发电厂,operating,225,Shandong,Asia,1990,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huangdao power station,coal,China,Unit 5,大唐黄岛发电厂,operating,680,Shandong,Asia,2006,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huangdao power station,coal,China,Unit 6,大唐黄岛发电厂,operating,680,Shandong,Asia,2007,Datang Huangdao Power Generation Co Ltd,China Datang Corp [80.0%]; Qingdao Guoxin Development (Group) Co Ltd [20.0%],36.03833,120.21944,https://www.gem.wiki/Huangdao_power_station
Huanggang Paper Mill Cogen Power Station,coal,China,Unit 1,晨鸣纸业黄冈自备热电厂,construction,125,Hubei,Asia,,Huanggang Chenming PULP&PAPER Co Ltd,Shandong Chenming Paper Holdings Ltd [70.2%]; Hubei Changjiang Chenming Huanggang Equity Investment Fund Partnership LP [29.8%],30.57229,115.01697,https://www.gem.wiki/Huanggang_Paper_Mill_Cogen_Power_Station
Huanggang Paper Mill Cogen Power Station,coal,China,Unit 2,晨鸣纸业黄冈自备热电厂,construction,125,Hubei,Asia,,Huanggang Chenming PULP&PAPER Co Ltd,Shandong Chenming Paper Holdings Ltd [70.2%]; Hubei Changjiang Chenming Huanggang Equity Investment Fund Partnership LP [29.8%],30.57229,115.01697,https://www.gem.wiki/Huanggang_Paper_Mill_Cogen_Power_Station
