project,type,country,unit,plant_local,status,capacity,subnational,region,start_year,owner,parent,lat,lng,url
ZeroGen,coal,Australia,IGCC with CCS,,cancelled,500,Queensland,Oceania,,Stanwell Corp Ltd,Stanwell Corp Ltd,-23.50911,150.3178,https://www.gem.wiki/ZeroGen
Duernrohr power station,coal,Austria,Unit 1,,retired,450,Lower Austria,Europe,1985,Verbund Thermal Power GmbH & Co KG,Verbund AG,48.32611,15.92333,https://www.gem.wiki/Duernrohr_power_station
Duernrohr power station,coal,Austria,Unit 2,,retired,352,Lower Austria,Europe,1987,EVN AG,EVN AG,48.32611,15.92333,https://www.gem.wiki/Duernrohr_power_station
Enns Power Station,coal,Austria,,,cancelled,800,Enns,Europe,,Energie AG,Energie AG,48.21309,14.47522,https://www.gem.wiki/Enns_Power_Station
Mellach power station,coal,Austria,,,retired,246,Styria,Europe,1986,Verbund Thermal Power GmbH & Co KG,Verbund AG,46.90819,15.49231,https://www.gem.wiki/Mellach_power_station
Riedersbach power station,coal,Austria,Unit 1,,retired,55,Upper Austria,Europe,1969,Energie AG Oberösterreich,Energie AG,48.03177,12.84312,https://www.gem.wiki/Riedersbach_power_station
Riedersbach power station,coal,Austria,Unit 2,,retired,165,Upper Austria,Europe,1986,Energie AG Oberösterreich,Energie AG,48.03177,12.84312,https://www.gem.wiki/Riedersbach_power_station
St Andrae power station,coal,Austria,Unit 1,,retired,68,Carinthia,Europe,1996,Verbund Austrian Hydropower AG,Verbund AG,46.75,14.81667,https://www.gem.wiki/St_Andrae_power_station
St Andrae power station,coal,Austria,Unit 2,,retired,124,Carinthia,Europe,1996,Verbund Austrian Hydropower AG,Verbund AG,46.75,14.81667,https://www.gem.wiki/St_Andrae_power_station
Timelkam power station,coal,Austria,Unit 4,,retired,66,Upper Austria,Europe,1962,Energie AG Oberösterreich,Energie AG,48.01081,13.58911,https://www.gem.wiki/Timelkam_power_station
Voitsberg power station,coal,Austria,Unit 3,,retired,330,Styria,Europe,1983,Verbund AG,Verbund AG,47.0475,15.16028,https://www.gem.wiki/Voitsberg_power_station
Zeltweg power station,coal,Austria,Unit 1,,retired,137,Styria,Europe,1962,Verbund AG,Verbund AG,47.25,15.16667,https://www.gem.wiki/Zeltweg_power_station
Banshkhali power station (Beximco),coal,Bangladesh,,,cancelled,660,Chittagong,Asia,,Power Construction Corporation of China Ltd,Power Construction Corporation of China Ltd,22.025,91.955,https://www.gem.wiki/Banshkhali_power_station_(Beximco)
Banshkhali power station (S Alam),coal,Bangladesh,Unit 1,,construction,660,Chittagong,Asia,2023,S Alam Group [70.0%]; Shandong Electric Power Construction Corporation III [20.0%]; STG Development Group [10.0%],S Alam Group [70.0%]; Shandong Electric Power Construction Corporation III [20.0%]; STG Development Group [10.0%],21.97084,91.88893,https://www.gem.wiki/Banshkhali_power_station_(S_Alam)
Banshkhali power station (S Alam),coal,Bangladesh,Unit 2,,construction,660,Chittagong,Asia,2023,S Alam Group [70.0%]; Shandong Electric Power Construction Corporation III [20.0%]; STG Development Group [10.0%],S Alam Group [70.0%]; Shandong Electric Power Construction Corporation III [20.0%]; STG Development Group [10.0%],21.97907,91.88894,https://www.gem.wiki/Banshkhali_power_station_(S_Alam)
Barapukuria power station,coal,Bangladesh,Unit 1,,operating,125,Rangpur,Asia,2006,Bangladesh Power Development Board,Bangladesh Power Development Board,25.55376,88.94863,https://www.gem.wiki/Barapukuria_power_station
Barapukuria power station,coal,Bangladesh,Unit 2,,operating,125,Rangpur,Asia,2006,Bangladesh Power Development Board,Bangladesh Power Development Board,25.55376,88.94863,https://www.gem.wiki/Barapukuria_power_station
Barapukuria power station,coal,Bangladesh,Unit 3,,operating,275,Rangpur,Asia,2018,Bangladesh Power Development Board,Bangladesh Power Development Board,25.55344,88.95048,https://www.gem.wiki/Barapukuria_power_station
Barisal power station,coal,Bangladesh,Unit 1,,operating,350,Barisal,Asia,2022,Barisal Electric Power Co Ltd,Power Construction Corporation of China Ltd [96.0%],21.96103,90.06271,https://www.gem.wiki/Barisal_power_station
Barisal power station,coal,Bangladesh,Unit 2,,shelved,350,Barisal,Asia,,Barisal Electric Power Co Ltd,Power Construction Corporation of China Ltd [96.0%],21.96103,90.06271,https://www.gem.wiki/Barisal_power_station
Bhola power station (S Alam),coal,Bangladesh,,,cancelled,217,Barisal,Asia,,S Alam Group; LANCO Infratech Ltd,LANCO Infratech Ltd; S Alam Group,22.6903,90.6525,https://www.gem.wiki/Bhola_power_station_(S_Alam)
Boalkhali power station (Beximco),coal,Bangladesh,,,cancelled,660,Chittagong,Asia,,Power Construction Corporation of China Ltd,Power Construction Corporation of China Ltd,21.55,91.95,https://www.gem.wiki/Boalkhali_power_station_(Beximco)
Chittagong power station (Orion),coal,Bangladesh,,,cancelled,283,Chittagong,Asia,,Orion Group,Orion Group,22.3242,91.8622,https://www.gem.wiki/Chittagong_power_station_(Orion)
CPGCBL-Sumitomo power station,coal,Bangladesh,Unit 1,,cancelled,600,Chittagong,Asia,,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.62313,91.90369,https://www.gem.wiki/CPGCBL-Sumitomo_power_station
CPGCBL-Sumitomo power station,coal,Bangladesh,Unit 2,,cancelled,600,Chittagong,Asia,,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.62313,91.90369,https://www.gem.wiki/CPGCBL-Sumitomo_power_station
Daudkandi power station,coal,Bangladesh,Unit 1,,cancelled,660,Chittagong,Asia,,Power Construction Corporation of China Ltd; Meghna Group,Meghna Group; Power Construction Corporation of China Ltd,23.53333,90.71667,https://www.gem.wiki/Daudkandi_power_station
Daudkandi power station,coal,Bangladesh,Unit 2,,cancelled,660,Chittagong,Asia,,Power Construction Corporation of China Ltd; Meghna Group,Meghna Group; Power Construction Corporation of China Ltd,23.53333,90.71667,https://www.gem.wiki/Daudkandi_power_station
Dighipara power station,coal,Bangladesh,,,cancelled,1000,Rangpur,Asia,2032,North-West Power Generation Co Ltd,North-West Power Generation Co Ltd,25.41667,89.08333,https://www.gem.wiki/Dighipara_power_station
Gaibandha Ashuganj power station,coal,Bangladesh,Unit 1,,cancelled,660,Gaibandha,Asia,,Ashuganj Power Station Co Ltd,Ashuganj Power Station Co Ltd,25.2979,89.59399,https://www.gem.wiki/Gaibandha_Ashuganj_power_station
Gaibandha Ashuganj power station,coal,Bangladesh,Unit 2,,cancelled,660,Gaibandha,Asia,,Ashuganj Power Station Co Ltd,Ashuganj Power Station Co Ltd,25.2979,89.59399,https://www.gem.wiki/Gaibandha_Ashuganj_power_station
Gazaria power station (RPCL),coal,Bangladesh,,,cancelled,350,Dhaka,Asia,,Rural Power Co Ltd,Rural Power Co Ltd,23.52401,90.6272,https://www.gem.wiki/Gazaria_power_station_(RPCL)
Khulna power station (Orion),coal,Bangladesh,,,cancelled,660,Khulna,Asia,,Orion Power Khulna,Orion Group,22.57122,89.56621,https://www.gem.wiki/Khulna_power_station_(Orion)
Maheshkhali power station (BPDB/RPCL),coal,Bangladesh,Unit 1,,pre-permit,660,Chittagong,Asia,2030,BR Powergen,Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],21.62313,91.90369,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL)
Maheshkhali power station (BPDB/RPCL),coal,Bangladesh,Unit 2,,pre-permit,660,Chittagong,Asia,2030,BR Powergen,Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],21.62313,91.90369,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL)
Maheshkhali power station (BPDB/TNB),coal,Bangladesh,Unit 1,,cancelled,660,Chittagong,Asia,,Bangladesh Power Development Board,Bangladesh Power Development Board,21.6291,91.9002,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/TNB)
Maheshkhali power station (BPDB/TNB),coal,Bangladesh,Unit 2,,cancelled,660,Chittagong,Asia,,Bangladesh Power Development Board,Bangladesh Power Development Board,21.6291,91.9002,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/TNB)
Maheshkhali power station (Huadian),coal,Bangladesh,Unit 1,,cancelled,660,Chittagong,Asia,2027,Huadian Chittagong,Huadian Chittagong,21.63415,91.89849,https://www.gem.wiki/Maheshkhali_power_station_(Huadian)
Maheshkhali power station (Huadian),coal,Bangladesh,Unit 2,,cancelled,660,Chittagong,Asia,2027,Huadian Chittagong,Huadian Chittagong,21.63415,91.89849,https://www.gem.wiki/Maheshkhali_power_station_(Huadian)
Maheshkhali power station (KEPCO),coal,Bangladesh,Unit 1,,cancelled,660,Chittagong,Asia,2029,Korea Electric Power Corp,Korea Electric Power Corp,21.63295,91.90193,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO)
Maheshkhali power station (KEPCO),coal,Bangladesh,Unit 2,,cancelled,660,Chittagong,Asia,2029,Korea Electric Power Corp,Korea Electric Power Corp,21.63295,91.90193,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO)
Maheshkhali power station (PowerChina),coal,Bangladesh,Unit 1,,cancelled,660,Chittagong,Asia,2028,Bangladesh Power Development Board; Shandong Electric Power Construction Corporation III,Bangladesh Power Development Board; Shandong Electric Power Construction Corporation III,21.62313,91.90369,https://www.gem.wiki/Maheshkhali_power_station_(PowerChina)
Maheshkhali power station (PowerChina),coal,Bangladesh,Unit 2,,cancelled,660,Chittagong,Asia,2028,Bangladesh Power Development Board; Shandong Electric Power Construction Corporation III,Bangladesh Power Development Board; Shandong Electric Power Construction Corporation III,21.62313,91.90369,https://www.gem.wiki/Maheshkhali_power_station_(PowerChina)
Matarbari Kohelia power station,coal,Bangladesh,"Phase I, Unit 1",,cancelled,700,Chittagong,Asia,2023,CPGCBL/Sembcorp JV,Coal Power Generation Company Bangladesh Ltd; Sembcorp,21.70687,91.891,https://www.gem.wiki/Matarbari_Kohelia_power_station
Matarbari Kohelia power station,coal,Bangladesh,"Phase II, Unit 1",,cancelled,700,Chittagong,Asia,2032,CPGCBL/Sembcorp JV,Coal Power Generation Company Bangladesh Ltd; Sembcorp,21.70687,91.891,https://www.gem.wiki/Matarbari_Kohelia_power_station
Matarbari power station,coal,Bangladesh,"Phase I, Unit 1",,construction,600,Chittagong,Asia,2024,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.70184,91.8834,https://www.gem.wiki/Matarbari_power_station
Matarbari power station,coal,Bangladesh,"Phase I, Unit 2",,construction,600,Chittagong,Asia,2024,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.70184,91.8834,https://www.gem.wiki/Matarbari_power_station
Matarbari power station,coal,Bangladesh,"Phase II, Unit 1",,cancelled,600,Chittagong,Asia,2028,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.70184,91.8834,https://www.gem.wiki/Matarbari_power_station
Matarbari power station,coal,Bangladesh,"Phase II, Unit 2",,cancelled,600,Chittagong,Asia,2028,Coal Power Generation Company Bangladesh Ltd,Coal Power Generation Company Bangladesh Ltd,21.70184,91.8834,https://www.gem.wiki/Matarbari_power_station
Mawa power station,coal,Bangladesh,,,cancelled,635,Dhaka,Asia,2022,Orion Power Dhaka Ltd,Orion Group,23.47093,90.27172,https://www.gem.wiki/Mawa_power_station
Mirsarai power station,coal,Bangladesh,Unit 1,মীরসরাই power station,cancelled,150,Chittagong,Asia,,BSRM,Chittagong Power Co Ltd,22.77167,91.575,https://www.gem.wiki/Mirsarai_power_station
Mirsarai power station,coal,Bangladesh,Unit 2,মীরসরাই power station,cancelled,150,Chittagong,Asia,,BSRM,Chittagong Power Co Ltd,22.77167,91.575,https://www.gem.wiki/Mirsarai_power_station
Mirsarai power station (Hangzhou Jinjiang),coal,Bangladesh,Unit 1,মীরসরাই power station,cancelled,660,Chittagong,Asia,,Bangladesh Power Development Board; Zhejiang Jindun Holding Group Co,Bangladesh Power Development Board; Zhejiang Jindun Holding Group Co,22.75763,91.46954,https://www.gem.wiki/Mirsarai_power_station_(Hangzhou_Jinjiang)
Mirsarai power station (Hangzhou Jinjiang),coal,Bangladesh,Unit 2,মীরসরাই power station,cancelled,660,Chittagong,Asia,,Bangladesh Power Development Board; Zhejiang Jindun Holding Group Co,Bangladesh Power Development Board; Zhejiang Jindun Holding Group Co,22.75763,91.46954,https://www.gem.wiki/Mirsarai_power_station_(Hangzhou_Jinjiang)
Munshiganj power station,coal,Bangladesh,Phase I,,cancelled,400,Dhaka,Asia,2026,Electricity Generation Company of Bangladesh Ltd,Electricity Generation Company of Bangladesh Ltd,23.54189,90.57147,https://www.gem.wiki/Munshiganj_power_station
Munshiganj power station,coal,Bangladesh,Phase II,,cancelled,400,Dhaka,Asia,2027,Electricity Generation Company of Bangladesh Ltd,Electricity Generation Company of Bangladesh Ltd,23.54189,90.57147,https://www.gem.wiki/Munshiganj_power_station
Orion power station,coal,Bangladesh,,,pre-permit,700,Dhaka,Asia,2026,Orion Power Unit-2 Dhaka Ltd,Orion Group Pvt Ltd,23.61095,90.59335,https://www.gem.wiki/Orion_power_station
Patuakhali power station (Ashuganj),coal,Bangladesh,"Phase I, Unit 1",,cancelled,660,Barisal,Asia,2024,Ashuganj Power Station Co Ltd; China Energy Engineering Corp Ltd,Ashuganj Power Station Co Ltd; China Energy Engineering Corp Ltd,22.05648,90.31949,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj)
Patuakhali power station (Ashuganj),coal,Bangladesh,"Phase I, Unit 2",,cancelled,660,Barisal,Asia,2024,Ashuganj Power Station Co Ltd; China Energy Engineering Corp Ltd,Ashuganj Power Station Co Ltd; China Energy Engineering Corp Ltd,22.05648,90.31949,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj)
Patuakhali power station (Ashuganj),coal,Bangladesh,"Phase II, Unit 1",,cancelled,660,Barisal,Asia,2030,Ashuganj Power Station Co Ltd,Ashuganj Power Station Co Ltd,22.05648,90.31949,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj)
Patuakhali power station (Ashuganj),coal,Bangladesh,"Phase II, Unit 2",,cancelled,660,Barisal,Asia,2030,Ashuganj Power Station Co Ltd,Ashuganj Power Station Co Ltd,22.05648,90.31949,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj)
Patuakhali power station (RPCL/NORINCO),coal,Bangladesh,"Phase I, Unit 1",,construction,660,Barisal,Asia,2024,Norinco; Rural Power Co Ltd,Norinco; Rural Power Co Ltd,22.02515,90.31235,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO)
Patuakhali power station (RPCL/NORINCO),coal,Bangladesh,"Phase I, Unit 2",,construction,660,Barisal,Asia,2024,Norinco; Rural Power Co Ltd,Norinco; Rural Power Co Ltd,22.02515,90.31235,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO)
Patuakhali power station (RPCL/NORINCO),coal,Bangladesh,"Phase II, Unit 1",,shelved,660,Barisal,Asia,2031,Norinco; Rural Power Co Ltd,Norinco; Rural Power Co Ltd,22.02515,90.31235,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO)
Patuakhali power station (RPCL/NORINCO),coal,Bangladesh,"Phase II, Unit 2",,shelved,660,Barisal,Asia,2031,Norinco; Rural Power Co Ltd,Norinco; Rural Power Co Ltd,22.02515,90.31235,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO)
Payra power station (BCPCL),coal,Bangladesh,"Phase I, Unit 1",,operating,660,Barisal,Asia,2020,Bangladesh-China Power Co Ltd,Bangladesh-China Power Co Ltd,22.00197,90.30821,https://www.gem.wiki/Payra_power_station_(BCPCL)
Payra power station (BCPCL),coal,Bangladesh,"Phase I, Unit 2",,operating,660,Barisal,Asia,2020,Bangladesh-China Power Co Ltd,Bangladesh-China Power Co Ltd,22.00197,90.30821,https://www.gem.wiki/Payra_power_station_(BCPCL)
Payra power station (BCPCL),coal,Bangladesh,"Phase II, Unit 1",,construction,660,Barisal,Asia,2025,Bangladesh-China Power Co Ltd,Bangladesh-China Power Co Ltd,21.98667,90.24167,https://www.gem.wiki/Payra_power_station_(BCPCL)
Payra power station (BCPCL),coal,Bangladesh,"Phase II, Unit 2",,construction,660,Barisal,Asia,2026,Bangladesh-China Power Co Ltd,Bangladesh-China Power Co Ltd,21.98667,90.24167,https://www.gem.wiki/Payra_power_station_(BCPCL)
Pekua power station,coal,Bangladesh,"Phase I, Unit 1",,cancelled,650,Chittagong,Asia,2025,Mitsui & Co Ltd,Mitsui & Co Ltd,21.81381,91.93953,https://www.gem.wiki/Pekua_power_station
Pekua power station,coal,Bangladesh,"Phase I, Unit 2",,cancelled,650,Chittagong,Asia,2025,Mitsui & Co Ltd,Mitsui & Co Ltd,21.81381,91.93953,https://www.gem.wiki/Pekua_power_station
Pekua power station,coal,Bangladesh,"Phase II, Unit 1",,cancelled,650,Chittagong,Asia,2030,Mitsui & Co Ltd,Mitsui & Co Ltd,21.81381,91.93953,https://www.gem.wiki/Pekua_power_station
Pekua power station,coal,Bangladesh,"Phase II, Unit 2",,cancelled,650,Chittagong,Asia,2030,Mitsui & Co Ltd,Mitsui & Co Ltd,21.81381,91.93953,https://www.gem.wiki/Pekua_power_station
Phulbari Coal Project (Asia Energy),coal,Bangladesh,,,cancelled,1000,Rangpur,Asia,,Asia Energy Corp,GCM Resources,25.94687,89.55324,https://www.gem.wiki/Phulbari_Coal_Project_(Asia_Energy)
Phulbari power station (China Gezhouba),coal,Bangladesh,Unit 1,,cancelled,1000,Rangpur,Asia,,China Energy Engineering Corp Ltd; GCM Resources,China Energy Engineering Corp Ltd; GCM Resources,25.94687,89.55324,https://www.gem.wiki/Phulbari_power_station_(China_Gezhouba)
Phulbari power station (China Gezhouba),coal,Bangladesh,Unit 2,,cancelled,1000,Rangpur,Asia,,China Energy Engineering Corp Ltd; GCM Resources,China Energy Engineering Corp Ltd; GCM Resources,25.94687,89.55324,https://www.gem.wiki/Phulbari_power_station_(China_Gezhouba)
Phulbari power station (Sinohydro),coal,Bangladesh,Unit 1,,announced,1000,Rangpur,Asia,,Power Construction Corporation of China Ltd; GCM Resources,GCM Resources; Power Construction Corporation of China Ltd,25.94687,89.55324,https://www.gem.wiki/Phulbari_power_station_(Sinohydro)
Phulbari power station (Sinohydro),coal,Bangladesh,Unit 2,,announced,1000,Rangpur,Asia,,Power Construction Corporation of China Ltd; GCM Resources,GCM Resources; Power Construction Corporation of China Ltd,25.94687,89.55324,https://www.gem.wiki/Phulbari_power_station_(Sinohydro)
Phulbari power station (Sinohydro),coal,Bangladesh,Unit 3,,announced,1000,Rangpur,Asia,,Power Construction Corporation of China Ltd; GCM Resources,GCM Resources; Power Construction Corporation of China Ltd,25.94687,89.55324,https://www.gem.wiki/Phulbari_power_station_(Sinohydro)
