project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
Itaipu hydroelectric plant,14000,MW,hydropower,operating,1984.0,Itaipú Binational,Itaipu Binacional,-25.4078,-54.5892,exact,https://gem.wiki/Itaipu_hydroelectric_plant,"Brazil, Paraguay",Americas,Latin America and the Caribbean
Belmeken hydroelectric plant,375,MW,hydropower,operating,1974.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),42.1994,23.858,exact,https://gem.wiki/Belmeken_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Chaira hydroelectric plant,864,MW,hydropower,operating,1995.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),42.1622,23.8714,exact,https://gem.wiki/Chaira_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Devin hydroelectric plant,88,MW,hydropower,operating,1984.0,Natsionalna Elektricheska Kompania (NEK),,41.7204,24.4247,exact,https://gem.wiki/Devin_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Ivailovgrad hydroelectric plant,114,MW,hydropower,operating,1964.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),41.5839,26.1075,exact,https://gem.wiki/Ivailovgrad_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Kardjali hydroelectric plant,110,MW,hydropower,operating,1963.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),41.6326,25.3386,exact,https://gem.wiki/Kardjali_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Krichim hydroelectric plant,80,MW,hydropower,operating,1972.0,Natsionalna Elektricheska Kompania (NEK),,41.9406,24.4469,exact,https://gem.wiki/Krichim_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Momina Klisura hydroelectric plant,120,MW,hydropower,operating,1975.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),42.232,23.9493,exact,https://gem.wiki/Momina_Klisura_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Orfeus hydroelectric plant,160,MW,hydropower,operating,1975.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),41.9405,24.4475,exact,https://gem.wiki/Orfeus_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Peshtera hydroelectric plant,135,MW,hydropower,operating,1959.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),42.0132,24.2574,exact,https://gem.wiki/Peshtera_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Sestrimo hydroelectric plant,240,MW,hydropower,operating,1974.0,Natsionalna Elektricheska Kompania (NEK),Natsionalna Elektricheska Kompania (NEK),42.2084,23.9158,exact,https://gem.wiki/Sestrimo_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Studen Kladenets hydroelectric plant,81,MW,hydropower,operating,1958.0,Natsionalna Elektricheska Kompania (NEK),,41.612,25.6404,exact,https://gem.wiki/Studen_Kladenets_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Tsankov Kamak hydroelectric plant,85,MW,hydropower,operating,2009.0,Natsionalna Elektricheska Kompania (NEK),,41.8322,24.4214,exact,https://gem.wiki/Tsankov_Kamak_hydroelectric_plant,Bulgaria,Europe,Eastern Europe
Turnu Magurele - Nikopol hydroelectric plant,400,MW,hydropower,shelved,,,,43.7082,24.8872,approximate,https://gem.wiki/Turnu_Magurele_-_Nikopol_hydroelectric_plant,"Bulgaria, Romania",Europe,Eastern Europe
Kamchay hydroelectric plant,194,MW,hydropower,operating,2011.0,Sinohydro,Sinohydro Kamchay Hydroelectric Project CO LTD,10.703,104.1187,exact,https://gem.wiki/Kamchay_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Lower Sesan 2 hydroelectric plant,400,MW,hydropower,operating,2017.0,Hydro Lancang International Energy [51%]; Royal Group of Cambodia [39%]; Electricity Vietnam International [10%],Hydropower Lower Sesan 2 CO LTD,13.5531,106.256,exact,https://gem.wiki/Lower_Sesan_2_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Russei Chrum Krom Lower hydroelectric plant,132,MW,hydropower,operating,2015.0,China Huadian Group CO LTD,,11.8244,103.109,exact,https://gem.wiki/Russei_Chrum_Krom_Lower_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Russei Chrum Krom Upper hydroelectric plant,206,MW,hydropower,operating,2013.0,China Huadian Group CO LTD,,11.8574,103.1027,exact,https://gem.wiki/Russei_Chrum_Krom_Upper_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Sambor hydroelectric plant,2600,MW,hydropower,pre-construction,,,,12.5433,104.8145,approximate,https://gem.wiki/Sambor_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Atay hydroelectric plant,120,MW,hydropower,operating,2013.0,China Datang CORP,Cambodia Hydropower Development CO LTD,11.9722,103.1453,exact,https://gem.wiki/Stung_Atay_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Pursat hydroelectric plant,80,MW,hydropower,construction,2026.0,SPHP Cambodia CO LTD,,12.542,103.9197,approximate,https://gem.wiki/Stung_Pursat_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Tatai Leu hydroelectric plant,150,MW,hydropower,pre-construction,,China National Heavy Machinery CORP (CHMC),,12.5433,104.8145,approximate,https://gem.wiki/Stung_Tatai_Leu_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Tatay hydroelectric plant,246,MW,hydropower,operating,2015.0,China National Heavy Machinery CORP (CHMC),Cambodian Tatay Hydropower LTD (CTHL),11.5897,103.1697,exact,https://gem.wiki/Stung_Tatay_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Treng hydroelectric plant,1400,MW,hydropower,pre-construction,,Royal Group of Cambodia; China (Cambodia) Rich International CO LTD,,12.5433,104.8145,approximate,https://gem.wiki/Stung_Treng_hydroelectric_plant,Cambodia,Asia,South-eastern Asia
Stung Num hydroelectric plant,102,MW,hydropower,inactive,,Koh Kong Seaboard CO,,11.6509,102.9096,approximate,https://gem.wiki/Stung_Num_hydroelectric_plant,"Cambodia, Thailand",Asia,South-eastern Asia
Bini à Warak hydroelectric plant,75,MW,hydropower,shelved,,,,7.497,13.8801,approximate,https://gem.wiki/Bini_à_Warak_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Chollet hydroelectric plant,600,MW,hydropower,pre-construction,2025.0,,,1.9508,15.6013,approximate,https://gem.wiki/Chollet_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Edea hydroelectric plant,276,MW,hydropower,operating,1953.0,Actis Group [51%]; Republic of Cameroon [5%]; Eneo employees [5%],,3.8127,10.1278,exact,https://gem.wiki/Edea_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Grand Eweng hydroelectric plant,1800,MW,hydropower,pre-construction,,,,4.0728,10.6301,exact,https://gem.wiki/Grand_Eweng_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Kpep hydroelectric plant,283,MW,hydropower,pre-construction,,,,6.8257,9.9525,approximate,https://gem.wiki/Kpep_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Memve'ele hydroelectric plant,211,MW,hydropower,operating,2019.0,,,2.3959,10.3993,exact,https://gem.wiki/Memve'ele_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Nachtigal hydroelectric plant,420,MW,hydropower,construction,2024.0,EDF Energy [40%]; International Finance CORP (IFC) [20%]; Republic of Cameroon [15%]; Africa50 Infrastructure Fund [15%]; Stoa Infra & Energy [10%],,4.3541,11.6152,exact,https://gem.wiki/Nachtigal_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Ngoila hydroelectric plant,84,MW,hydropower,pre-construction,2025.0,,,2.6318,14.0301,approximate,https://gem.wiki/Ngoila_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Song Loulou hydroelectric plant,396,MW,hydropower,operating,1981.0,Actis Group [51%]; State of Cameroon [5%]; Eneo employees [5%],,4.0787,10.4639,exact,https://gem.wiki/Song_Loulou_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Song Mbong hydroelectric plant,180,MW,hydropower,inactive,,,,3.8623,10.7395,approximate,https://gem.wiki/Song_Mbong_hydroelectric_plant,Cameroon,Africa,Sub-Saharan Africa
Abitibi Canyon hydroelectric plant,349,MW,hydropower,operating,1933.0,Ontario Power Generation,,49.8819,-81.5671,exact,https://gem.wiki/Abitibi_Canyon_hydroelectric_plant,Canada,Americas,Northern America
Amisk hydroelectric plant,330,MW,hydropower,pre-construction,,AHP Development CORP,,55.9721,-118.808,exact,https://gem.wiki/Amisk_hydroelectric_plant,Canada,Americas,Northern America
Arnprior hydroelectric plant,82,MW,hydropower,operating,1976.0,Ontario Power Generation,,45.4188,-76.3471,exact,https://gem.wiki/Arnprior_hydroelectric_plant,Canada,Americas,Northern America
Arrow Lakes hydroelectric plant,185,MW,hydropower,operating,2002.0,Columbia Power [50%]; Columbia Basin Trust [50%],,49.343,-117.769,exact,https://gem.wiki/Arrow_Lakes_hydroelectric_plant,Canada,Americas,Northern America
Aubrey Falls hydroelectric plant,162,MW,hydropower,operating,1969.0,Brookfield Renewable Partners,,46.9095,-83.213,exact,https://gem.wiki/Aubrey_Falls_hydroelectric_plant,Canada,Americas,Northern America
Barrett Chute hydroelectric plant,176,MW,hydropower,operating,1942.0,Ontario Power Generation,,45.2499,-76.759,exact,https://gem.wiki/Barrett_Chute_hydroelectric_plant,Canada,Americas,Northern America
Bay D'Espoir Expansion hydroelectric plant,154,MW,hydropower,announced,,Nalcor Energy,,47.9901,-55.7998,exact,https://gem.wiki/Bay_D'Espoir_Expansion_hydroelectric_plant,Canada,Americas,Northern America
Bay D'Espoir hydroelectric plant,604,MW,hydropower,operating,1967.0,Nalcor Energy,,47.9901,-55.7998,exact,https://gem.wiki/Bay_D'Espoir_hydroelectric_plant,Canada,Americas,Northern America
Beauharnois hydroelectric plant,1912,MW,hydropower,operating,1932.0,Hydro Québec,,45.314,-73.9086,exact,https://gem.wiki/Beauharnois_hydroelectric_plant,Canada,Americas,Northern America
Beaumont hydroelectric plant,270,MW,hydropower,operating,1958.0,Hydro Québec,,47.5562,-72.8359,exact,https://gem.wiki/Beaumont_hydroelectric_plant,Canada,Americas,Northern America
Beechwood hydroelectric plant,113,MW,hydropower,operating,1957.0,NB Power,,46.5429,-67.6686,exact,https://gem.wiki/Beechwood_hydroelectric_plant,Canada,Americas,Northern America
Bernard Landry 1 hydroelectric plant,160,MW,hydropower,operating,2007.0,Hydro Québec,,52.1818,-76.0513,exact,https://gem.wiki/Bernard_Landry_1_hydroelectric_plant,Canada,Americas,Northern America
Bernard Landry 1A hydroelectric plant,768,MW,hydropower,operating,2012.0,Hydro Québec,,52.1793,-76.0418,exact,https://gem.wiki/Bernard_Landry_1A_hydroelectric_plant,Canada,Americas,Northern America
Bersimis 1 hydroelectric plant,1178,MW,hydropower,operating,1956.0,Hydro Québec,,49.2953,-69.5509,exact,https://gem.wiki/Bersimis_1_hydroelectric_plant,Canada,Americas,Northern America
Bersimis 2 hydroelectric plant,845,MW,hydropower,operating,1959.0,Hydro Québec,,49.1753,-69.2259,exact,https://gem.wiki/Bersimis_2_hydroelectric_plant,Canada,Americas,Northern America
Bighorn hydroelectric plant,120,MW,hydropower,operating,1972.0,TransAlta CORP,,52.3083,-116.324,exact,https://gem.wiki/Bighorn_hydroelectric_plant,Canada,Americas,Northern America
Brazeau hydroelectric plant,355,MW,hydropower,operating,1965.0,TransAlta CORP,,52.9099,-115.376,exact,https://gem.wiki/Brazeau_hydroelectric_plant,Canada,Americas,Northern America
Bridge River 2 hydroelectric plant,298,MW,hydropower,operating,,BC Hydro,,50.7233,-122.244,exact,https://gem.wiki/Bridge_River_2_hydroelectric_plant,Canada,Americas,Northern America
Bridge River hydroelectric plant,180,MW,hydropower,operating,1948.0,BC Hydro,,50.7296,-122.2401,exact,https://gem.wiki/Bridge_River_hydroelectric_plant,Canada,Americas,Northern America
Brilliant Expansion 1 hydroelectric plant,120,MW,hydropower,operating,2007.0,Columbia Power [50%]; Columbia Basin Trust [50%],FortisBC,49.3231,-117.6201,exact,https://gem.wiki/Brilliant_Expansion_1_hydroelectric_plant,Canada,Americas,Northern America
Brilliant hydroelectric plant,140,MW,hydropower,operating,1944.0,Columbia Power [50%]; Columbia Basin Trust [50%],FortisBC,49.3247,-117.6201,exact,https://gem.wiki/Brilliant_hydroelectric_plant,Canada,Americas,Northern America
Brisay hydroelectric plant,469,MW,hydropower,operating,1993.0,Hydro Québec,,54.4436,-70.5118,exact,https://gem.wiki/Brisay_hydroelectric_plant,Canada,Americas,Northern America
Cameron Falls OPG hydroelectric plant,92,MW,hydropower,operating,1920.0,Ontario Power Generation,,49.1536,-88.3457,exact,https://gem.wiki/Cameron_Falls_OPG_hydroelectric_plant,Canada,Americas,Northern America
Canyon Creek hydroelectric plant,75,MW,hydropower,pre-construction,,TC Energy,,53.5258,-117.522,exact,https://gem.wiki/Canyon_Creek_hydroelectric_plant,Canada,Americas,Northern America
Caribou Falls hydroelectric plant,92,MW,hydropower,operating,1958.0,Ontario Power Generation,,50.2625,-94.9745,exact,https://gem.wiki/Caribou_Falls_hydroelectric_plant,Canada,Americas,Northern America
Carillon hydroelectric plant,753,MW,hydropower,operating,1962.0,Hydro Québec,,45.5686,-74.383,exact,https://gem.wiki/Carillon_hydroelectric_plant,Canada,Americas,Northern America
Cat Arm hydroelectric plant,127,MW,hydropower,operating,1985.0,Nalcor Energy,,50.0258,-56.765,exact,https://gem.wiki/Cat_Arm_hydroelectric_plant,Canada,Americas,Northern America
Cheakamus hydroelectric plant,158,MW,hydropower,operating,1957.0,BC Hydro,,49.9336,-123.291,exact,https://gem.wiki/Cheakamus_hydroelectric_plant,Canada,Americas,Northern America
Chelsea hydroelectric plant,152,MW,hydropower,operating,1927.0,Hydro Québec,,45.5125,-75.7772,exact,https://gem.wiki/Chelsea_hydroelectric_plant,Canada,Americas,Northern America
Chenaux hydroelectric plant,144,MW,hydropower,operating,1950.0,Ontario Power Generation,,45.5836,-76.674,exact,https://gem.wiki/Chenaux_hydroelectric_plant,Canada,Americas,Northern America
Churchill Falls hydroelectric plant,5428,MW,hydropower,operating,1971.0,,,53.5291,-63.9666,exact,https://gem.wiki/Churchill_Falls_hydroelectric_plant,Canada,Americas,Northern America
Chute-à-Caron hydroelectric plant,224,MW,hydropower,operating,1931.0,Rio Tinto Group,,48.4504,-71.2541,exact,https://gem.wiki/Chute-à-Caron_hydroelectric_plant,Canada,Americas,Northern America
Chute-à-la-Savane hydroelectric plant,258,MW,hydropower,operating,1953.0,Rio Tinto Group,,48.7544,-71.8402,exact,https://gem.wiki/Chute-à-la-Savane_hydroelectric_plant,Canada,Americas,Northern America
Chute-des-Chats hydroelectric plant,192,MW,hydropower,operating,1931.0,Ontario Power Generation,,45.4749,-76.2364,exact,https://gem.wiki/Chute-des-Chats_hydroelectric_plant,Canada,Americas,Northern America
Chute-des-Passes hydroelectric plant,833,MW,hydropower,operating,1959.0,Rio Tinto Group,,49.841,-71.1702,exact,https://gem.wiki/Chute-des-Passes_hydroelectric_plant,Canada,Americas,Northern America
Chute-du-Diable hydroelectric plant,224,MW,hydropower,operating,1952.0,Rio Tinto Group,,48.7807,-71.6974,exact,https://gem.wiki/Chute-du-Diable_hydroelectric_plant,Canada,Americas,Northern America
Conawapa hydroelectric plant,1300,MW,hydropower,inactive,,Manitoba Hydro,,56.6926,-93.7964,exact,https://gem.wiki/Conawapa_hydroelectric_plant,Canada,Americas,Northern America
Coteau Creek hydroelectric plant,186,MW,hydropower,operating,1959.0,Saskatchewan Power COPR (SASKPOWER),,51.2749,-106.874,exact,https://gem.wiki/Coteau_Creek_hydroelectric_plant,Canada,Americas,Northern America
Decew Falls 2 hydroelectric plant,144,MW,hydropower,operating,1943.0,Ontario Power Generation,,43.119,-79.2615,exact,https://gem.wiki/Decew_Falls_2_hydroelectric_plant,Canada,Americas,Northern America
Deer Lake hydroelectric plant,129,MW,hydropower,operating,1925.0,Kruger Energy,,49.1699,-57.4361,exact,https://gem.wiki/Deer_Lake_hydroelectric_plant,Canada,Americas,Northern America
Des Joachims hydroelectric plant,429,MW,hydropower,operating,1950.0,Ontario Power Generation,,46.1827,-77.697,exact,https://gem.wiki/Des_Joachims_hydroelectric_plant,Canada,Americas,Northern America
E B Campbell hydroelectric plant,289,MW,hydropower,operating,1963.0,Saskatchewan Power COPR (SASKPOWER),,53.689,-103.348,exact,https://gem.wiki/E_B_Campbell_hydroelectric_plant,Canada,Americas,Northern America
East Toba hydroelectric plant,147,MW,hydropower,operating,2010.0,,,50.6751,-123.9601,exact,https://gem.wiki/East_Toba_hydroelectric_plant,Canada,Americas,Northern America
Forrest Kerr hydroelectric plant,195,MW,hydropower,operating,2014.0,,,56.7188,-130.6901,exact,https://gem.wiki/Forrest_Kerr_hydroelectric_plant,Canada,Americas,Northern America
Gordon M Shrum hydroelectric plant,2730,MW,hydropower,operating,1968.0,BC Hydro,,56.0147,-122.196,exact,https://gem.wiki/Gordon_M_Shrum_hydroelectric_plant,Canada,Americas,Northern America
Grand Rapids hydroelectric plant,479,MW,hydropower,operating,1965.0,,,53.1601,-99.2862,exact,https://gem.wiki/Grand_Rapids_hydroelectric_plant,Canada,Americas,Northern America
Great Falls hydroelectric plant,129,MW,hydropower,operating,1923.0,Manitoba Hydro,,50.4632,-96.0077,exact,https://gem.wiki/Great_Falls_hydroelectric_plant,Canada,Americas,Northern America
Gull Island hydroelectric plant,2250,MW,hydropower,announced,,Nalcor Energy,,52.9646,-61.3728,exact,https://gem.wiki/Gull_Island_hydroelectric_plant,Canada,Americas,Northern America
Harmon hydroelectric plant,219,MW,hydropower,operating,1965.0,Ontario Power Generation [75%]; Moose Cree First Nation [25%],,50.1114,-82.2082,exact,https://gem.wiki/Harmon_hydroelectric_plant,Canada,Americas,Northern America
High Falls Lièvre hydroelectric plant,109,MW,hydropower,operating,,,,45.8396,-75.6456,exact,https://gem.wiki/High_Falls_Lièvre_hydroelectric_plant,Canada,Americas,Northern America
Hinds Lake hydroelectric plant,75,MW,hydropower,operating,1980.0,Nalcor Energy,,49.0824,-57.201,exact,https://gem.wiki/Hinds_Lake_hydroelectric_plant,Canada,Americas,Northern America
Island Falls hydroelectric plant,111,MW,hydropower,operating,1930.0,Saskatchewan Power COPR (SASKPOWER),Saskatchewan Power CORP (SASKPOWER),55.529,-102.357,exact,https://gem.wiki/Island_Falls_hydroelectric_plant,Canada,Americas,Northern America
Isle-Maligne hydroelectric plant,448,MW,hydropower,operating,1926.0,Rio Tinto Group,,48.5772,-71.6346,exact,https://gem.wiki/Isle-Maligne_hydroelectric_plant,Canada,Americas,Northern America
Jenpeg hydroelectric plant,115,MW,hydropower,operating,1977.0,Manitoba Hydro,,54.541,-98.0284,exact,https://gem.wiki/Jenpeg_hydroelectric_plant,Canada,Americas,Northern America
