project,capacity,unit,type,status,start_year,owner,operator,lat,lng,accuracy,url,country,region,subregion
Mwadingusha hydroelectric plant,78,MW,hydropower,operating,1930.0,Societe Nationale d'Electricite (SNEL),,-10.7452,27.2447,exact,https://gem.wiki/Mwadingusha_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
N'Seke hydroelectric plant,260,MW,hydropower,operating,1956.0,Societe Nationale d'Electricite (SNEL),,-10.3046,25.4059,exact,https://gem.wiki/N'Seke_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
N'Zilo 1 hydroelectric plant,108,MW,hydropower,operating,1952.0,Societe Nationale d'Electricite (SNEL),,-10.4998,25.4631,exact,https://gem.wiki/N'Zilo_1_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
N'Zilo 2 hydroelectric plant,100,MW,hydropower,pre-construction,,Societe Nationale d'Electricite (SNEL),,-10.4998,25.4631,exact,https://gem.wiki/N'Zilo_2_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
Sombwe hydroelectric plant,150,MW,hydropower,construction,,Power Construction Corporation of China (PowerChina) [51%]; Kipay Investments [49%],,-9.3877,26.9366,exact,https://gem.wiki/Sombwe_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
Zongo I hydroelectric plant,75,MW,hydropower,operating,2018.0,,,-4.782,14.9025,exact,https://gem.wiki/Zongo_I_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
Zongo II hydroelectric plant,150,MW,hydropower,operating,2018.0,Societe Nationale d'Electricite (SNEL),,-4.7826,14.9064,exact,https://gem.wiki/Zongo_II_hydroelectric_plant,DR Congo,Africa,Sub-Saharan Africa
Rapides De Kinsuka hydroelectric plant,900,MW,hydropower,shelved,,Sinohydro [51%]; KBG Capital [49%],,-4.3252,15.2108,exact,https://gem.wiki/Rapides_De_Kinsuka_hydroelectric_plant,"DR Congo, Republic of the Congo",Africa,Sub-Saharan Africa
Ruzizi III hydroelectric plant,146,MW,hydropower,pre-construction,2027.0,,,-2.6868,28.9408,exact,https://gem.wiki/Ruzizi_III_hydroelectric_plant,"DR Congo, Rwanda",Africa,Sub-Saharan Africa
Ruzizi IV hydroelectric plant,288,MW,hydropower,pre-construction,,,,-2.5921,28.8981,approximate,https://gem.wiki/Ruzizi_IV_hydroelectric_plant,"DR Congo, Rwanda",Africa,Sub-Saharan Africa
Mambilima I hydroelectric plant,126,MW,hydropower,announced,,Societe Nationale d'Electricite (SNEL) [50%]; ZESCO LTD [50%],,-10.6265,28.6592,exact,https://gem.wiki/Mambilima_I_hydroelectric_plant,"DR Congo, Zambia",Africa,Sub-Saharan Africa
Mambilima II hydroelectric plant,202,MW,hydropower,announced,,Societe Nationale d'Electricite (SNEL) [50%]; ZESCO LTD [50%],,-10.6603,28.6951,exact,https://gem.wiki/Mambilima_II_hydroelectric_plant,"DR Congo, Zambia",Africa,Sub-Saharan Africa
Mumbotuta CX hydroelectric plant,300,MW,hydropower,announced,,Societe Nationale d'Electricite (SNEL) [50%]; ZESCO LTD [50%],,-12.3751,29.1993,exact,https://gem.wiki/Mumbotuta_CX_hydroelectric_plant,"DR Congo, Zambia",Africa,Sub-Saharan Africa
Abitagua hydroelectric plant,165,MW,hydropower,pre-construction,,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-1.4493,-78.1428,exact,https://gem.wiki/Abitagua_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Agoyàn hydroelectric plant,160,MW,hydropower,operating,1987.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-1.3981,-78.3822,exact,https://gem.wiki/Agoyàn_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Cardenillo hydroelectric plant,595,MW,hydropower,pre-construction,,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-2.6459,-78.3935,exact,https://gem.wiki/Cardenillo_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Chespí-Palma Real hydroelectric plant,468,MW,hydropower,pre-construction,2026.0,HidroEquinoccio EP,HidroEquinoccio EP,-0.1806,-78.4677,approximate,https://gem.wiki/Chespí-Palma_Real_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Chirapi hydroelectric plant,110,MW,hydropower,shelved,,,,0.2261,-78.7352,approximate,https://gem.wiki/Chirapi_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Chontal hydroelectric plant,150,MW,hydropower,pre-construction,2026.0,,,0.2168,-78.7009,approximate,https://gem.wiki/Chontal_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Coca Codo Sinclair hydroelectric plant,1500,MW,hydropower,operating,2016.0,Corporación Eléctrica del Ecuador (CELEC EP),Termopichincha,-0.1993,-77.6839,exact,https://gem.wiki/Coca_Codo_Sinclair_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Delsitanisagua hydroelectric plant,180,MW,hydropower,operating,2018.0,Corporación Eléctrica del Ecuador (CELEC EP),,-4.0456,-78.9847,exact,https://gem.wiki/Delsitanisagua_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Marcel Laniado hydroelectric plant,213,MW,hydropower,operating,1987.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-0.9273,-79.7551,exact,https://gem.wiki/Marcel_Laniado_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Mazàr hydroelectric plant,170,MW,hydropower,operating,2014.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-2.5964,-78.6207,exact,https://gem.wiki/Mazàr_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Minas San Francisco hydroelectric plant,276,MW,hydropower,operating,2019.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-3.3166,-79.5834,exact,https://gem.wiki/Minas_San_Francisco_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Misahaullí hydroelectric plant,120,MW,hydropower,announced,,Corporación Eléctrica del Ecuador (CELEC EP),,-1.0328,-77.6692,approximate,https://gem.wiki/Misahaullí_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Paute Molino hydroelectric plant,1075,MW,hydropower,operating,1983.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-2.5756,-78.5102,exact,https://gem.wiki/Paute_Molino_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
San Francisco hydroelectric plant (Ecuador),230,MW,hydropower,operating,2007.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-1.4129,-78.2705,exact,https://gem.wiki/San_Francisco_hydroelectric_plant_(Ecuador),Ecuador,Americas,Latin America and the Caribbean
Santa Cruz hydroelectric plant,100,MW,hydropower,pre-construction,,Hidrocruz SA,,-3.0334,-77.9501,approximate,https://gem.wiki/Santa_Cruz_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Sopladora hydroelectric plant,487,MW,hydropower,operating,2016.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-2.5942,-78.4484,exact,https://gem.wiki/Sopladora_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Tiwintza hydroelectric plant,150,MW,hydropower,announced,,Corporación Eléctrica del Ecuador (CELEC EP),,-2.9177,-77.8017,approximate,https://gem.wiki/Tiwintza_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Toachi-Alluriquin hydroelectric plant,204,MW,hydropower,operating,,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-0.3135,-78.9698,exact,https://gem.wiki/Toachi-Alluriquin_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Tobar Donoso hydroelectric plant,80,MW,hydropower,announced,,Corporación Eléctrica del Ecuador (CELEC EP),,1.1897,-78.5051,approximate,https://gem.wiki/Tobar_Donoso_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Tortugo-Tigre hydroelectric plant,281,MW,hydropower,shelved,,,,0.317,-79.239,approximate,https://gem.wiki/Tortugo-Tigre_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Zamora G10 hydroelectric plant,1955,MW,hydropower,announced,,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-3.2045,-78.4386,approximate,https://gem.wiki/Zamora_G10_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Zamora G8 hydroelectric plant,3565,MW,hydropower,announced,2027.0,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-3.0194,-78.2171,approximate,https://gem.wiki/Zamora_G8_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Zamora G9 hydroelectric plant,1670,MW,hydropower,announced,,Corporación Eléctrica del Ecuador (CELEC EP),Corporación Eléctrica del Ecuador (CELEC EP),-3.0845,-78.3847,approximate,https://gem.wiki/Zamora_G9_hydroelectric_plant,Ecuador,Americas,Latin America and the Caribbean
Aswan High Dam hydroelectric plant,2100,MW,hydropower,operating,1967.0,Egyptian Electricity Holding CO,Hydro Plants Electricity Production CO,23.9709,32.8777,exact,https://gem.wiki/Aswan_High_Dam_hydroelectric_plant,Egypt,Africa,Northern Africa
Aswan I hydroelectric plant,322,MW,hydropower,operating,1960.0,Egyptian Electricity Holding CO,Hydro Plants Electricity Production CO,24.0339,32.8658,exact,https://gem.wiki/Aswan_I_hydroelectric_plant,Egypt,Africa,Northern Africa
Aswan II hydroelectric plant,270,MW,hydropower,operating,1985.0,Egyptian Electricity Holding CO,Hydro Plants Electricity Production CO,24.0344,32.8693,exact,https://gem.wiki/Aswan_II_hydroelectric_plant,Egypt,Africa,Northern Africa
Esna hydroelectric plant,86,MW,hydropower,operating,1993.0,Egyptian Electricity Holding CO,,25.3177,32.5544,exact,https://gem.wiki/Esna_hydroelectric_plant,Egypt,Africa,Northern Africa
Gabal Ataqah hydroelectric plant,2400,MW,hydropower,construction,2022.0,Egyptian Ministry of Electricity,Sinohydro Corp Ltd,30.0081,32.2901,approximate,https://gem.wiki/Gabal_Ataqah_hydroelectric_plant,Egypt,Africa,Northern Africa
15 De Septiembre hydroelectric plant,180,MW,hydropower,operating,1983.0,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),13.6231,-88.5602,exact,https://gem.wiki/15_De_Septiembre_hydroelectric_plant,El Salvador,Americas,Latin America and the Caribbean
5 De Noviembre hydroelectric plant,179,MW,hydropower,operating,1953.0,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),13.9908,-88.7579,exact,https://gem.wiki/5_De_Noviembre_hydroelectric_plant,El Salvador,Americas,Latin America and the Caribbean
Cerrón Grande hydroelectric plant,173,MW,hydropower,operating,1976.0,Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),Comisión Ejecutiva Hidroeléctrica del Río Lempa (Grupo CEL),13.9386,-88.9014,exact,https://gem.wiki/Cerrón_Grande_hydroelectric_plant,El Salvador,Americas,Latin America and the Caribbean
Djibloho hydroelectric plant,120,MW,hydropower,operating,2012.0,Ministry of Mines Industry and Energy,,1.6332,10.5906,exact,https://gem.wiki/Djibloho_hydroelectric_plant,Equatorial Guinea,Africa,Sub-Saharan Africa
Sendje hydroelectric plant,200,MW,hydropower,construction,,,,1.8273,10.247,approximate,https://gem.wiki/Sendje_hydroelectric_plant,Equatorial Guinea,Africa,Sub-Saharan Africa
Energiasalv hydroelectric plant,550,MW,hydropower,pre-construction,2029.0,Alexela Group; Sunly Innovation,,59.353,24.055,approximate,https://gem.wiki/Energiasalv_hydroelectric_plant,Estonia,Europe,Northern Europe
Ida-Virumaa hydroelectric plant,225,MW,hydropower,pre-construction,2026.0,Eesti Energia AS,,59.2002,27.3935,exact,https://gem.wiki/Ida-Virumaa_hydroelectric_plant,Estonia,Europe,Northern Europe
Ngwempisi River hydroelectric plant,120,MW,hydropower,pre-construction,,,,-26.6914,31.1719,exact,https://gem.wiki/Ngwempisi_River_hydroelectric_plant,Eswatini,Africa,Sub-Saharan Africa
Aleltu East hydroelectric plant,186,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,9.2034,39.1538,approximate,https://gem.wiki/Aleltu_East_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Aleltu West hydroelectric plant,265,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,9.2034,39.1538,approximate,https://gem.wiki/Aleltu_West_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Baro 1 hydroelectric plant,200,MW,hydropower,inactive,,Ethiopian Electric Power (EEP),,8.4671,35.4475,exact,https://gem.wiki/Baro_1_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Baro 2 hydroelectric plant,500,MW,hydropower,inactive,,Ethiopian Electric Power (EEP),,8.5303,35.4452,exact,https://gem.wiki/Baro_2_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Beles hydroelectric plant,460,MW,hydropower,operating,2010.0,Ethiopian Electric Power (EEP),,11.8204,36.9204,exact,https://gem.wiki/Beles_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Chemoga Yeda I hydroelectric plant,162,MW,hydropower,pre-construction,,Ethiopian Electric Power (EEP),,10.3202,37.732,approximate,https://gem.wiki/Chemoga_Yeda_I_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Chemoga Yeda II hydroelectric plant,118,MW,hydropower,pre-construction,,Ethiopian Electric Power (EEP),,10.3202,37.732,approximate,https://gem.wiki/Chemoga_Yeda_II_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Dabus I hydroelectric plant,304,MW,hydropower,pre-construction,,Ethiopian Electric Power (EEP),,9.9991,34.876,exact,https://gem.wiki/Dabus_I_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Dabus II hydroelectric plant,304,MW,hydropower,pre-construction,,Ethiopian Electric Power (EEP),,9.9991,34.876,exact,https://gem.wiki/Dabus_II_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Didessa hydroelectric plant,550,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,8.4539,36.6948,exact,https://gem.wiki/Didessa_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Fincha Amerti Neshe hydroelectric plant,97,MW,hydropower,operating,2011.0,Ethiopian Electric Power (EEP),,9.5607,37.3625,exact,https://gem.wiki/Fincha_Amerti_Neshe_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Fincha hydroelectric plant,134,MW,hydropower,operating,1974.0,Ethiopian Electric Power (EEP),,9.558,37.3663,exact,https://gem.wiki/Fincha_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Geba 1 hydroelectric plant,286,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,8.1937,35.1084,exact,https://gem.wiki/Geba_1_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Geba 2 hydroelectric plant,157,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,8.1937,35.1084,exact,https://gem.wiki/Geba_2_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Genale Dawa III hydroelectric plant,254,MW,hydropower,operating,2020.0,Ethiopian Electric Power (EEP),,5.5105,39.7182,exact,https://gem.wiki/Genale_Dawa_III_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Genale Dawa VI hydroelectric plant,256,MW,hydropower,announced,,Ethiopian Electric Power (EEP),,5.5201,39.7738,exact,https://gem.wiki/Genale_Dawa_VI_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gengi hydroelectric plant,200,MW,hydropower,inactive,,Ethiopian Electric Power (EEP),,8.4671,35.4475,exact,https://gem.wiki/Gengi_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gilgel Gibe I hydroelectric plant,184,MW,hydropower,operating,2004.0,Ethiopian Electric Power (EEP),,7.8376,37.326,exact,https://gem.wiki/Gilgel_Gibe_I_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gilgel Gibe II hydroelectric plant,420,MW,hydropower,operating,2010.0,Ethiopian Electric Power (EEP),,7.7567,37.5626,exact,https://gem.wiki/Gilgel_Gibe_II_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gilgel Gibe III hydroelectric plant,1870,MW,hydropower,operating,2015.0,Ethiopian Electric Power (EEP),,6.8482,37.3018,exact,https://gem.wiki/Gilgel_Gibe_III_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gilgel Gibe V hydroelectric plant,660,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,6.3819,36.083,exact,https://gem.wiki/Gilgel_Gibe_V_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Gojeb hydroelectric plant,153,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,7.2166,36.9501,exact,https://gem.wiki/Gojeb_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Grand Ethiopian Renaissance hydroelectric plant,5250,MW,hydropower,construction,2022.0,Ethiopian Electric Power (EEP),,11.2165,35.0936,exact,https://gem.wiki/Grand_Ethiopian_Renaissance_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Grand Ethiopian Renaissance hydroelectric plant,750,MW,hydropower,operating,2022.0,Ethiopian Electric Power (EEP),,11.2165,35.0936,exact,https://gem.wiki/Grand_Ethiopian_Renaissance_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Halele hydroelectric plant,96,MW,hydropower,shelved,,,,8.0556,38.0633,exact,https://gem.wiki/Halele_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Karadobi hydroelectric plant,1600,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,9.0001,37.5001,exact,https://gem.wiki/Karadobi_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Koysha hydroelectric plant,2160,MW,hydropower,construction,,Ethiopian Electric Power (EEP),,6.5743,36.5489,exact,https://gem.wiki/Koysha_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Melka Wekana hydroelectric plant,153,MW,hydropower,operating,1988.0,Ethiopian Electric Power (EEP),,7.225,39.4618,exact,https://gem.wiki/Melka_Wekana_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Mendya hydroelectric plant,1700,MW,hydropower,shelved,,Ethiopian Electric Power (EEP),,10.1089,35.4087,approximate,https://gem.wiki/Mendya_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Tekeze I hydroelectric plant,300,MW,hydropower,operating,2009.0,Ethiopian Electric Power (EEP),,13.3493,38.7406,exact,https://gem.wiki/Tekeze_I_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Tekeze II hydroelectric plant,450,MW,hydropower,announced,,Ethiopian Electric Power (EEP),,13.7401,38.2001,exact,https://gem.wiki/Tekeze_II_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Werabessa hydroelectric plant,326,MW,hydropower,announced,,Ethiopian Electric Power (EEP),,8.0556,38.0633,exact,https://gem.wiki/Werabessa_hydroelectric_plant,Ethiopia,Africa,Sub-Saharan Africa
Wailoa hydroelectric plant,80,MW,hydropower,operating,,,,-17.7362,178.1018,exact,https://gem.wiki/Wailoa_hydroelectric_plant,Fiji,Oceania,Melanesia
Imatra hydroelectric plant,192,MW,hydropower,operating,1929.0,Fortum,Fortum,61.1668,28.7745,exact,https://gem.wiki/Imatra_hydroelectric_plant,Finland,Europe,Northern Europe
Isohaara hydroelectric plant,128,MW,hydropower,operating,1949.0,Pohjolan Voima,Pohjolan Voima,65.7928,24.5448,exact,https://gem.wiki/Isohaara_hydroelectric_plant,Finland,Europe,Northern Europe
Nuojua hydroelectric plant,81,MW,hydropower,operating,1954.0,Fortum,,64.5774,26.713,exact,https://gem.wiki/Nuojua_hydroelectric_plant,Finland,Europe,Northern Europe
Ossauskoski hydroelectric plant,124,MW,hydropower,operating,1965.0,Kemijoki Oy,Kemijoki Oy,66.1558,25.1255,exact,https://gem.wiki/Ossauskoski_hydroelectric_plant,Finland,Europe,Northern Europe
Pamilo hydroelectric plant,94,MW,hydropower,operating,1955.0,Vattenfall AB,,62.801,30.4283,exact,https://gem.wiki/Pamilo_hydroelectric_plant,Finland,Europe,Northern Europe
Petäjäskoski hydroelectric plant,182,MW,hydropower,operating,1957.0,Kemijoki Oy,Kemijoki Oy,66.2722,25.3374,exact,https://gem.wiki/Petäjäskoski_hydroelectric_plant,Finland,Europe,Northern Europe
Pirttikoski hydroelectric plant,152,MW,hydropower,operating,1959.0,Kemijoki Oy,Kemijoki Oy,66.3402,27.1514,exact,https://gem.wiki/Pirttikoski_hydroelectric_plant,Finland,Europe,Northern Europe
Pyhajoski hydroelectric plant,149,MW,hydropower,operating,1949.0,Fortum,Caverion,64.8463,26.0404,exact,https://gem.wiki/Pyhajoski_hydroelectric_plant,Finland,Europe,Northern Europe
Pyhäsalmi Mine hydroelectric plant,75,MW,hydropower,pre-construction,2025.0,,,63.6589,26.0422,exact,https://gem.wiki/Pyhäsalmi_Mine_hydroelectric_plant,Finland,Europe,Northern Europe
Seitakorva hydroelectric plant,144,MW,hydropower,operating,1963.0,Kemijoki Oy,Kemijoki Oy,66.4052,27.3301,exact,https://gem.wiki/Seitakorva_hydroelectric_plant,Finland,Europe,Northern Europe
Taivalkoski hydroelectric plant,134,MW,hydropower,operating,1976.0,Kemijoki Oy,Kemijoki Oy,65.9308,24.7143,exact,https://gem.wiki/Taivalkoski_hydroelectric_plant,Finland,Europe,Northern Europe
Valajaskosken hydroelectric plant,101,MW,hydropower,operating,1960.0,Kemijoki Oy,Kemijoki Oy,66.4241,25.5393,exact,https://gem.wiki/Valajaskosken_hydroelectric_plant,Finland,Europe,Northern Europe
Vanttauskoski hydroelectric plant,95,MW,hydropower,operating,1972.0,Kemijoki Oy,,66.3696,26.6871,exact,https://gem.wiki/Vanttauskoski_hydroelectric_plant,Finland,Europe,Northern Europe
Aston hydroelectric plant,104,MW,hydropower,operating,1947.0,Réseau de Transport d'Électricité (RTE),,42.7772,1.6764,exact,https://gem.wiki/Aston_hydroelectric_plant,France,Europe,Western Europe
Aussois hydroelectric plant,87,MW,hydropower,operating,1947.0,EDF Energy,,45.2518,6.7236,exact,https://gem.wiki/Aussois_hydroelectric_plant,France,Europe,Western Europe
Avignon hydroelectric plant,120,MW,hydropower,operating,1973.0,Compagnie Nationale du Rhône (CNR),,43.9764,4.8191,exact,https://gem.wiki/Avignon_hydroelectric_plant,France,Europe,Western Europe
Bâthie hydroelectric plant,600,MW,hydropower,operating,1961.0,EDF Energy,,45.6452,6.4443,exact,https://gem.wiki/Bâthie_hydroelectric_plant,France,Europe,Western Europe
Beaucaire hydroelectric plant,210,MW,hydropower,operating,1970.0,Compagnie Nationale du Rhône (CNR),,43.8238,4.6424,exact,https://gem.wiki/Beaucaire_hydroelectric_plant,France,Europe,Western Europe
Beauchastel hydroelectric plant,192,MW,hydropower,operating,1963.0,Compagnie Nationale du Rhône (CNR),,44.8242,4.8099,exact,https://gem.wiki/Beauchastel_hydroelectric_plant,France,Europe,Western Europe
Belley hydroelectric plant,90,MW,hydropower,operating,1982.0,Compagnie Nationale du Rhône (CNR),,45.7253,5.699,exact,https://gem.wiki/Belley_hydroelectric_plant,France,Europe,Western Europe
Bollène hydroelectric plant,348,MW,hydropower,operating,1952.0,Compagnie Nationale du Rhône (CNR),,44.3039,4.7418,exact,https://gem.wiki/Bollène_hydroelectric_plant,France,Europe,Western Europe
Bort hydroelectric plant,235,MW,hydropower,operating,1952.0,EDF Energy,,45.4127,2.4986,exact,https://gem.wiki/Bort_hydroelectric_plant,France,Europe,Western Europe
Bourg Les Valence hydroelectric plant,180,MW,hydropower,operating,1968.0,Compagnie Nationale du Rhône (CNR),,44.9612,4.8724,exact,https://gem.wiki/Bourg_Les_Valence_hydroelectric_plant,France,Europe,Western Europe
Brommat hydroelectric plant,406,MW,hydropower,operating,1933.0,EDF Energy,,44.7682,2.6834,exact,https://gem.wiki/Brommat_hydroelectric_plant,France,Europe,Western Europe
Caderousse hydroelectric plant,156,MW,hydropower,operating,1975.0,Compagnie Nationale du Rhône (CNR),,44.0961,4.7233,exact,https://gem.wiki/Caderousse_hydroelectric_plant,France,Europe,Western Europe
Chastang hydroelectric plant,293,MW,hydropower,operating,1951.0,EDF Energy,,45.1518,2.0098,exact,https://gem.wiki/Chastang_hydroelectric_plant,France,Europe,Western Europe
Chautagne hydroelectric plant,90,MW,hydropower,operating,1980.0,Compagnie Nationale du Rhône (CNR),,45.8786,5.8112,exact,https://gem.wiki/Chautagne_hydroelectric_plant,France,Europe,Western Europe
Cheylas hydroelectric plant,485,MW,hydropower,operating,1979.0,EDF Energy,,45.3865,6.0013,exact,https://gem.wiki/Cheylas_hydroelectric_plant,France,Europe,Western Europe
Coche hydroelectric plant,384,MW,hydropower,operating,1976.0,EDF Energy,,45.4968,6.5103,exact,https://gem.wiki/Coche_hydroelectric_plant,France,Europe,Western Europe
Combe D'Avrieux hydroelectric plant,123,MW,hydropower,operating,1975.0,EDF Energy,,45.215,6.712,exact,https://gem.wiki/Combe_D'Avrieux_hydroelectric_plant,France,Europe,Western Europe
Couesque hydroelectric plant,119,MW,hydropower,operating,1950.0,EDF Energy,,44.6953,2.5825,exact,https://gem.wiki/Couesque_hydroelectric_plant,France,Europe,Western Europe
Curbans hydroelectric plant,139,MW,hydropower,operating,1966.0,EDF Energy,,47.915,6.0616,exact,https://gem.wiki/Curbans_hydroelectric_plant,France,Europe,Western Europe
Fessenheim hydroelectric plant,175,MW,hydropower,operating,1956.0,EDF Energy,,47.9146,7.5706,exact,https://gem.wiki/Fessenheim_hydroelectric_plant,France,Europe,Western Europe
Genissiat hydroelectric plant,420,MW,hydropower,operating,1948.0,Réseau de Transport d'Électricité (RTE),,46.0527,5.8128,exact,https://gem.wiki/Genissiat_hydroelectric_plant,France,Europe,Western Europe
Gerstheim hydroelectric plant,141,MW,hydropower,operating,1967.0,EDF Energy,,48.4021,7.7272,exact,https://gem.wiki/Gerstheim_hydroelectric_plant,France,Europe,Western Europe
Gervans hydroelectric plant,120,MW,hydropower,operating,1971.0,Compagnie Nationale du Rhône (CNR),,45.1094,4.8212,exact,https://gem.wiki/Gervans_hydroelectric_plant,France,Europe,Western Europe
Grand Maison hydroelectric plant,1713,MW,hydropower,operating,1987.0,EDF Energy,,45.1454,6.0515,exact,https://gem.wiki/Grand_Maison_hydroelectric_plant,France,Europe,Western Europe
Henri Poincaré hydroelectric plant,295,MW,hydropower,operating,1957.0,Compagnie Nationale du Rhône (CNR),,44.498,4.7092,exact,https://gem.wiki/Henri_Poincaré_hydroelectric_plant,France,Europe,Western Europe
Hermillon hydroelectric plant,119,MW,hydropower,operating,1974.0,EDF Energy,,45.2848,6.3615,exact,https://gem.wiki/Hermillon_hydroelectric_plant,France,Europe,Western Europe
Kembs hydroelectric plant,162,MW,hydropower,operating,1932.0,EDF Energy,,47.6548,7.5183,exact,https://gem.wiki/Kembs_hydroelectric_plant,France,Europe,Western Europe
L'Aigle hydroelectric plant,360,MW,hydropower,operating,1945.0,EDF Energy,,45.2438,2.2248,exact,https://gem.wiki/L'Aigle_hydroelectric_plant,France,Europe,Western Europe
