project,unit,fuel1,fuel2,fuel3,capacity,status,start_year,conversion,owner,operator,country,url,lat,lng,accuracy,conversion_year,type
Zhejiang Haining power station,1,bioenergy_-_refuse,,,35.0,operating,2020.0,no conversion,Dynagreen Environmental Protection Group CO LTD[60%]; Zhejiang Qianjiang Biochemistry CO LTD[40%],Haining Lvdong Haiyun Environmental Protection Energy CO LTD,China,https://gem.wiki/Zhejiang_Haining_power_station,30.312898,120.821064,exact,,bioenergy
Hebei Linxi power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2020.0,no conversion,Others,Linxi Fuhao Thermal Power CO LTD,China,https://gem.wiki/Hebei_Linxi_power_station,36.863104,115.516734,exact,,bioenergy
Anhui Si County power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,operating,2020.0,no conversion,Shenzhen Energy Environmental Protection CO LTD,Sixian Shenneng Biomass Power Generation CO LTD,China,https://gem.wiki/Anhui_Si_County_power_station,33.568406,117.897823,approximate,,bioenergy
Jiangsu Suining power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,35.0,operating,2020.0,no conversion,Guangdong Chant Group INC,Suining Changqing Biomass Energy CO LTD,China,https://gem.wiki/Jiangsu_Suining_power_station,34.118249,117.847563,exact,,bioenergy
Jiangsu Funing power station,1,bioenergy_-_agricultural_waste,,,35.0,operating,2020.0,no conversion,Guangdong Chant Group INC,Funing Changqing Biomass Energy CO LTD,China,https://gem.wiki/Jiangsu_Funing_power_station,33.602059,119.60912,exact,,bioenergy
Jiangsu Taizhou Jiangyan District power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2020.0,no conversion,Shandong Yuanyi Energy CO LTD,Jiangsu Yuanyi Energy CO LTD,China,https://gem.wiki/Jiangsu_Taizhou_Jiangyan_District_power_station,32.622518,120.17623,approximate,,bioenergy
Jiangsu Xiangshui power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2020.0,no conversion,Shanghai Electric Investment CO LTD,Shanghai Electric Xiangshui Biomass Power Generation CO LTD,China,https://gem.wiki/Jiangsu_Xiangshui_power_station,34.22004,119.748057,exact,,bioenergy
Hebei Xinglong power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2020.0,no conversion,Others,Xinglong County Xinglong Thermal Power CO LTD,China,https://gem.wiki/Hebei_Xinglong_power_station,40.400627,117.479799,approximate,,bioenergy
Liaoning Xifeng power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2020.0,no conversion,Shanghai Kangheng Rongli New Energy Engineering CO LTD,Xifeng Kangheng Environmental Energy CO LTD,China,https://gem.wiki/Liaoning_Xifeng_power_station,42.718828,124.331403,exact,,bioenergy
Shandong Jinan Laiwu District power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2020.0,no conversion,Jinan Energy Investment Holdings Group CO LTD[51%]; Others[49%],Shandong Sunshine Power CO LTD,China,https://gem.wiki/Shandong_Jinan_Laiwu_District_power_station,36.179521,117.57285,approximate,,bioenergy
Hainan Sanya power station,3,bioenergy_-_refuse,,,30.0,operating,2020.0,no conversion,Everbright Environmental Energy (Hainan) Holdings CO LTD,Everbright Environmental Energy (Sanya) CO LTD,China,https://gem.wiki/Hainan_Sanya_power_station,18.42334,109.30404,approximate,,bioenergy
Liaoning Haicheng (Sanfeng) power station,1,bioenergy_-_refuse,,,30.0,operating,2020.0,no conversion,Chongqing Sanfeng Environment Group CO LTD,Anshan Sanfeng Environmental Protection Power Generation CO LTD,China,https://gem.wiki/Liaoning_Haicheng_(Sanfeng)_power_station,41.080521,122.790997,approximate,,bioenergy
Guangxi Wuzhou power station,1,bioenergy_-_refuse,,,30.0,operating,2020.0,no conversion,Shanghai Kangheng Environment CO LTD[90%]; Wuzhou Chengan Construction Engineering Group CO LTD[10%],Wuzhou Kangheng Renewable Energy CO LTD,China,https://gem.wiki/Guangxi_Wuzhou_power_station,23.277572,111.21479,approximate,,bioenergy
Guizhou Congjiang power station,1,bioenergy_-_wood_and_other_biomass,bioenergy_-_agricultural_waste,,30.0,operating,2020.0,no conversion,Kaidi Ecological and Environmental Technology CO LTD,Congjiang Kaidi Green Energy Development CO LTD,China,https://gem.wiki/Guizhou_Congjiang_power_station,25.83711,109.057774,exact,,bioenergy
Guangxi Chongzuo Jiangzhou District power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2020.0,no conversion,Guangxi Lelin Forestry Group CO LTD[75%]; Guangxi Chongzuo City Industrial Investment Development Group CO LTD[20%]; Others[5%],Guangxi Chongzuo Deli New Energy CO LTD,China,https://gem.wiki/Guangxi_Chongzuo_Jiangzhou_District_power_station,22.41652,107.479099,approximate,,bioenergy
Jiangxi Hukou (Five Continents Special Paper) power station,1,bioenergy_-_paper_mill_wastes,bioenergy_-_agricultural_waste,,30.0,operating,2020.0,no conversion,Five Continents Special Paper Group CO LTD,Five Continents Special Paper (Jiangxi) CO LTD,China,https://gem.wiki/Jiangxi_Hukou_(Five_Continents_Special_Paper)_power_station,29.822253,116.376454,approximate,,bioenergy
Guangdong Shenzhen Bao'an power station,3-1,bioenergy_-_refuse,,,45.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station,22.830987,113.845361,exact,,bioenergy
Guangdong Shenzhen Bao'an power station,3-2,bioenergy_-_refuse,,,45.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station,22.830987,113.845361,exact,,bioenergy
Guangdong Shenzhen Bao'an power station,3-3,bioenergy_-_refuse,,,45.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_Bao'an_power_station,22.830987,113.845361,exact,,bioenergy
Heilongjiang Xunke power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Heilongjiang New Industry Investment Group Longjiang New Energy Development CO LTD[67%]; Heilongjiang Shizhou Investment CO LTD[33%],Heilongjiang Nuobao New Energy Development CO LTD,China,https://gem.wiki/Heilongjiang_Xunke_power_station,49.3634,128.0751,approximate,,bioenergy
Shanghai Laogang power station,2-1,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Shanghai Chengtou Laogang Base Management CO LTD,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,China,https://gem.wiki/Shanghai_Laogang_power_station,31.0412,121.8394,approximate,,bioenergy
Shanghai Laogang power station,2-2,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Shanghai Chengtou Laogang Base Management CO LTD,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,China,https://gem.wiki/Shanghai_Laogang_power_station,31.0412,121.8394,approximate,,bioenergy
Shanghai Laogang power station,2-3,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Shanghai Chengtou Laogang Base Management CO LTD,Shanghai Laogang Solid Waste Comprehensive Development CO LTD,China,https://gem.wiki/Shanghai_Laogang_power_station,31.0412,121.8394,approximate,,bioenergy
Guangdong Shenzhen East power station,1,bioenergy_-_refuse,,,60.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_East_power_station,22.749789,114.318749,exact,,bioenergy
Guangdong Shenzhen East power station,2,bioenergy_-_refuse,,,60.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_East_power_station,22.749789,114.318749,exact,,bioenergy
Guangdong Shenzhen East power station,3,bioenergy_-_refuse,,,60.0,operating,2019.0,no conversion,Shenzhen Energy Group CO LTD[99%]; Shenzhen Energy Transportation CO LTD[1%],Shenzhen Energy and Environmental Protection CO LTD,China,https://gem.wiki/Guangdong_Shenzhen_East_power_station,22.749789,114.318749,exact,,bioenergy
Guangdong Xinfeng power station,2-1,bioenergy_-_agricultural_waste,bioenergy_-_refuse,,30.0,operating,2019.0,no conversion,Guangdong Shaoneng Group CO LTD,Guangdong Shaoneng Group Xinfeng Xuneng Biomass Power Plant CO LTD,China,https://gem.wiki/Guangdong_Xinfeng_power_station,24.134527,114.31744,exact,,bioenergy
Guangdong Xinfeng power station,2-2,bioenergy_-_agricultural_waste,bioenergy_-_refuse,,30.0,operating,2019.0,no conversion,Guangdong Shaoneng Group CO LTD,Guangdong Shaoneng Group Xinfeng Xuneng Biomass Power Plant CO LTD,China,https://gem.wiki/Guangdong_Xinfeng_power_station,24.134527,114.31744,exact,,bioenergy
Henan Sheqi power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Everbright Green Renewable Energy (Henan) Holdings CO LTD,Everbright Urban Rural Renewable Energy (Sheqi) CO LTD,China,https://gem.wiki/Henan_Sheqi_power_station,33.020038,112.954376,exact,,bioenergy
Shenzhen Mawan power station,1,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Shenzhen Energy Transportation CO LTD; Shenzhen Energy Group CO LTD,Shenzhen Energy Environmental Protection CO LTD,China,https://gem.wiki/Shenzhen_Mawan_power_station,22.489205,113.872432,exact,,bioenergy
Henan Lingbao power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,35.0,operating,2019.0,no conversion,EDF (China) Investment CO LTD[65%]; Lingbao Urban Renovation Investment CO LTD[35%],Fadian (Lingbao) Thermal Power CO LTD,China,https://gem.wiki/Henan_Lingbao_power_station,34.551354,110.93633,exact,,bioenergy
Henan Fengqiu power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Tianhao New Energy CO LTD,Fengqiu Tianbao New Energy CO LTD,China,https://gem.wiki/Henan_Fengqiu_power_station,35.072874,114.401853,exact,,bioenergy
Sichuan Yanting power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Sichuan Energy Investment Group CO LTD[51%]; Chongqing Kaipurui Enterprises CO LTD[27%]; Sichuan Yingji New Energy Investment CO LTD[19%]; Yun Xie[3%],Yanting Yingji Biomass Energy Development CO LTD,China,https://gem.wiki/Sichuan_Yanting_power_station,31.175866,105.3963,approximate,,bioenergy
Sichuan Nanbu power station,1,bioenergy_-_wood_and_other_biomass,,,30.0,operating,2019.0,no conversion,National Bio Energy Group LTD,Guoneng Nanbu Bio Power Generation CO LTD,China,https://gem.wiki/Sichuan_Nanbu_power_station,31.344089,105.976353,exact,,bioenergy
Shandong Weihai Wendeng power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Everbright Green Renewable Energy (Shandong) Holdings CO LTD,Everbright Bioenergy (Weihai) CO LTD,China,https://gem.wiki/Shandong_Weihai_Wendeng_power_station,37.142596,121.865188,exact,,bioenergy
Henan Luoshan power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Li'Ang Ecology Energy CO LTD,Luoshan Li'Ang Agricultural and Forestry Waste Thermal Power CO LTD,China,https://gem.wiki/Henan_Luoshan_power_station,32.189481,114.546998,exact,,bioenergy
Shaanxi Xixian New Area power station,1-1,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Beijing Beikong Environmental Protection Engineering Technology CO LTD[65%]; Shaanxi Xixian New Area Environment Group CO LTD[35%],Xixian New Area Beikong Environmental Protection Technology Development CO LTD,China,https://gem.wiki/Shaanxi_Xixian_New_Area_power_station,34.466175,108.884523,exact,,bioenergy
Shaanxi Xixian New Area power station,1-2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Beijing Beikong Environmental Protection Engineering Technology CO LTD[65%]; Shaanxi Xixian New Area Environment Group CO LTD[35%],Xixian New Area Beikong Environmental Protection Technology Development CO LTD,China,https://gem.wiki/Shaanxi_Xixian_New_Area_power_station,34.466175,108.884523,exact,,bioenergy
Hebei Xingtang power station,1,bioenergy_-_agricultural_waste,,,35.0,operating,2019.0,no conversion,China Electronic System Technology CO LTD,China Power Xingtang Biomass Thermal Power CO LTD,China,https://gem.wiki/Hebei_Xingtang_power_station,38.386415,114.504833,exact,,bioenergy
Heilongjiang Bayan Xinglong power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Chunsheng Li[86%]; Others[14%],Xinglong County Xinglong Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Bayan_Xinglong_power_station,46.461277,127.105779,approximate,,bioenergy
Shanxi Huairen power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Ye Li[98%]; Other[2%],Shanxi Hongshi Tengda New Energy CO LTD,China,https://gem.wiki/Shanxi_Huairen_power_station,39.796045,113.210346,exact,,bioenergy
Inner Mongolia Arun Banner power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Inner Mongoli Jujia Bioenergy Technology CO LTD,Arun Banner Rongjia New Energy Technology CO LTD,China,https://gem.wiki/Inner_Mongolia_Arun_Banner_power_station,48.079292,123.461303,exact,,bioenergy
Inner Mongolia Hanggin Rear Banner power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Longji Power CO LTD,Inner Mongoli Hanglong Biomass Thermal Power CO LTD,China,https://gem.wiki/Inner_Mongolia_Hanggin_Rear_Banner_power_station,40.896147,106.850438,exact,,bioenergy
Anhui Guoyang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Everbright Green Renewable Energy (Anhui) Holdings CO LTD,Everbright Green Bioenergy (Guoyang) CO LTD,China,https://gem.wiki/Anhui_Guoyang_power_station,33.445,116.146457,exact,,bioenergy
Anhui Yingshang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Anhui Waneng Environmental Protection Power Generation CO LTD,Yingshang Wanneng Bio Power Generation CO LTD,China,https://gem.wiki/Anhui_Yingshang_power_station,32.729715,116.26998,exact,,bioenergy
Jilin Da'An Anguang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Hunan Modern Environmental Technology CO LTD[51%]; Jilin Xingqi Group CO LTD[49%],Da'An Modern Xingqi Biomass Power Generation CO LTD,China,https://gem.wiki/Jilin_Da'An_Anguang_power_station,45.594425,123.802515,exact,,bioenergy
Jiangsu Lianshui power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Everbright Green Bioenergy (Jiangsu) Holdings CO LTD,Everbright Bioenergy (Lianshui) CO LTD,China,https://gem.wiki/Jiangsu_Lianshui_power_station,34.014545,119.160984,exact,,bioenergy
Anhui Mingguang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Anhui Guozhen Ecological Technology CO LTD,Anhui Guozhen Mingguang Bio Power Generation CO LTD,China,https://gem.wiki/Anhui_Mingguang_power_station,32.858211,118.084297,exact,,bioenergy
Henan Nanle power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Hongye Holding Group CO LTD[38%]; Henan Nongkai Yumin Advanced Manufacturing Investment Fund[18%]; Henan Agricultural Investment Industry Investment CO LTD[18%]; Puyang Economic Development Investment CO LTD[15%]; Nanle Xingqiang Investment Management CO LTD[9%]; Puyang Huiguan Trading CO LTD[2%],Hongye Bioenergy Technology CO LTD,China,https://gem.wiki/Henan_Nanle_power_station,36.072817,115.349135,approximate,,bioenergy
Guangdong Shantou Chaoyang power station,1,bioenergy_-_refuse,,,35.0,operating,2019.0,no conversion,Dynagreen Environmental Protection Group CO LTD[75%]; Dynagreen Investment Holdings CO LTD[25%],Shantou Dynagreen Renewable Energy CO LTD,China,https://gem.wiki/Guangdong_Shantou_Chaoyang_power_station,23.305546,116.496929,exact,,bioenergy
Heilongjiang Shangzhi power station,2,bioenergy_-_agricultural_waste,,,40.0,operating,2019.0,no conversion,Heilongjiang Qingxiang Enterprise Management Group CO LTD[67%]; Limei Sun[18%]; Yequn Fan[15%],Heilongjiang Zhongxin Biomass Energy Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Shangzhi_power_station,45.212769,127.998409,approximate,,bioenergy
Jiangsu Yancheng Tinghu power station,1,bioenergy_-_refuse,,,35.0,operating,2019.0,no conversion,Jiangsu Daji Power Generation CO LTD[57%]; Jiangsu Daji Environmental Protection Energy Dafeng CO LTD[29%]; Everbright Environmental Energy (Nanjing) Holdings CO LTD[14%],Jiangsu Daji Environmental Protection Energy CO LTD,China,https://gem.wiki/Jiangsu_Yancheng_Tinghu_power_station,33.423525,120.00593,exact,,bioenergy
Zhejiang East Wenling power station,2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Lin'an Jiasheng Environmental Protection CO LTD,Wenling Green Energy New Energy CO LTD,China,https://gem.wiki/Zhejiang_East_Wenling_power_station,28.468406,121.597106,exact,,bioenergy
Jiangsu Yixing power station,2,bioenergy_-_refuse,,,45.0,operating,2019.0,no conversion,Everbright Environmental Energy (Yixing) Holdings CO LTD,Everbright Environmental Energy (Yixing) CO LTD,China,https://gem.wiki/Jiangsu_Yixing_power_station,31.334202,119.651411,exact,,bioenergy
Shandong Qingdao (Kangheng) power station,1-1,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Shanghai Kangheng Environment CO LTD[70%]; Qingdao West Coast Public Utilities Group Engineering Construction CO LTD[30%],Qingdao West Coast Kangheng Environmental Protection Energy CO LTD,China,https://gem.wiki/Shandong_Qingdao_(Kangheng)_power_station,35.938525,119.960028,exact,,bioenergy
Shandong Qingdao (Kangheng) power station,1-2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Shanghai Kangheng Environment CO LTD[70%]; Qingdao West Coast Public Utilities Group Engineering Construction CO LTD[30%],Qingdao West Coast Kangheng Environmental Protection Energy CO LTD,China,https://gem.wiki/Shandong_Qingdao_(Kangheng)_power_station,35.938525,119.960028,exact,,bioenergy
Shandong Jiaozhou power station,2-1,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Shanghai Kangheng Environment CO LTD[98%]; Qingdao Solid Waste Disposal CO LTD[2%],Qingdao Kangheng Renewable Energy CO LTD,China,https://gem.wiki/Shandong_Jiaozhou_power_station,36.289003,120.15722,exact,,bioenergy
Shandong Jiaozhou power station,2-2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Shanghai Kangheng Environment CO LTD[98%]; Qingdao Solid Waste Disposal CO LTD[2%],Qingdao Kangheng Renewable Energy CO LTD,China,https://gem.wiki/Shandong_Jiaozhou_power_station,36.289003,120.15722,exact,,bioenergy
Zhejiang Quzhou power station,1,bioenergy_-_refuse,,,40.0,operating,2019.0,no conversion,Everbright Environmental Protection (China) CO LTD; Quzhou City Investment Development Group CO LTD,Everbright Environmental Energy (Quzhou) CO LTD,China,https://gem.wiki/Zhejiang_Quzhou_power_station,28.888126,118.860982,exact,,bioenergy
Beijing Baishan power station,1-1,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,China Agricultural Development Key Construction Fund CO LTD[52%]; Beijing Energy Jingneng Clean Energy and Power Shareholding CO LTD[24%]; Beijing Environmental Sanitation Engineering Group CO LTD[24%],Beijing Huayuan Huizhong Environmental Protection Technology CO LTD,China,https://gem.wiki/Beijing_Baishan_power_station,40.161603,116.343988,exact,,bioenergy
Beijing Baishan power station,1-2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,China Agricultural Development Key Construction Fund CO LTD[52%]; Beijing Energy Jingneng Clean Energy and Power Shareholding CO LTD[24%]; Beijing Environmental Sanitation Engineering Group CO LTD[24%],Beijing Huayuan Huizhong Environmental Protection Technology CO LTD,China,https://gem.wiki/Beijing_Baishan_power_station,40.161603,116.343988,exact,,bioenergy
Anhui Dingyuan (Jinxuan) power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Anhui Jinxuan Technology CO LTD,Dingyuan County Jinxuan New Energy CO LTD,China,https://gem.wiki/Anhui_Dingyuan_(Jinxuan)_power_station,32.582836,117.278184,exact,,bioenergy
Henan Zhongmu power station,1-1,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Zhengzhou Public Utilities Investment Development Group CO LTD[66%]; Chongqing Sanfeng Environment Group CO LTD[34%],Zhengzhou Dongxing Environmental Protection Energy CO LTD,China,https://gem.wiki/Henan_Zhongmu_power_station,34.628026,113.964366,exact,,bioenergy
Henan Zhongmu power station,1-2,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Zhengzhou Public Utilities Investment Development Group CO LTD[66%]; Chongqing Sanfeng Environment Group CO LTD[34%],Zhengzhou Dongxing Environmental Protection Energy CO LTD,China,https://gem.wiki/Henan_Zhongmu_power_station,34.628026,113.964366,exact,,bioenergy
Henan Zhongmu power station,1-3,bioenergy_-_refuse,,,30.0,operating,2019.0,no conversion,Zhengzhou Public Utilities Investment Development Group CO LTD[66%]; Chongqing Sanfeng Environment Group CO LTD[34%],Zhengzhou Dongxing Environmental Protection Energy CO LTD,China,https://gem.wiki/Henan_Zhongmu_power_station,34.628026,113.964366,exact,,bioenergy
Hubei Shayang power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,40.0,operating,2019.0,no conversion,Everbright Green Bioenergy (Jingmen) Holdings CO LTD,Everbright Bioenergy (Shayang) CO LTD,China,https://gem.wiki/Hubei_Shayang_power_station,30.77821,112.488458,exact,,bioenergy
Jiangxi Guixi power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Everbright Green Bioenergy (Yingtan) Holdings CO LTD,Everbright Bioenergy (Guixi) CO LTD,China,https://gem.wiki/Jiangxi_Guixi_power_station,28.243151,117.146063,exact,,bioenergy
Heilongjiang Dorbod Mongol Autonomous County power station,1-1,bioenergy_-_agricultural_waste,,,35.0,operating,2019.0,no conversion,Heilongjiang Yipin Biotechnology CO LTD[97%]; Duerbot Mongolian Autonomous County State-owned Assets Management CO LTD[3%],Heilongjiang Yipin Energy CO LTD,China,https://gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station,46.785574,124.603443,approximate,,bioenergy
Heilongjiang Dorbod Mongol Autonomous County power station,1-2,bioenergy_-_agricultural_waste,,,35.0,operating,2019.0,no conversion,Heilongjiang Yipin Biotechnology CO LTD[97%]; Duerbot Mongolian Autonomous County State-owned Assets Management CO LTD[3%],Heilongjiang Yipin Energy CO LTD,China,https://gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station,46.785574,124.603443,approximate,,bioenergy
Heilongjiang Dorbod Mongol Autonomous County power station,1-3,bioenergy_-_agricultural_waste,,,35.0,operating,2019.0,no conversion,Heilongjiang Yipin Biotechnology CO LTD[97%]; Duerbot Mongolian Autonomous County State-owned Assets Management CO LTD[3%],Heilongjiang Yipin Energy CO LTD,China,https://gem.wiki/Heilongjiang_Dorbod_Mongol_Autonomous_County_power_station,46.785574,124.603443,approximate,,bioenergy
Jiangsu Suzhou Wuzhong District power station,1-1,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Everbright Environmental Energy (Jiangsu) Holdings CO LTD; Suzhou Municipal Environmental Sanitation Renewable Resources Development and Utilization CO LTD,Everbright Environmental Energy (Suzhou) CO LTD,China,https://gem.wiki/Jiangsu_Suzhou_Wuzhong_District_power_station,31.244491,120.545782,approximate,,bioenergy
Jiangsu Suzhou Wuzhong District power station,1-2,bioenergy_-_refuse,,,50.0,operating,2019.0,no conversion,Everbright Environmental Energy (Jiangsu) Holdings CO LTD; Suzhou Municipal Environmental Sanitation Renewable Resources Development and Utilization CO LTD,Everbright Environmental Energy (Suzhou) CO LTD,China,https://gem.wiki/Jiangsu_Suzhou_Wuzhong_District_power_station,31.244491,120.545782,approximate,,bioenergy
Liaoning Shenyang Daxin power station,1-1,bioenergy_-_refuse,,,35.0,operating,2019.0,no conversion,Everbright Environmental Energy (Liaoning) Holdings CO LTD[66%]; Everbright Environmental Protection (China) CO LTD[34%],Everbright Lvhuan Environmental Energy (Shenyang) CO LTD,China,https://gem.wiki/Liaoning_Shenyang_Daxin_power_station,42.002266,123.424287,approximate,,bioenergy
Liaoning Shenyang Daxin power station,1-2,bioenergy_-_refuse,,,35.0,operating,2019.0,no conversion,Everbright Environmental Energy (Liaoning) Holdings CO LTD[66%]; Everbright Environmental Protection (China) CO LTD[34%],Everbright Lvhuan Environmental Energy (Shenyang) CO LTD,China,https://gem.wiki/Liaoning_Shenyang_Daxin_power_station,42.002266,123.424287,approximate,,bioenergy
Heilongjiang Hailun (Dishikun) power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2019.0,no conversion,Others,Hailun Dishikun Bio Thermal Power CO LTD,China,https://gem.wiki/Heilongjiang_Hailun_(Dishikun)_power_station,47.44374,126.922762,approximate,,bioenergy
Shandong Qingdao Huangdao District (Hengyuan) power station,1,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Qingdao Energy Thermal Power CO LTD,Qingdao Hengyuan Thermal Power CO LTD,China,https://gem.wiki/Shandong_Qingdao_Huangdao_District_(Hengyuan)_power_station,36.012959,120.131922,exact,,bioenergy
Guangxi Longan power station,2,bioenergy_-_agricultural_waste,bioenergy_-_wood_and_other_biomass,,30.0,operating,2019.0,no conversion,Guangxi Deli Wood Industry Development CO LTD,Guangxi Deli New Energy Technology CO LTD,China,https://gem.wiki/Guangxi_Longan_power_station,23.071849,107.893824,approximate,,bioenergy
Chenming Mill Shouguang Meilun Paper Mill captive power station,1-1,bioenergy_-_paper_mill_wastes,,,165.0,operating,2019.0,no conversion,Shandong Chenming Paper Group CO LTD[62%]; CCB Financial Assets Investment CO LTD[16%]; Weifang Chenchuang Equity Investment Fund Partnership (LP)[11%]; Weifang Chenrong New and Old Kinetic Energy Conversion Equity Investment Fund Partnership (LP)[5%]; Dongxing Securities Investment CO LTD[4%]; Southwest Securities Innovation Investment CO LTD[2%],Shouguang Meilun Paper CO LTD,China,https://www.gem.wiki/Chenming_Mill_Shouguang_Meilun_Paper_Mill_captive_power_station,36.870019,118.696192,approximate,,bioenergy
Chenming Mill Shouguang Meilun Paper Mill captive power station,1-2,bioenergy_-_paper_mill_wastes,,,70.0,operating,2019.0,no conversion,Shandong Chenming Paper Group CO LTD[62%]; CCB Financial Assets Investment CO LTD[16%]; Weifang Chenchuang Equity Investment Fund Partnership (LP)[11%]; Weifang Chenrong New and Old Kinetic Energy Conversion Equity Investment Fund Partnership (LP)[5%]; Dongxing Securities Investment CO LTD[4%]; Southwest Securities Innovation Investment CO LTD[2%],Shouguang Meilun Paper CO LTD,China,https://www.gem.wiki/Chenming_Mill_Shouguang_Meilun_Paper_Mill_captive_power_station,36.870019,118.696192,approximate,,bioenergy
